id,name,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,statut,address,tel,fax
13-005,الوحدة الثانوية بن سكران,الوحدة الثانوية بن سكران,13,1324,Bensekrane,35.075901,-1.22934,exact,dgpc_map,dgpc,"{""dgpc"":""40"",""dgpc_wilaya"":""13""}",UNITE SECONDAIRE,"CITE EL DCHRA ROUTE AIN YOUCEF, BENSEKREN",043220601,043220603
13-006,الوحدة الثانوية سبدو,الوحدة الثانوية سبدو,13,1335,Sebdou,34.646198,-1.32124,exact,dgpc_map,dgpc,"{""dgpc"":""41"",""dgpc_wilaya"":""13""}",UNITE SECONDAIRE,"CITE LATI HADJ HAMED, SEBDOU",043541018,043541300
13-007,الوحدة الثانوية بني سنوس,الوحدة الثانوية بني سنوس,13,1317,Beni Snous,34.6674,-1.53303,exact,dgpc_map,dgpc,"{""dgpc"":""42"",""dgpc_wilaya"":""13""}",UNITE SECONDAIRE,"CITE 70LOGEMENTS EL FAHS CW106, BENI SNOUSS",043341716,043341776
13-008,الوحدة الثانوية صبرة,الوحدة الثانوية صبرة,13,1306,Sabra,34.8325,-1.51874,exact,dgpc_map,dgpc,"{""dgpc"":""43"",""dgpc_wilaya"":""13""}",UNITE SECONDAIRE,"ROUTE SIDI LARBI, SABRA",043534277,043534411
13-009,الوحدة الثانوية أولاد ميمون,الوحدة الثانوية أولاد ميمون,13,1313,Ouled Mimoun,34.909901,-1.03654,exact,dgpc_map,dgpc,"{""dgpc"":""44"",""dgpc_wilaya"":""13""}",UNITE SECONDAIRE,"RUE KARAS AOUAD, OULED MIMOUN",043232176,043232175
13-010,المركز المتقدم باب وهران_تلمسان,المركز المتقدم باب وهران_تلمسان,13,1301,Tlemcen,34.882198,-1.31572,exact,dgpc_map,dgpc,"{""dgpc"":""45"",""dgpc_wilaya"":""13""}",POSTE AVANCE,"RUE DES PINS, TELEMCEN",043414424,043414475
13-011,الوحدة الرئيسية تلمسان,الوحدة الرئيسية تلمسان,13,1301,Tlemcen,34.869701,-1.32576,exact,dgpc_map,dgpc,"{""dgpc"":""46"",""dgpc_wilaya"":""13""}",UNITE PRINCIPALE,"CITE OUALI MUSTAPHA BOUDGHEN, TLEMCEN",043418888/043418933043418933,043418893/043418876
13-012,مديرية الحماية المدنية المنصورة,مديرية الحماية المدنية المنصورة,13,1351,Mansourah,34.878899,-1.34911,exact,dgpc_map,dgpc,"{""dgpc"":""47"",""dgpc_wilaya"":""13""}",SIEGE DE DIRECTION WILAYA,"CITE NEDJMA IMAMA, MANSOURA",043215186,043213051
13-013,المركز المتقدم بوكانون_مسيردة الفواقة,المركز المتقدم بوكانون_مسيردة الفواقة,13,1330,M'sirda Fouaga,34.966702,-2.09859,exact,dgpc_map,dgpc,"{""dgpc"":""79"",""dgpc_wilaya"":""13""}",POSTE AVANCE,"RNA7 VILLAGE BOUKANOUN, MSIRDA FOUAGA",043509272,043509249
13-014,الوحدة الثانوية باب العسة,الوحدة الثانوية باب العسة,13,1318,Bab El Assa,34.960602,-2.02955,exact,dgpc_map,dgpc,"{""dgpc"":""572"",""dgpc_wilaya"":""13""}",UNITE SECONDAIRE,"RUE DU 01er NOVEMBRE1954 RNA07, BAB L ESSA",043511858,043511854
13-015,المركز المتقدم شتوان,المركز المتقدم شتوان,13,1350,Chetouane,34.902401,-1.29997,exact,dgpc_map,dgpc,"{""dgpc"":""573"",""dgpc_wilaya"":""13""}",POSTE AVANCE,"ZONE INDUSTRIELLE-SECTON4, CHETOUANE",043272757,043272757
13-016,المركز المتقدم الرمشي,المركز المتقدم الرمشي,13,1304,Remchi,35.061001,-1.43,approximate,dgpc_map,dgpc,"{""dgpc"":""574"",""dgpc_wilaya"":""13""}",POSTE AVANCE,"RUE COLONEL LOTFI CENTRE VILLE REMCHI, REMCHI",043438005,043438007
13-017,مركز إسعاف الطرقات كبيريت_الرمشي,مركز إسعاف الطرقات كبيريت_الرمشي,13,1304,Remchi,35.047401,-1.50396,exact,dgpc_map,dgpc,"{""dgpc"":""575"",""dgpc_wilaya"":""13""}",POSTE DE SECOURS ROUTIER,"ROND-POINT RN35 ET RN98 , REMCHI",/,/
13-018,المركز المتقدم لالة ستي_تلمسان,المركز المتقدم لالة ستي_تلمسان,13,1301,Tlemcen,34.8652,-1.32224,exact,dgpc_map,dgpc,"{""dgpc"":""647"",""dgpc_wilaya"":""13""}",POSTE AVANCE,"PLATEAU LALLA SETTI, TLEMCEN",043401051,043401050
13-019,الوحدة الثانوية الحناية,الوحدة الثانوية الحناية,13,1326,Hennaya,34.956699,-1.36555,exact,dgpc_map,dgpc,"{""dgpc"":""775"",""dgpc_wilaya"":""13""}",UNITE SECONDAIRE,"RUE BELKACEM BOUMEDIEN SORTIE NORD HENAYA, HENAYA",043400026,043400014
13-020,المركز المتقدم مرسى بن مهيدي,المركز المتقدم مرسى بن مهيدي,13,1339,Marsa Ben M'hidi,35.073002,-2.21155,exact,dgpc_map,dgpc,"{""dgpc"":""776"",""dgpc_wilaya"":""13""}",POSTE AVANCE,"RN7A ENTREE VILLE MERSA BEN MHIDI, MERSA BEN MHIDI",043510108,043510102
13-021,الوحدة الثانوية الغزوات,الوحدة الثانوية الغزوات,13,1307,Ghazaouet,35.096199,-1.83419,exact,dgpc_map,dgpc,"{""dgpc"":""784"",""dgpc_wilaya"":""13""}",UNITE SECONDAIRE,"SIDI AMER, GHAZAOUAT",/,/
13-022,المركز المتقدم هنين,المركز المتقدم هنين,13,1344,Honnaine,35.194801,-1.63136,exact,dgpc_map,dgpc,"{""dgpc"":""864"",""dgpc_wilaya"":""13""}",POSTE AVANCE,"ROUTE DE LA PLAGE AGLA VILLAGE OULED YOUCEF, HONAINE",/,/
13-023,المركز المتقدم عين تالوت,المركز المتقدم عين تالوت,13,1303,Ain Tellout,34.920799,-0.953333,exact,dgpc_map,dgpc,"{""dgpc"":""889"",""dgpc_wilaya"":""13""}",POSTE AVANCE,"CITE EL CHAHID BEN MILOUD MOHAMED, AIN TALLOUT",/,/
14-001,مديرية الحماية المدنية تيارت,مديرية الحماية المدنية تيارت,14,1401,Tiaret,35.364498,1.32647,exact,dgpc_map,dgpc,"{""dgpc"":""19"",""dgpc_wilaya"":""14""}",SIEGE DE DIRECTION WILAYA,"ROUTE SOUGUEUR-TIARET, TIARET",046222598,046222592
14-002,الوحدة الثانوية رحوية,الوحدة الثانوية رحوية,14,1434,Mechraa Safa,35.536598,1.02563,exact,dgpc_map,dgpc,"{""dgpc"":""20"",""dgpc_wilaya"":""14""}",UNITE SECONDAIRE,"CITE BOUKHETACH ABEDELKADER, RAHOUIA",046359581/82,046359585
14-003,الوحدة الثانوية مشرع الصفاء,الوحدة الثانوية مشرع الصفاء,14,1434,Mechraa Safa,35.384899,1.05554,exact,dgpc_map,dgpc,"{""dgpc"":""21"",""dgpc_wilaya"":""14""}",UNITE SECONDAIRE,"CITE 05 JUILLET1962, MACHRAA SAFA",046317206,046317198
14-004,الوحدة الثانوية السوقر,الوحدة الثانوية السوقر,14,1416,Sougueur,35.192799,1.48491,exact,dgpc_map,dgpc,"{""dgpc"":""22"",""dgpc_wilaya"":""14""}",UNITE SECONDAIRE,"CITE DEUXIEME ETAPE EN FACE LYCEE COLONEL LOTFI ROUTE TIARET-SOUGUEUR, SOUGUEUR",046288460,046288050
14-005,الوحدة الثانوية عين الذهب,الوحدة الثانوية عين الذهب,14,1406,Ain Deheb,34.852402,1.54299,exact,dgpc_map,dgpc,"{""dgpc"":""23"",""dgpc_wilaya"":""14""}",UNITE SECONDAIRE,"RUE AMIR ABDELKADER, AIN DHEB",046291504,046291369
14-006,الوحدة الثانوية عين كرمس,الوحدة الثانوية عين كرمس,14,1428,Ain Kermes,34.903198,1.10402,exact,dgpc_map,dgpc,"{""dgpc"":""24"",""dgpc_wilaya"":""14""}",UNITE SECONDAIRE,"RUE CHAABANE MOHAMED, AIN KERMES",046290049,046290058
14-007,الوحدة الثانوية فرندة,الوحدة الثانوية فرندة,14,1427,Frenda,35.063499,1.05083,exact,dgpc_map,dgpc,"{""dgpc"":""25"",""dgpc_wilaya"":""14""}",UNITE SECONDAIRE,"CITE CHIKHAOUI MOKHTARA, FRENDA",046306245,046306244
14-008,الوحدة الرئيسية تيارت,الوحدة الرئيسية تيارت,14,1401,Tiaret,35.364498,1.32716,exact,dgpc_map,dgpc,"{""dgpc"":""26"",""dgpc_wilaya"":""14""}",UNITE PRINCIPALE,"ROUTE SOUGUEUR, TIARET",046222586/87,046222591
14-009,وحدة القطاع تاخمرت,وحدة القطاع تاخمرت,14,1437,Takhemaret,35.108101,0.679894,exact,dgpc_map,dgpc,"{""dgpc"":""508"",""dgpc_wilaya"":""14""}",UNITE DE SECTEUR,"RUE MOUDJAHID MOKHTAR MOHAMED CITE EL ZITOUNE, TAKHMARET",046313212,046313210
14-010,الوحدة الثانوية مدروسة,الوحدة الثانوية مدروسة,14,1402,Medroussa,35.182201,1.20352,exact,dgpc_map,dgpc,"{""dgpc"":""576"",""dgpc_wilaya"":""14""}",UNITE SECONDAIRE,"CITE 50LOGEMENTS, MADROUSSA",046325353/82,046325454
14-011,الوحدة الثانوية وادي ليلي,الوحدة الثانوية وادي ليلي,14,1433,Oued Lilli,35.5182,1.2693,exact,dgpc_map,dgpc,"{""dgpc"":""577"",""dgpc_wilaya"":""14""}",UNITE SECONDAIRE,"RUE BEL ABBES ABD ELKADER, OULED LILI",046354526,046354536
14-012,المركز المتقدم دهموني,المركز المتقدم دهموني,14,1413,Dahmouni,35.4231,1.47488,exact,dgpc_map,dgpc,"{""dgpc"":""578"",""dgpc_wilaya"":""14""}",POSTE AVANCE,"RN14 CITE AUTO-CONSTRUISANTE, DAHMOUNI",046241214,046241237
14-013,الوحدة الثانوية المهدية,الوحدة الثانوية المهدية,14,1415,Mahdia,35.4342,1.76599,exact,dgpc_map,dgpc,"{""dgpc"":""657"",""dgpc_wilaya"":""14""}",UNITE SECONDAIRE,"RUE AMIR AEK, MAHDIA",046365091/92,046365090
15-001,الوحدة الثانوية ذراع الميزان,الوحدة الثانوية ذراع الميزان,15,1510,Draa-El-Mizan,36.534199,3.83556,exact,dgpc_map,dgpc,"{""dgpc"":""279"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CENTRE VILLE DRAA EL MIZAN, DRAA EL MIZAN",026133572,026133570
15-002,الوحدة الثانوية تقزرت,الوحدة الثانوية تقزرت,15,1538,Tigzirt,36.8843,4.12925,exact,dgpc_map,dgpc,"{""dgpc"":""280"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"ROUTE CHARFA, TIGZIRT",026154133,026154132
15-003,الوحدة الثانوية أزفون,الوحدة الثانوية أزفون,15,1537,Azeffoun,36.886101,4.42475,exact,dgpc_map,dgpc,"{""dgpc"":""281"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CENTRE VILLE AZEFFOUN, AZEFFOUN",026159236,026159248
15-004,الوحدة الثانوية بوزقن,الوحدة الثانوية بوزقن,15,1534,Bouzeguene,36.618401,4.47899,exact,dgpc_map,dgpc,"{""dgpc"":""282"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CENTRE VILLE BOUZGUEN, BOUZGUEN",026140654,026140656
15-005,مديرية الحماية المدنية تيزي وزو,مديرية الحماية المدنية تيزي وزو,15,1501,Tizi-Ouzou,36.692402,4.03924,exact,dgpc_map,dgpc,"{""dgpc"":""283"",""dgpc_wilaya"":""15""}",SIEGE DE DIRECTION WILAYA,"ROUTE BOUHINOUN, TIZI OUZOU",026102588/86,026102585
15-006,الوحدة الثانوية الاربعاء نايث اراثن,الوحدة الثانوية الاربعاء نايث اراثن,15,1535,Ait Aggouacha,36.6241,4.21842,exact,dgpc_map,dgpc,"{""dgpc"":""284"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CITE ABOUDID, LARBA NAIT IRATHEN",026483005,026483003
15-007,الوحدة الثانوية عين الحمام,الوحدة الثانوية عين الحمام,15,1502,Ain-El-Hammam,36.571201,4.31975,exact,dgpc_map,dgpc,"{""dgpc"":""285"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CENTRE VILLE AIN EL HAMMAM, AIN EL HAMMAM",026488779,026488780
15-008,الوحدة الرئيسية تيزي وزو,الوحدة الرئيسية تيزي وزو,15,1501,Tizi-Ouzou,36.692001,4.03989,exact,dgpc_map,dgpc,"{""dgpc"":""286"",""dgpc_wilaya"":""15""}",UNITE PRINCIPALE,"ROUTE BOUHINOUN, TIZI OUZOU",026102609/12,026102610/11
15-009,الوحدة الثانوية واسيف,الوحدة الثانوية واسيف,15,1548,Ouacif,36.531502,4.20585,exact,dgpc_map,dgpc,"{""dgpc"":""287"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CENTRE VILLE OUACIF, OUACIF",026331695,026331651
15-010,الوحدة الثانوية واضية,الوحدة الثانوية واضية,15,1536,Ouadhias,36.555901,4.08679,exact,dgpc_map,dgpc,"{""dgpc"":""288"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CENTRE VILLE OUADHIA, OUADHIA",026325497,026325497
15-011,الوحدة الثانوية ذراع بن خدة,الوحدة الثانوية ذراع بن خدة,15,1547,Draa-Ben-Khedda,36.7257,3.9699,exact,dgpc_map,dgpc,"{""dgpc"":""289"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CITE TOUARAS, DRAA BEN KHEDDA",026439746,026439743
15-012,الوحدة الثانوية عزازقة,الوحدة الثانوية عزازقة,15,1518,Azazga,36.737801,4.37452,exact,dgpc_map,dgpc,"{""dgpc"":""290"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CENTRE VILLE AZAZGA, AZAZGA",026467319,026467319
15-013,الوحدة البحرية تقزيرت,الوحدة البحرية تقزيرت,15,1538,Tigzirt,36.8937,4.12225,exact,dgpc_map,dgpc,"{""dgpc"":""291"",""dgpc_wilaya"":""15""}",UNITE MARINE,"ROUTE AHMED CHAFAA, TIGZIRT",026158306,026158305
15-014,الوحدة الثانوية تيزي غنيف,الوحدة الثانوية تيزي غنيف,15,1511,Tizi-Gheniff,36.589699,3.77733,exact,dgpc_map,dgpc,"{""dgpc"":""580"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CENTRE VILLE TIZI GHENIF, TIZI GHENIF",026139339,026139338
15-015,الوحدة الثانوية بني دوالة,الوحدة الثانوية بني دوالة,15,1532,Beni-Douala,36.603802,4.07875,exact,dgpc_map,dgpc,"{""dgpc"":""581"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"ROUTE ICHARDIOUN, BENI DOUALA",026400001,026400007
15-016,المركز المتقدم تيزي وزو,المركز المتقدم تيزي وزو,15,1501,Tizi-Ouzou,36.711201,4.0749,exact,dgpc_map,dgpc,"{""dgpc"":""582"",""dgpc_wilaya"":""15""}",POSTE AVANCE,"RN12 SORTIE EST TIZI OUZOU, TIZI OUZOU",026127616,026124694
15-017,مركز إسعاف الطرقات تيزي راشد,مركز إسعاف الطرقات تيزي راشد,15,1522,Tizi-Rached,36.700401,4.15246,exact,dgpc_map,dgpc,"{""dgpc"":""583"",""dgpc_wilaya"":""15""}",POSTE DE SECOURS ROUTIER,"TSALA TOULMOUS, TIZI RACHED",026413123,026413155
15-018,الوحدة الثانوية ماكودة,الوحدة الثانوية ماكودة,15,1509,Makouda,36.8046,4.0545,exact,dgpc_map,dgpc,"{""dgpc"":""777"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"VILLAGE AZAGHAR, MAKOUDA",026444788,026444792
15-019,الوحدة الثانوية بوغني,الوحدة الثانوية بوغني,15,1540,Boghni,36.543201,3.96108,exact,dgpc_map,dgpc,"{""dgpc"":""829"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,"CITE CHOUHADA , BOGHNI",026384060,026384041
15-020,الوحدة الثانوية واقنون(تفتح قريبا),الوحدة الثانوية واقنون(تفتح قريبا),15,1524,Ouaguenoun,36.754002,4.19967,exact,dgpc_map,dgpc,"{""dgpc"":""886"",""dgpc_wilaya"":""15""}",UNITE SECONDAIRE,OUAGUENOUN,/,/
16-001,الوحدة الثانوية وادي السمار,الوحدة الثانوية وادي السمار,16,1615,Oued Smar,36.698399,3.16804,exact,dgpc_map,dgpc,"{""dgpc"":""697"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"ZONE INDUSTRIELLE, OUED SMAR",023939325/49,023939325
16-002,المركز المتقدم  مطارالجزائر_الدار البيضاء,المركز المتقدم  مطارالجزائر_الدار البيضاء,16,1620,Dar El Beida,36.697899,3.20752,exact,dgpc_map,dgpc,"{""dgpc"":""698"",""dgpc_wilaya"":""16""}",POSTE AVANCE,"AEROPORT HOUARI BOUMEDIEN, DAR EL BEIDA",021509191,021207327
16-003,الوحدة الثانوية الرويبة,الوحدة الثانوية الرويبة,16,1638,Rouiba,36.739899,3.27725,exact,dgpc_map,dgpc,"{""dgpc"":""699"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"RUE ABATTOIR COMMUNAL CENTRE VILLE ROUIBA, ROUIBA",023870415,023870416
16-004,وحدة القطاع الرغاية,وحدة القطاع الرغاية,16,1640,Reghaia,36.7267,3.33219,exact,dgpc_map,dgpc,"{""dgpc"":""700"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"ZONE INDUSTRIELLE, REGHAIA",023965812,023965811/12
16-005,وحدة القطاع باب الوادى,وحدة القطاع باب الوادى,16,1605,Bab El Oued,36.7911,3.04813,exact,dgpc_map,dgpc,"{""dgpc"":""701"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"11 RUE SAID TOUATI, BAB EL OUED",023159772,/
16-006,وحدة القطاع أربعة مدافع_الجزائر الوسطى,وحدة القطاع أربعة مدافع_الجزائر الوسطى,16,1601,Alger Centre,36.7757,3.056,exact,dgpc_map,dgpc,"{""dgpc"":""702"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"ROUTE DES 04CANONS, ALGER CENTRE",023494158,023494160
16-007,الوحدة الثانوية زرالدة,الوحدة الثانوية زرالدة,16,1646,Zeralda,36.719502,2.84878,exact,dgpc_map,dgpc,"{""dgpc"":""703"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"RUE DU 01er NOVEMBRE1954, ZERALDA",023322994/95,023322995
16-008,مركز إسعاف الطرقات حديقة التسلية_حسين داي,مركز إسعاف الطرقات حديقة التسلية_حسين داي,16,1617,Hussein Dey,36.745899,3.09572,exact,dgpc_map,dgpc,"{""dgpc"":""704"",""dgpc_wilaya"":""16""}",POSTE DE SECOURS ROUTIER,"ROUTE DE L'ALN, HUSSEIN DEY",/,/
16-009,مركز إسعاف الطرقات عين النعجة_القبة,مركز إسعاف الطرقات عين النعجة_القبة,16,1618,Kouba,36.7229,3.06573,exact,dgpc_map,dgpc,"{""dgpc"":""705"",""dgpc_wilaya"":""16""}",POSTE DE SECOURS ROUTIER,"A PROXIMITE DE L'HOPITAL MILITAIRE AIN NAADJA, KOUBA",021561203,/
16-010,وحدة القطاع عين البنيان,وحدة القطاع عين البنيان,16,1657,Ain Benian,36.800301,2.90726,exact,dgpc_map,dgpc,"{""dgpc"":""706"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"RN11, AIN BENIAN",023398383,/
16-011,الوحدة البحرية سيدي فرج_سطاوالي,الوحدة البحرية سيدي فرج_سطاوالي,16,1645,Staoueli,36.764599,2.84667,exact,dgpc_map,dgpc,"{""dgpc"":""707"",""dgpc_wilaya"":""16""}",UNITE MARINE,"PORT SIDI FREDJ, STAOUELI",/,/
16-012,الوحدة الثانوية  لابروفال_القبة,الوحدة الثانوية  لابروفال_القبة,16,1618,Kouba,36.718498,3.08593,exact,dgpc_map,dgpc,"{""dgpc"":""708"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"FERME GREGORY LA PROVALE, KOUBA",023607485,023607485
16-013,وحدة القطاع محمد بلوزداد,وحدة القطاع محمد بلوزداد,16,,Mohamed Belouzdad,36.754299,3.06442,exact,dgpc_map,dgpc,"{""dgpc"":""709"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"04 RUE BOUDOUA, MOHAMMED BELOUIZDAD 04 rue Boudoua",/,/
16-014,الوحدة الثانوية بئر توتة,الوحدة الثانوية بئر توتة,16,1636,Bir Touta,36.642502,3.00083,exact,dgpc_map,dgpc,"{""dgpc"":""710"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"ROUTE MOHAMED SEMMIDI, BIRTOUTA",023440311,023440311
16-015,وحدة القطاع الحراش,وحدة القطاع الحراش,16,1613,El Harrach,36.723,3.13581,exact,dgpc_map,dgpc,"{""dgpc"":""711"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"06 RUE TABOUNT BELKACEM, EL HARRACH",023720349/023720797,/
16-016,وحدة القطاع بني مسوس,وحدة القطاع بني مسوس,16,1632,Beni Messous,36.7729,2.99836,exact,dgpc_map,dgpc,"{""dgpc"":""712"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"RN41-CW45, BENI MESSOUS",023135251,023135251
16-017,وحدة القطاع المرادية,وحدة القطاع المرادية,16,1627,El Mouradia,36.749401,3.04697,exact,dgpc_map,dgpc,"{""dgpc"":""713"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"LA PRESIDENCE, EL MOURADIA",021686145,/
16-018,وحدة القطاع عين طاية,وحدة القطاع عين طاية,16,1641,Ain Taya,36.774799,3.28676,exact,dgpc_map,dgpc,"{""dgpc"":""714"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"HOUCH R'MEL ROUTE AIN TAYA, AIN TAYA",0470002950,/
16-019,الوحدة الثانوية الشراقة,الوحدة الثانوية الشراقة,16,1652,Cheraga,36.7673,2.94536,exact,dgpc_map,dgpc,"{""dgpc"":""715"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"RN41 ROUTE CHERAGA, CHERAGA",023366479,023366479
16-020,وحدة القطاع لابريجة_سطاولي,وحدة القطاع لابريجة_سطاولي,16,1645,Staoueli,36.741402,2.8715,exact,dgpc_map,dgpc,"{""dgpc"":""716"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"RN11 LA BRIDJA, STAOUELI",/,/
16-021,الوحدة الثانوية خليفي_الجزائر الوسطى,الوحدة الثانوية خليفي_الجزائر الوسطى,16,1601,Alger Centre,36.763901,3.06007,exact,dgpc_map,dgpc,"{""dgpc"":""717"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"17 RUE BERGHOUT YOUCEF PORT D'ALGER, ALGER CENTRE",021423356/60,021423354
16-022,وحدة القطاع سوريكال_برج الكيفان,وحدة القطاع سوريكال_برج الكيفان,16,1630,Bordj El Kiffan,36.7383,3.18528,exact,dgpc_map,dgpc,"{""dgpc"":""718"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"RN24 QUATRE CHEMINS SORECAL, BORDJ EL KIFFAN",021201414/021510634,/
16-023,وحدة القطاع الدرارية,وحدة القطاع الدرارية,16,1649,Draria,36.715599,2.9992,exact,dgpc_map,dgpc,"{""dgpc"":""719"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"03 RUE DE STADE CENTRE VILLE DRARIA, DRARIA",023349054/28,023349030
16-024,وحدة القطاع الحمامات الرومانية,وحدة القطاع الحمامات الرومانية,16,1624,Hammamet,36.813599,2.97159,exact,dgpc_map,dgpc,"{""dgpc"":""720"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"RN11 ROUTE BAINEM, HAMMAMAT",023060098,/
16-025,الوحدة البحرية ميناء الجزائر_الجزائر الوسطى,الوحدة البحرية ميناء الجزائر_الجزائر الوسطى,16,1601,Alger Centre,36.7658,3.06905,exact,dgpc_map,dgpc,"{""dgpc"":""721"",""dgpc_wilaya"":""16""}",UNITE MARINE,"PORT D'ALGER, ALGER CENTRE",/,/
16-026,وحدة القطاع الكالتوس,وحدة القطاع الكالتوس,16,1633,Les Eucalyptus,36.653,3.14796,exact,dgpc_map,dgpc,"{""dgpc"":""722"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"ROND POINT QUATRE CHEMINS LES EUCALYPTUS, LES EUCALYPTUS",021501811,/
16-027,وحدة القطاع الدويرة,وحدة القطاع الدويرة,16,1648,Douira,36.6703,2.94946,exact,dgpc_map,dgpc,"{""dgpc"":""723"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"LOTISSEMENT MADANI SELLAM, DOUERA",023321755,023321766
16-028,الوحدة الثانوية بئر مراد رايس,الوحدة الثانوية بئر مراد رايس,16,1609,Bir Mourad Rais,36.738701,3.05067,exact,dgpc_map,dgpc,"{""dgpc"":""724"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"PLACE DE LA REPUBLIQUE, BIR MOURAD RAIS Place de la Republique",023540670,023540670
16-029,المركز المتقدم نادي الصنوبر_الشراقة,المركز المتقدم نادي الصنوبر_الشراقة,16,1652,Cheraga,36.770599,2.88279,exact,dgpc_map,dgpc,"{""dgpc"":""725"",""dgpc_wilaya"":""16""}",POSTE AVANCE,"VILLA N°22 CLUB DES PINS, CHERAGA",021393201/021391225,021391225
16-030,الوحدة الثانوية حي الموز_المحمدية,الوحدة الثانوية حي الموز_المحمدية,16,1629,Mohammadia,36.732899,3.17102,exact,dgpc_map,dgpc,"{""dgpc"":""726"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"CITE LES BANNANIERS, MOHAMMADIA",023691595/023691444,023691173
16-031,الوحدة الرئيسية زميرلي_الحراش,الوحدة الرئيسية زميرلي_الحراش,16,1613,El Harrach,36.7029,3.12706,exact,dgpc_map,dgpc,"{""dgpc"":""727"",""dgpc_wilaya"":""16""}",UNITE PRINCIPALE,"CW115 ROUTE BARAKI -EL HARRACH, EL HARRACH",023909048/37,023909063/38/40
16-032,وحدة القطاع السويدانية,وحدة القطاع السويدانية,16,1649,Souidania,36.7206,2.89286,exact,dgpc_map,dgpc,"{""dgpc"":""728"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"EL HADHABA ANNEXE APC DE SOUIDANIA, SOUIDANIA",023247301/02,023247301
16-033,وحدة القطاع براقي,وحدة القطاع براقي,16,1614,Baraki,36.673401,3.08653,exact,dgpc_map,dgpc,"{""dgpc"":""729"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"ZONE D'ACTIVITE, BARAKI",023914678,/
16-034,الوحدة الثانوية بولوغين ابن زيري,الوحدة الثانوية بولوغين ابن زيري,16,,Bologhine Ibnou Ziri,36.809101,3.0349,exact,dgpc_map,dgpc,"{""dgpc"":""730"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"176 AVENUE ZIAR ABDELKADER, BOLOGHINE IBN ZIRI",023066907,023066888
16-035,الوحدة الثانوية سيدي موسى,الوحدة الثانوية سيدي موسى,16,1637,Sidi Moussa,36.6101,3.08767,exact,dgpc_map,dgpc,"{""dgpc"":""731"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"CW14 ROUTE SIDI MOUSSA, SIDI MOUSSA",023918462,023918462
16-036,الوحدة الثانوية سيدي يوسف_بوزريعة,الوحدة الثانوية سيدي يوسف_بوزريعة,16,1611,Bouzareah,36.796799,2.98736,exact,dgpc_map,dgpc,"{""dgpc"":""732"",""dgpc_wilaya"":""16""}",UNITE SECONDAIRE,"CW45 SIDI YOUCEF, BOUZAREAH",023193569,023193569
16-037,وحدة القطاع البرج البحري,وحدة القطاع البرج البحري,16,1642,Bordj El Bahri,36.780201,3.23131,exact,dgpc_map,dgpc,"{""dgpc"":""733"",""dgpc_wilaya"":""16""}",UNITE DE SECTEUR,"COUCOU PLAGE, BORDJ EL BAHRI",/,/
