id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,operator,phone,opening_hours,dispensing,address
34-00011,Pharmacie Rouagh,Pharmacie Rouagh,,34,3402,Ras El Oued,35.947555,5.033439,exact,osm_node,osm,"{""osm"":""node/3504143593""}",,,,,
34-00012,Pharmacie Cherrad,Pharmacie Cherrad,,34,3402,Ras El Oued,35.946982,5.030934,exact,osm_node,osm,"{""osm"":""node/3504143594""}",,,,,
34-00013,Pharmacie Rouabeh,Pharmacie Rouabeh,,34,3402,Ras El Oued,35.94544,5.032506,exact,osm_node,osm,"{""osm"":""node/3504143595""}",,,,,
34-00014,Pharmacie Chamkha,Pharmacie Chamkha,,34,3402,Ras El Oued,35.944307,5.032388,exact,osm_node,osm,"{""osm"":""node/3504143596""}",,,,,
34-00015,,,,34,3401,Bordj Bou Arreridj,36.089127,4.76707,exact,osm_node,osm,"{""osm"":""node/3912453654""}",,,,,
34-00016,Pharmacie Zitouni,Pharmacie Zitouni,,34,3401,Bordj Bou Arreridj,36.079752,4.762663,exact,osm_node,osm,"{""osm"":""node/3912453759""}",,,,,
34-00017,,,,34,3401,Bordj Bou Arreridj,36.075529,4.763129,exact,osm_node,osm,"{""osm"":""node/3912453760""}",,,,,
34-00018,Pharmacie Azib,Pharmacie Azib,,34,3401,Bordj Bou Arreridj,36.073616,4.771349,exact,osm_node,osm,"{""osm"":""node/3912453761""}",,,,,
34-00019,,,,34,3401,Bordj Bou Arreridj,36.083086,4.77892,exact,osm_node,osm,"{""osm"":""node/3912453763""}",,,,,
34-00020,,,,34,3401,Bordj Bou Arreridj,36.08328,4.771455,exact,osm_node,osm,"{""osm"":""node/3912453765""}",,,,,
34-00021,,,,34,3432,Ghailasa,35.983349,4.876077,exact,osm_node,osm,"{""osm"":""node/3918297137""}",,,,,
34-00022,,,,34,3401,Bordj Bou Arreridj,36.087874,4.766224,exact,osm_node,osm,"{""osm"":""node/4057877597""}",,,,,
34-00023,,,,34,3401,Bordj Bou Arreridj,36.074477,4.760918,exact,osm_node,osm,"{""osm"":""node/4081901377""}",,,,,
34-00024,بشيم,Pharmacie Bachim,بشيم,34,3407,El Achir,36.063548,4.622737,exact,osm_node,osm,"{""osm"":""node/4108178990""}",,,,,
34-00025,,,,34,3401,Bordj Bou Arreridj,36.078576,4.77316,exact,osm_node,osm,"{""osm"":""node/4165310238""}",,,,,
34-00026,,,,34,3401,Bordj Bou Arreridj,36.077164,4.769807,exact,osm_node,osm,"{""osm"":""node/4165310239""}",,,,,
34-00027,Chemali,Chemali,,34,3413,Medjana,36.130863,4.6756,exact,osm_node,osm,"{""osm"":""node/4185837309""}",,,,,
34-00028,Adjekhiane,Adjekhiane,,34,3407,El Achir,36.063327,4.629327,exact,osm_node,osm,"{""osm"":""node/4207781991""}",,,,,
34-00029,morad,morad,,34,3407,El Achir,36.06377,4.626035,exact,osm_node,osm,"{""osm"":""node/4207928713""}",,,,,
34-00030,,,,34,3407,El Achir,36.06393,4.628226,exact,osm_node,osm,"{""osm"":""node/4209684205""}",,,,,
34-00031,,,,34,3407,El Achir,36.064563,4.625164,exact,osm_node,osm,"{""osm"":""node/4255646691""}",,,,,
34-00032,Pharmacie Merah Hocine,Pharmacie Merah Hocine,,34,3432,Ghailasa,35.980538,4.878274,exact,osm_node,osm,"{""osm"":""node/4306418315""}",,035790781,,,"Indépendance, 34025"
34-00033,حناشي,pharmacie hannachi,حناشي,34,3401,Bordj Bou Arreridj,36.071464,4.751109,exact,osm_node,osm,"{""osm"":""node/4413553492""}",,,,,
34-00034,pharmacie + analyses khoudhri,pharmacie + analyses khoudhri,,34,3401,Bordj Bou Arreridj,36.07613,4.760564,exact,osm_node,osm,"{""osm"":""node/4417993903""}",,,,,
34-00035,,,,34,3401,Bordj Bou Arreridj,36.06839,4.77249,exact,osm_node,osm,"{""osm"":""node/4418042899""}",,,,,
34-00036,,,,34,3401,Bordj Bou Arreridj,36.073819,4.756642,exact,osm_node,osm,"{""osm"":""node/4418062792""}",,,,,
34-00037,,,,34,3401,Bordj Bou Arreridj,36.080171,4.775846,exact,osm_node,osm,"{""osm"":""node/4450637828""}",,,,,
34-00038,Pharmacie Ben Touila,Pharmacie Ben Touila,بن طويلة,34,3405,El M'hir,36.120615,4.372069,exact,osm_node,osm,"{""osm"":""node/4512111244""}",,,,,
34-00039,,,,34,3401,Bordj Bou Arreridj,36.071524,4.75871,exact,osm_node,osm,"{""osm"":""node/4541394498""}",,,,,
34-00040,,,,34,3401,Bordj Bou Arreridj,36.066158,4.772384,exact,osm_node,osm,"{""osm"":""node/4541443898""}",,,,,
34-00041,,,,34,3401,Bordj Bou Arreridj,36.071018,4.762462,exact,osm_node,osm,"{""osm"":""node/4541536390""}",,,,,
34-00042,,,,34,3401,Bordj Bou Arreridj,36.064705,4.74854,exact,osm_node,osm,"{""osm"":""node/4541541589""}",,,,,برج بوعريريج 34000
34-00043,,,,34,3401,Bordj Bou Arreridj,36.066288,4.757578,exact,osm_node,osm,"{""osm"":""node/4541541689""}",,,,,
34-00044,,,,34,3401,Bordj Bou Arreridj,36.067932,4.7601,exact,osm_node,osm,"{""osm"":""node/4561968892""}",,,,,
34-00045,,,,34,3401,Bordj Bou Arreridj,36.078997,4.75656,exact,osm_node,osm,"{""osm"":""node/4595157409""}",,,,,
34-00046,,,,34,3401,Bordj Bou Arreridj,36.06985,4.756744,exact,osm_node,osm,"{""osm"":""node/4595248697""}",,,,,
34-00047,مالك,Benmalek,مالك,34,3401,Bordj Bou Arreridj,36.07513,4.749729,exact,osm_node,osm,"{""osm"":""node/4598061789""}",,,,,
34-00048,صيفي,Pharmacie Saifi,صيفي,34,3401,Bordj Bou Arreridj,36.082999,4.768407,exact,osm_node,osm,"{""osm"":""node/4707547590""}",,035743003,Mo-Su 08:00-21:30,,"79, 34000"
34-00049,,,,34,3401,Bordj Bou Arreridj,36.070833,4.777807,exact,osm_node,osm,"{""osm"":""node/4715920804""}",,,,,
34-00050,,,,34,3401,Bordj Bou Arreridj,36.066752,4.757898,exact,osm_node,osm,"{""osm"":""node/4715920812""}",,,,,
34-00051,,,,34,3401,Bordj Bou Arreridj,36.079203,4.742019,exact,osm_node,osm,"{""osm"":""node/4715920996""}",,,,,
34-00052,,,,34,3401,Bordj Bou Arreridj,36.064572,4.771282,exact,osm_node,osm,"{""osm"":""node/4715921124""}",,,,,
34-00053,,,,34,3401,Bordj Bou Arreridj,36.081389,4.745005,exact,osm_node,osm,"{""osm"":""node/4715921195""}",,,,,
34-00054,,,,34,3401,Bordj Bou Arreridj,36.062581,4.770268,exact,osm_node,osm,"{""osm"":""node/4715921198""}",,,,,
34-00055,Pharmacie Boumekhila,Pharmacie Boumekhila,,34,3401,Bordj Bou Arreridj,36.070851,4.777778,exact,osm_node,osm,"{""osm"":""node/4729207189""}",,,,,Rue X
34-00056,,,,34,3401,Bordj Bou Arreridj,36.077822,4.777094,exact,osm_node,osm,"{""osm"":""node/4740350246""}",,,,,
34-00057,Phoenix pharma,Phoenix pharma,,34,3401,Bordj Bou Arreridj,36.091617,4.721077,exact,osm_node,osm,"{""osm"":""node/4742496724""}",,,,,
34-00058,Pharmacie Belkaaloul,Pharmacie Belkaaloul,,34,3418,Ouled Dahmane,36.3696,4.73444,exact,osm_node,osm,"{""osm"":""node/4764707122""}",,,,,
34-00059,,,,34,3401,Bordj Bou Arreridj,36.070531,4.753894,exact,osm_node,osm,"{""osm"":""node/4774675163""}",,,,,
34-00060,,,,34,3401,Bordj Bou Arreridj,36.067753,4.766732,exact,osm_node,osm,"{""osm"":""node/4788392123""}",,,,,
34-00061,,,,34,3401,Bordj Bou Arreridj,36.065635,4.767438,exact,osm_node,osm,"{""osm"":""node/4800017024""}",,,,,
34-00062,Boudjlel,Boudjlel,,34,3413,Medjana,36.132515,4.673661,exact,osm_node,osm,"{""osm"":""node/4815874423""}",,,,,
34-00063,,,,34,3401,Bordj Bou Arreridj,36.070068,4.774454,exact,osm_node,osm,"{""osm"":""node/4815900227""}",,,,,
34-00064,,,,34,3401,Bordj Bou Arreridj,36.078248,4.767666,exact,osm_node,osm,"{""osm"":""node/4827812630""}",,,,,
34-00065,pharmacie boukabou,pharmacie boukabou,,34,3420,Khelil,36.178067,5.022912,exact,osm_node,osm,"{""osm"":""node/4828385224""}",,,,,
34-00066,pharmacie zouaou,pharmacie zouaou,,34,3412,Belimour,36.039203,4.816706,exact,osm_node,osm,"{""osm"":""node/4828385622""}",,,,,
34-00067,Pharmacie boudiaf,Pharmacie boudiaf,,34,3409,Bordj Ghedir,35.900552,4.901181,exact,osm_node,osm,"{""osm"":""node/4828550722""}",,,,,
34-00068,,,,34,3401,Bordj Bou Arreridj,36.079936,4.764324,exact,osm_node,osm,"{""osm"":""node/4829165925""}",,,,,
34-00069,,,,34,3401,Bordj Bou Arreridj,36.0685,4.772,exact,osm_node,osm,"{""osm"":""node/4829236021""}",,,,,
34-00070,سوفيان,Pharmacie Yaich Sofiane,سوفيان,34,3411,Elhammadia,35.98025,4.731538,exact,osm_node,osm,"{""osm"":""node/4851620123""}",,,,,
34-00071,ليلة,Pharmacie Khaldi,ليلة,34,3430,Ain Tesra,36.0474,5.08145,exact,osm_node,osm,"{""osm"":""node/4851620124""}",,,,,
34-00072,Pharmacien Khesrani,Pharmacien Khesrani,,34,3401,Bordj Bou Arreridj,36.070484,4.753772,exact,osm_node,osm,"{""osm"":""node/4863376121""}",,035732525,,,Boulevard Emir Abdelkader
34-00073,Pharmacie haddad,Pharmacie haddad,,34,3405,El M'hir,36.117519,4.386545,exact,osm_node,osm,"{""osm"":""node/4875849223""}",,,,,
34-00074,Pharmacie Ben Touila,Pharmacie Ben Touila,,34,3405,El M'hir,36.118817,4.377448,exact,osm_node,osm,"{""osm"":""node/4875850021""}",,,,,
34-00075,طباخي عصام,Pharmacie Tabakhy Issam,طباخي عصام,34,3417,Ouled Brahem,35.874015,5.075175,exact,osm_node,osm,"{""osm"":""node/5088241721""}",,,,,
34-00076,Pharmacie Akmoum Nabil,Pharmacie Akmoum Nabil,,34,3401,Bordj Bou Arreridj,36.072123,4.743894,exact,osm_node,osm,"{""osm"":""node/5119201622""}",,,,true,
34-00077,,,,34,3402,Ras El Oued,35.939073,5.037216,exact,osm_node,osm,"{""osm"":""node/5141032531""}",,,,,
34-00078,Pharmacie Belouanas Messaouda,Pharmacie Belouanas Messaouda,,34,3401,Bordj Bou Arreridj,36.077953,4.749803,exact,osm_node,osm,"{""osm"":""node/5265207023""}",,,,true,
34-00079,Pharmacie Oulman,Pharmacie Oulman,أولمان,34,3408,Ain Taghrout,36.131804,5.080677,exact,osm_node,osm,"{""osm"":""node/5536096321""}",,,,,
34-00080,,,,34,3401,Bordj Bou Arreridj,36.071858,4.762039,exact,osm_node,osm,"{""osm"":""node/5695571821""}",,,,,
34-00081,,,,34,3401,Bordj Bou Arreridj,36.062627,4.774047,exact,osm_node,osm,"{""osm"":""node/6166023891""}",,,,,
34-00082,Pharmacie Kessal,Pharmacie Kessal,,34,3401,Bordj Bou Arreridj,36.07401,4.780991,exact,osm_node,osm,"{""osm"":""node/6629387032""}",Abdelatif KESSAL,,,true,"Rue A, Bordj-Bou-Arreridj 34002"
34-00083,Pharmacie Houfaf Fouaz,Pharmacie Houfaf Fouaz,حوفاف فواز,34,3413,Medjana,36.13259,4.668851,approximate,osm_centroid,osm,"{""osm"":""way/1174034385""}",,,,,
34-00084,pharmacie,pharmacie,,34,3420,Khelil,36.177786,5.026646,approximate,osm_centroid,osm,"{""osm"":""way/1187485487""}",,,,,
34-00085,فاروق,Pharmacie Bouzid Farouk,فاروق,34,3408,Ain Taghrout,36.1305,5.075321,approximate,osm_centroid,osm,"{""osm"":""way/1187490842""}",,,,true,
34-00086,Pharmacie Hamma,Pharmacie Hamma,,34,3408,Ain Taghrout,36.129149,5.072052,approximate,osm_centroid,osm,"{""osm"":""way/1187491249""}",,,Mo-Su 08:00-20:00,true,Rue Mohammed Boudiaf 332 lot
34-00087,ماني عمر,pharmacie mani amar,ماني عمر,34,3411,Elhammadia,35.947638,4.685087,approximate,osm_centroid,osm,"{""osm"":""way/1199710777""}",,035719119,Sa-Th 08:00-22:00; Fr 14:00-22:00,,El-euch
34-00088,,,,34,3411,Elhammadia,35.946481,4.685205,approximate,osm_centroid,osm,"{""osm"":""way/1199711199""}",,,,,
34-00089,Pharmacie Ouchen,Pharmacie Ouchen,,34,3401,Bordj Bou Arreridj,36.076515,4.743691,approximate,osm_centroid,osm,"{""osm"":""way/1205341490""}",,,24/7,true,
34-00090,zoghlache,zoghlache,,34,3401,Bordj Bou Arreridj,36.070948,4.75809,approximate,osm_centroid,osm,"{""osm"":""way/1205342049""}",,,,,
35-00001,,,,35,3502,Boudouaou,36.710035,3.395783,exact,osm_node,osm,"{""osm"":""node/10137457217""}",,,,,
35-00002,,,,35,3502,Boudouaou,36.714929,3.396824,exact,osm_node,osm,"{""osm"":""node/10137458717""}",,,,,
35-00003,,,,35,3517,Ouled Moussa,36.707778,3.389794,exact,osm_node,osm,"{""osm"":""node/10137466217""}",,,,,
35-00004,pharmacy صيدلية,,pharmacy صيدلية,35,3518,Larbatache,36.639547,3.365464,exact,osm_node,osm,"{""osm"":""node/10141286389""}",,,,,
35-00005,,,,35,3528,Ouled Hedadj,36.6905,3.359421,exact,osm_node,osm,"{""osm"":""node/10542707809""}",,,,,
35-00006,,,,35,3528,Ouled Hedadj,36.691715,3.359357,exact,osm_node,osm,"{""osm"":""node/10542707909""}",,,,,
35-00007,Pharmacie Amrouche,Pharmacie Amrouche,,35,3513,Chabet El Ameur,36.636718,3.692114,exact,osm_node,osm,"{""osm"":""node/10933248269""}",,,,,
35-00008,,,,35,3517,Ouled Moussa,36.703246,3.382376,exact,osm_node,osm,"{""osm"":""node/11151055205""}",,,,,
35-00009,Pharmacie,Pharmacie,,35,3528,Ouled Hedadj,36.718276,3.372488,exact,osm_node,osm,"{""osm"":""node/11420430869""}",,,,,
35-00010,,,,35,3517,Ouled Moussa,36.686783,3.360735,exact,osm_node,osm,"{""osm"":""node/11443481870""}",,,,,
35-00011,Pharmacie Azouza,Pharmacie Azouza,,35,3515,Timezrit,36.660924,3.743839,exact,osm_node,osm,"{""osm"":""node/11635817589""}",,,,,
35-00012,Pharmacie Kahlouche,Pharmacie Kahlouche,,35,3513,Chabet El Ameur,36.638071,3.691588,exact,osm_node,osm,"{""osm"":""node/11639361550""}",,,,,
35-00013,Pharmacie Aissaoui,Pharmacie Aissaoui,,35,3513,Chabet El Ameur,36.635401,3.693152,exact,osm_node,osm,"{""osm"":""node/11639381222""}",,,,,
35-00014,,,,35,3504,Bordj Menaiel,36.744046,3.71857,exact,osm_node,osm,"{""osm"":""node/11755827369""}",,,,,
35-00015,,,,35,3531,Khemis El Khechna,36.668022,3.355423,exact,osm_node,osm,"{""osm"":""node/11809516469""}",,,,,
35-00016,,,,35,3528,Ouled Hedadj,36.718241,3.365879,exact,osm_node,osm,"{""osm"":""node/12074810472""}",,0561 81 30 55,Sa-Th 08:30-22:00; Fr 09:00-22:00,,
35-00017,pharmacy,pharmacy,الشفاء,35,3517,Ouled Moussa,36.682761,3.367056,exact,osm_node,osm,"{""osm"":""node/12122108303""}",,,,,
35-00018,,,,35,3528,Ouled Hedadj,36.718389,3.350988,exact,osm_node,osm,"{""osm"":""node/12164377022""}",,,,,
35-00019,NOVEMBER FIRST'S PHARMACY,NOVEMBER FIRST'S PHARMACY,أول نوفمبر,35,3517,Ouled Moussa,36.677144,3.362825,exact,osm_node,osm,"{""osm"":""node/13288933701""}",,,,,
35-00020,,,,35,3528,Ouled Hedadj,36.719492,3.35537,exact,osm_node,osm,"{""osm"":""node/13348628001""}",,,,,
35-00021,,,,35,3502,Boudouaou,36.724869,3.410325,exact,osm_node,osm,"{""osm"":""node/13390482502""}",,,,,
35-00022,,,,35,3523,Dellys,36.917387,3.894025,exact,osm_node,osm,"{""osm"":""node/2328393170""}",,,,,
35-00023,,,,35,3523,Dellys,36.917687,3.890904,exact,osm_node,osm,"{""osm"":""node/2352747569""}",,,,,
35-00024,,,,35,3523,Dellys,36.915666,3.879936,exact,osm_node,osm,"{""osm"":""node/2352747726""}",,,,,
35-00025,,,,35,3523,Dellys,36.916186,3.90336,exact,osm_node,osm,"{""osm"":""node/2352749866""}",,,,,
35-00026,Pharmacie Bouchakour Nada,Pharmacie Bouchakour Nada,,35,3523,Dellys,36.913093,3.912302,exact,osm_node,osm,"{""osm"":""node/2352749868""}",,,,true,
35-00027,,,,35,3523,Dellys,36.91456,3.913273,exact,osm_node,osm,"{""osm"":""node/2352749869""}",,,,,
35-00028,,,,35,3517,Ouled Moussa,36.687083,3.362868,exact,osm_node,osm,"{""osm"":""node/2521088096""}",,,,,
35-00029,Pharmacie Ouled Moussa,Pharmacie Ouled Moussa,,35,3517,Ouled Moussa,36.685559,3.364594,exact,osm_node,osm,"{""osm"":""node/2522555791""}",,,,,Ouled Moussa
35-00030,,,,35,3517,Ouled Moussa,36.689068,3.360306,exact,osm_node,osm,"{""osm"":""node/2524325506""}",,,,,
35-00031,,,,35,3517,Ouled Moussa,36.688584,3.363143,exact,osm_node,osm,"{""osm"":""node/2524657188""}",,,,,
35-00032,Tedjlabin,Tedjlabin,,35,3516,Corso,36.752658,3.445438,exact,osm_node,osm,"{""osm"":""node/2529649165""}",,,,,
35-00033,,,,35,3531,Khemis El Khechna,36.64947,3.333392,exact,osm_node,osm,"{""osm"":""node/2738996776""}",,,,,
35-00034,,,,35,3512,Tidjelabine,36.731308,3.49501,exact,osm_node,osm,"{""osm"":""node/2917704474""}",,,,,
35-00035,,,,35,3517,Ouled Moussa,36.67781,3.364301,exact,osm_node,osm,"{""osm"":""node/3198629849""}",,,,,cite 1er novembre
35-00036,Pharmacie Hamzaoui Aziz,Pharmacie Hamzaoui Aziz,حمزاوي عزيز,35,3530,Hammedi,36.681112,3.258638,exact,osm_node,osm,"{""osm"":""node/3253487661""}",,,,,
35-00037,,,,35,3530,Hammedi,36.679981,3.256741,exact,osm_node,osm,"{""osm"":""node/3392707986""}",,,,,
35-00038,,,,35,3517,Ouled Moussa,36.707779,3.394703,exact,osm_node,osm,"{""osm"":""node/3608517887""}",,,,,
35-00039,Pharmacie Takdempt,Pharmacie Takdempt,تكدمبت,35,3523,Dellys,36.906594,3.864145,exact,osm_node,osm,"{""osm"":""node/3938019880""}",,,,,
35-00040,الحاج سبع,Pharmacie Sahnoun,الحاج سبع,35,3502,Boudouaou,36.726822,3.41107,exact,osm_node,osm,"{""osm"":""node/4028882978""}",,,,,بودواو
35-00041,,,,35,3516,Corso,36.754889,3.442047,exact,osm_node,osm,"{""osm"":""node/4147406953""}",,,,,
35-00042,,,,35,3501,Boumerdes,36.763301,3.460909,exact,osm_node,osm,"{""osm"":""node/4217358495""}",,,,,بومرداس
35-00043,Pharmacie CNAS,Pharmacie CNAS,,35,3501,Boumerdes,36.763471,3.459745,exact,osm_node,osm,"{""osm"":""node/4217359092""}",,,,,
35-00044,Pharmacie CRD,Pharmacie CRD,,35,3516,Corso,36.756576,3.474108,exact,osm_node,osm,"{""osm"":""node/4349750995""}",,,,,
35-00045,,,,35,3516,Corso,36.757562,3.455971,exact,osm_node,osm,"{""osm"":""node/4349767193""}",,,,,بومرداس
35-00046,Pharmacie Colline Verte,Pharmacie Colline Verte,,35,3501,Boumerdes,36.763187,3.463162,exact,osm_node,osm,"{""osm"":""node/4349767393""}",,,,,بومرداس
35-00047,Pharmacie Hamiche F.,Pharmacie Hamiche F.,,35,3516,Corso,36.759413,3.459223,exact,osm_node,osm,"{""osm"":""node/4349782493""}",,,,,
35-00048,Pharmacie COOK,Pharmacie COOK,,35,3516,Corso,36.756817,3.47653,exact,osm_node,osm,"{""osm"":""node/4349782494""}",,,,,
35-00049,براهيمي,Pharmacie Brahimi,براهيمي,35,3516,Corso,36.758331,3.457629,exact,osm_node,osm,"{""osm"":""node/4349788891""}",,,,,بومرداس
35-00050,Pharmacie 350 Logements,Pharmacie 350 Logements,,35,3516,Corso,36.761572,3.459724,exact,osm_node,osm,"{""osm"":""node/4349798691""}",,,,,
35-00051,Pharmacie Mad'Or,Pharmacie Mad'Or,,35,3516,Corso,36.755452,3.477042,exact,osm_node,osm,"{""osm"":""node/4349803089""}",,,,,
35-00052,,,,35,3523,Dellys,36.916824,3.896633,exact,osm_node,osm,"{""osm"":""node/4359025605""}",,,,,
35-00053,,,,35,3514,Thenia,36.726598,3.557628,exact,osm_node,osm,"{""osm"":""node/4446681791""}",,,,,
35-00054,,,,35,3514,Thenia,36.72727,3.54643,exact,osm_node,osm,"{""osm"":""node/4446681792""}",,,,,
35-00055,,,,35,3514,Thenia,36.722887,3.558989,exact,osm_node,osm,"{""osm"":""node/4446805389""}",,,,,
35-00056,,,,35,3507,Naciria,36.749725,3.835446,exact,osm_node,osm,"{""osm"":""node/4463315367""}",,,,,
35-00057,Pharmacie 1200 logements,Pharmacie 1200 logements,,35,3516,Corso,36.757365,3.470778,exact,osm_node,osm,"{""osm"":""node/4739855923""}",,,,,
35-00058,ااحاج علي سمير,Pharmacie citè Serhane,ااحاج علي سمير,35,3531,Khemis El Khechna,36.649137,3.335806,exact,osm_node,osm,"{""osm"":""node/4915858621""}",,,,,
35-00059,Cooperative individuel el hadhaba plateau,Pharmacie LAOUBI épouse MAALLEM,,35,3502,Boudouaou,36.736781,3.396631,exact,osm_node,osm,"{""osm"":""node/4942349921""}",,024746796,Sa-Th 08:30-23:00,,
35-00060,Pharmacie 8234,Pharmacie 8234,,35,3525,Beni Amrane,36.667624,3.59391,exact,osm_node,osm,"{""osm"":""node/4995754021""}",,,,true,
35-00061,Pharmacie 4838,Pharmacie 4838,,35,3525,Beni Amrane,36.667528,3.591964,exact,osm_node,osm,"{""osm"":""node/4995754022""}",,,,true,
35-00062,Pharamacie,Pharamacie,,35,3525,Beni Amrane,36.667881,3.589983,exact,osm_node,osm,"{""osm"":""node/4995754023""}",,,,,
35-00063,,,,35,3504,Bordj Menaiel,36.741385,3.719555,exact,osm_node,osm,"{""osm"":""node/5030926322""}",,,,,برج منايل
35-00064,Pharmacie Agli,Pharmacie Agli,عاقلي,35,3516,Corso,36.755563,3.458222,exact,osm_node,osm,"{""osm"":""node/5040718558""}",,'+213551546320,,,
35-00065,Pharmacie Hamoudi,Pharmacie Hamoudi,,35,3516,Corso,36.756639,3.475491,exact,osm_node,osm,"{""osm"":""node/5051529046""}",,,,,
35-00066,آيت جبارة,Pharmacie Ait Djebbara Z.,آيت جبارة,35,3502,Boudouaou,36.725409,3.411795,exact,osm_node,osm,"{""osm"":""node/5058548922""}",,,,,بودواو
35-00067,ملو عجمي,Pharmacie Malou Adjmi,ملو عجمي,35,3502,Boudouaou,36.725164,3.410223,exact,osm_node,osm,"{""osm"":""node/5060909344""}",,,,,بودواو
35-00068,pharmacie de pacerelle,pharmacie de pacerelle,,35,3517,Ouled Moussa,36.681154,3.371723,exact,osm_node,osm,"{""osm"":""node/5351680930""}",,,,,"pacerelle, OULED MOUSSA"
35-00069,Pharmacie 4376,Pharmacie 4376,,35,3508,Djinet,36.87852,3.72057,exact,osm_node,osm,"{""osm"":""node/5873926351""}",,,,true,
35-00070,Pharamacie,Pharamacie,,35,3508,Djinet,36.879372,3.724224,exact,osm_node,osm,"{""osm"":""node/5873932006""}",,,,,
35-00071,المراكشي,Pharmacie Merrakchi,المراكشي,35,3508,Djinet,36.877909,3.718907,exact,osm_node,osm,"{""osm"":""node/6003294381""}",,,,true,
35-00072,,,,35,3516,Corso,36.748672,3.483793,exact,osm_node,osm,"{""osm"":""node/6063495486""}",,,,,
35-00073,,,,35,3516,Corso,36.75031,3.476275,exact,osm_node,osm,"{""osm"":""node/6063496985""}",,,,,
35-00074,Pharmacie Hlaymia,Pharmacie Hlaymia,,35,3502,Boudouaou,36.712528,3.400795,exact,osm_node,osm,"{""osm"":""node/6176548826""}",Mohamed,,,true,
35-00075,,,,35,3528,Ouled Hedadj,36.713302,3.347542,exact,osm_node,osm,"{""osm"":""node/6847886874""}",,,,true,
35-00076,Pharmacie hassen,Pharmacie hassen,,35,3516,Corso,36.756607,3.474056,exact,osm_node,osm,"{""osm"":""node/6898612185""}",,0556306248,,,
35-00077,Pharmacie Haïl Kamel,Pharmacie Haïl Kamel,,35,3532,El Kharrouba,36.653191,3.403984,exact,osm_node,osm,"{""osm"":""node/7176478432""}",,,,true,
35-00078,Pharmacie redha,Pharmacie redha,,35,3516,Corso,36.756549,3.474097,exact,osm_node,osm,"{""osm"":""node/9101913117""}",,,,,
35-00079,,,,35,3508,Djinet,36.896055,3.793519,exact,osm_node,osm,"{""osm"":""node/9914030427""}",,,,,
35-00080,,,,35,3531,Khemis El Khechna,36.651149,3.33102,approximate,osm_centroid,osm,"{""osm"":""way/1171844758""}",,,,,
35-00081,حدو,Pharmacie Haddou,حدو,35,3502,Boudouaou,36.726452,3.408585,approximate,osm_centroid,osm,"{""osm"":""way/1171952331""}",,,,,بودواو
35-00082,Pharmacie Baazizi sid Ahmed,Pharmacie Baazizi sid Ahmed,,35,3523,Dellys,36.911238,3.913197,approximate,osm_centroid,osm,"{""osm"":""way/1172276355""}",,,"PH,Mo-Su 08:00-22:30",true,
35-00083,,,,35,3510,Zemmouri,36.784788,3.605814,approximate,osm_centroid,osm,"{""osm"":""way/1172285906""}",,,,,
35-00084,,,,35,3510,Zemmouri,36.785346,3.559978,approximate,osm_centroid,osm,"{""osm"":""way/1172289795""}",,,,,
35-00085,Pharmacie 0381,Pharmacie 0381,,35,3514,Thenia,36.726329,3.555458,approximate,osm_centroid,osm,"{""osm"":""way/1173633842""}",,,,true,
35-00086,Pharmacie Hadjloum,Pharmacie Hadjloum,,35,3509,Isser,36.718496,3.670367,approximate,osm_centroid,osm,"{""osm"":""way/1175644577""}",,,,,
35-00087,Pharmacie Dahak,Pharmacie Dahak,,35,3504,Bordj Menaiel,36.744523,3.71763,approximate,osm_centroid,osm,"{""osm"":""way/1175652252""}",,,,,
35-00088,,,,35,3504,Bordj Menaiel,36.742863,3.716902,approximate,osm_centroid,osm,"{""osm"":""way/1175652379""}",,,,,برج منايل
35-00089,,,,35,3517,Ouled Moussa,36.682586,3.368628,approximate,osm_centroid,osm,"{""osm"":""way/244979788""}",,,,false,
35-00090,,,,35,3517,Ouled Moussa,36.68443,3.365667,approximate,osm_centroid,osm,"{""osm"":""way/244990496""}",,,,,
36-00001,,,,36,3621,Ain Kerma,36.591639,8.19767,exact,osm_node,osm,"{""osm"":""node/4226563330""}",,,,,
36-00002,,,,36,3610,Berrihane,36.837072,8.12564,exact,osm_node,osm,"{""osm"":""node/4252961291""}",,,,,بريحان
36-00003,Boussebsi,Boussebsi,,36,3609,Souarekh,36.882286,8.56689,exact,osm_node,osm,"{""osm"":""node/4253361701""}",,,,,"أم الطبول, السوارخ"
36-00004,Guedaoura,Guedaoura,,36,3604,Bougous,36.784428,8.380997,exact,osm_node,osm,"{""osm"":""node/4253362492""}",,,,,
36-00005,,,,36,3605,El Kala,36.896579,8.443423,exact,osm_node,osm,"{""osm"":""node/4260590093""}",,,,,القالة
36-00006,,,,36,3605,El Kala,36.896131,8.446129,exact,osm_node,osm,"{""osm"":""node/4260590096""}",,,,,القالة
36-00007,غوافرية إسماعيل,Pharmacie Ghouafria Ismaïl,غوافرية إسماعيل,36,3610,Berrihane,36.844424,8.075152,exact,osm_node,osm,"{""osm"":""node/4269936396""}",غوافرية,,,,"السبع, بريحان"
36-00008,,,,36,3605,El Kala,36.895052,8.44144,exact,osm_node,osm,"{""osm"":""node/4303054391""}",,,,,القالة
