id,name,name_fr,type,type_label,abreviation,code,secteur,commune,wilaya_code,lat,lng,adresse,adresse_fr,telephone,fax,email,site_web,facebook,capacite,capacite_reelle,surface_m2,internat,capacite_internat,vocations,source
110,مدرسة جواد للتكوين والتأهيل المهني عينالبيضاء,Djoued,prive,مؤسسة خاصة معتمدة,مخ أمالبواقي,PLGNJ,prive,عين البيضاء أمالبواقي,04,,,عينالبيضاء,AINBEIDA,0666713347,032688576,djoued_salah@yahoo.fr,,,30,,105.2,false,,,takwin.dz (MFEP)
111,بيرو دوس إنفوكونسولتينج,bureau doss infoconsulting,prive,مؤسسة خاصة معتمدة,,PBI9T,prive,أمالبواقي,04,,,,,,,,,,,,,false,,,takwin.dz (MFEP)
112,ايكومس,ECOMES,prive,مؤسسة خاصة معتمدة,,PRGZQ,prive,أمالبواقي,04,,,,,,,,,,,,,false,,,takwin.dz (MFEP)
113,المؤسسة الخاصةللتكوين المهني مهنالنقل وتوزيع الغازعين مليلة,institut privé de formationprofessionnelle aux métiers du transport et de la distribution dugaz,prive,مؤسسة خاصة معتمدة,,04605,prive,عينمليلة,04,36.05126,6.573954,,,,,,,,,,,false,,,takwin.dz (MFEP)
114,مديرية التكوينو التعليم المهنيينباتنة,DFEPBATNA,dfep,مديرية التكوين والتعليم المهنيين,DFEP BATNABATNA,0500,public,باتنة,05,35.551244,6.169859,الحي الإداريالجديد حي الإخضراربلدية باتنة,Nouvelle Citéadministrative Cité la verdeurBatna,033804449,033804291,dfepbatnaat@mfep.gov.dz,,https://www.facebook.com/100090816660159,,,1747,false,,,takwin.dz (MFEP)
115,المعهد الوطنيالمتخصص في التكوينالمهني باتنة,Institut NationalSpécialisé de Formation ProfessionnelleBATNA,insfp,معهد وطني متخصص في التكوين المهني,INSFP BATNABATNA,0502,public,باتنة,05,35.536979,6.185419,ممرات محمد بوضيافطريق تازولت بلديةباتنة,ALLEEZ MOHAMED BOUDIAF ROUTE DE TAZOULTBATNA,033807289,033807113,insfpbatna@gmail.com,,https://www.facebook.com/107900094882891,600,322,43720,true,120,التبريدالصناعي، تكييفالهواء و ميكانيكالمحركات والآليات,takwin.dz (MFEP)
116,المعهد الوطنيالمتخصص في التكوينالمهني باتنة 02,Institut NationalSpécialisé de Formation Professionnelle BATNA02,insfp,معهد وطني متخصص في التكوين المهني,INSFP BATNA 2BATNA,0512,public,باتنة,05,35.558476,6.159419,طريق الوادي الأزرقكشيدة بلدية باتنة,ROUTE DE RAVIN BLEU KECHIDABATNA,033222034,033222035,insfpbatna2@gmail.com,,www.facebook.com/insfp.Batna02,250,344,21400,true,60,الكهرباء الالكترونيك طاقوية; ميكانيكالمحركاتوالآليات,takwin.dz (MFEP)
117,المعهد الوطنيالمتخصص في التكوينالمهني حملة,Institut NationalSpécialisé de Formation ProfessionnelleHAMLA,insfp,معهد وطني متخصص في التكوين المهني,INSFP HAMLABATNA,0526,public,واديالشعبة,05,35.53486,6.09924,رقم 02 ممرات الشهيدبوزيدي محمد حيحليسي معيوف حملة 03وادي الشعبة بلديةباتنة,N02 ALLES BOUZIDI MOHAMED HAMLA 3 OUED CHAABABATNA,033316679,033316679,insfphamla@gmail.com,,www.facebook.com/profile.php?id=1000890028863091,300,280,21000,true,120,إعلامآلي-الرقمنةالإتصالات و مهنالمياه والبيئة,takwin.dz (MFEP)
118,المعهد الوطنيالمتخصص في التكوينالمهني بريكة,Institut NationalSpécialisé de Formation ProfessionnelleBARIKA,insfp,معهد وطني متخصص في التكوين المهني,INSFP BARIKABATNA,0527,public,بريكة,05,35.36067,5.35685,طريق مدوكال مقابلالمركز الجامعيبريكة,ROUT MEDDOKEL EN FACE DE CENTRE UNIVERSITAIREBARIKA,030100017,0,insfp.barika.my@gmail.com,,www.facebook.com/102694412372843,300,130,20375,true,180,البناء و الأشغالالعمومية,takwin.dz (MFEP)
119,المعهد الوطنيالمتخصص في التكوينالمهني بالمعذر,InstitutNational Spécialisé de Formation Professionnelle ELMADHER,insfp,معهد وطني متخصص في التكوين المهني,CFPA EL MADHERBATNA,05228,public,المعذر,05,35.633902,6.379255,بلدية المعذر,Commune ELMADHER,,,,,,300,,12000,true,120,,takwin.dz (MFEP)
120,معهد التعليمالمهني لباتنة,Institutd'Enseignement ProfessionnelleBATNA,iep,معهد التعليم المهني,IEP BATNABATNA,0540,public,باتنة,05,35.538647,6.157509,نهج 19 جوان حي الشهداءبلدية باتنة,RUE 19 JUIN CITE CHOUHADABATNA,033257930,033257986,iepbatna@gmail.com,,www.facebook.com/iepbatna,300,128,16994,true,60,,takwin.dz (MFEP)
121,مركز التكوينالمهني و التمهينباتنة 01,Centre de Formation Professionnelle et de l'ApprentissageBATNA01,cfpa,مركز التكوين المهني والتمهين,CFPA BATNA 01BATNA,0501,public,باتنة,05,35.547292,6.173412,ممرات صالح نزار حي 05جويلية بلديةباتنة,CITE 5 JUILLET ALLEEZ SALAH NEZARBATNA,033271173,033271174,cfpabatna1@gmail.com,,https://www.facebook.com/100066334012258,450,572,22055,true,240,,takwin.dz (MFEP)
122,مركز التكوينالمهني و التمهينباتنة 03,Centre de Formation Professionnelle et de l'ApprentissageBATNA03,cfpa,مركز التكوين المهني والتمهين,CFPA BATNA 03BATNA,0507,public,باتنة,05,35.539724,6.157662,نهج 19 جوان حي الشهداءبلدية باتنة,RUE 19 JUIN CITE CHOUHADABATNA,033257394,033257980,cfpabatna3@gmail.com,,https://www.facebook.com/cfpa.ahmedhamoud,350,592,13656,false,,,takwin.dz (MFEP)
123,مركز التكوينالمهني و التمهينباتنة إناث,Centre de FormationProfessionnelle et de l'Apprentissage BATNAFEMININ,cfpa,مركز التكوين المهني والتمهين,CFPA BATNA FILLEBATNA,0508,public,باتنة,05,35.551577,6.154034,حي كشيدة مقابل حي 500مسكن بلديةباتنة,CITE KECHIDA EN FACE 500 LOGMENTS BATNA,033291824,033291824,cfpabatnaf@gmail.com,,www.facebook.com/cfpafemini,350,296,24795,true,60,,takwin.dz (MFEP)
124,مركز التكوينالمهني و التمهينتازولت,Centre de Formation Professionnelle et del'ApprentissageTAZOULT,cfpa,مركز التكوين المهني والتمهين,CFPA TAZOULTBATNA,0511,public,تازولت,05,35.4862,6.26299,شارع الشهيد محمدبلحيواني بلديةبلدية تازولتباتنة,RUE EL CHAHID MOHAMED BELHIOUANI TAZOULTBATNA,033221509,033221510,cfpatazoult1@gmail.com,,www.facebook.com/cfpaTazoult05011,250,523,9725,true,60,,takwin.dz (MFEP)
125,مركز التكوينالمهني و التمهينتيمقاد,Centre de Formation Professionnelle et del'ApprentissageTIMGAD,cfpa,مركز التكوين المهني والتمهين,CFPA TIMGADBATNA,0517,public,تيمقاد,05,35.491875,6.462497,حي شيليا بلديةتيمقاد,CITE CHELIATIMGAD,033213025,033213027,cfp.timgad@gmail.com,,www.facebook.com/profile.php?id=100057381794123,250,369,7604,true,60,,takwin.dz (MFEP)
126,مركز التكوينالمهني و التمهينآريس,Centre de Formation Professionnelle et de l'ApprentissageARRIS,cfpa,مركز التكوين المهني والتمهين,CFPA ARRISBATNA,0504,public,أريس,05,35.232869,6.336249,ص برقم 308 المنطقةالصناعية 05200 آريس,BP N 308LA ZONE INDUSTRIELLE 05200ARRRIS,0,0,cfpaarris@gmail.com,,https://www.facebook.com/CFPA.ARRIS/,250,369,40000,true,60,,takwin.dz (MFEP)
127,مركز التكوينالمهني و التمهينمروانة,Centre de Formation Professionnelle et del'ApprentissageMEROUANA,cfpa,مركز التكوين المهني والتمهين,CFPAMEROUANABATNA,0503,public,مروانة,05,35.6333,5.90892,طريق الثانويةالمختلطة بلديةمروانة,ROUTE DE LYCEE MIXTEMEROUANA,033872805,033872805,cfpamerouana@gmail.com,,https://www.facebook.com/1657371604495055/,350,311,48217,true,60,,takwin.dz (MFEP)
128,مركز التكوينالمهني و التمهينسريانة,Centre de Formation Professionnelle et del'ApprentissageSERIANA,cfpa,مركز التكوين المهني والتمهين,CFPA SERIANABATNA,0515,public,سريانة,05,35.68891,6.18679,حيالشهداء بلديةسريانة,CITE CHOHADASERIANA,033265867,033265867,cfpaseriana@gmail.com,,https://www.facebook.com/profile.php?id=100078441504436,250,181,10384,true,60,,takwin.dz (MFEP)
129,مركز التكوين المهنيو التمهين عين جاسر,Centre de Formation Professionnelle et de l'Apprentissage AINDJASSER,cfpa,مركز التكوين المهني والتمهين,CFPA AINDJASERBATNA,0518,public,عينجاسر,05,35.86614,5.99771,الطريق الوطني رقم 75بلدية عين جاسر,ROUTENATIONALLE N° 75 AIN DJASER,033246050,033246051,cfpa.ain.djasser@gmail.com,,www.facebook.com/cfpa.aindjasser.1,250,104,11100,true,60,,takwin.dz (MFEP)
130,مركز التكوينالمهني و التمهينبريكة,Centre de Formation Professionnelle et de l'ApprentissageBARIKA,cfpa,مركز التكوين المهني والتمهين,CFPA BARIKABATNA,0505,public,بريكة,05,35.398873,5.384275,حي النصر-العطعوطةبلدية بريكة,CITE ELNACER-ATAOUTABARIKA,033387720,033387720,cfpbarika@gmail.com,,https://www.facebook.com/cfpabarika05,350,295,26781,true,120,,takwin.dz (MFEP)
131,مركز التكوينالمهني و التمهينعين التوتة,Centre de Formation Professionnelleet de l'Apprentissage AINTOUTA,cfpa,مركز التكوين المهني والتمهين,CFPA AIN TOUTABATNA,0506,public,عينالتوتة,05,35.37156,5.8898,صب 136 حي حمادة طريقمعافة بلدية عينالتوتة,BP N 136 CITE HAMADA ROUTE MEAFA AINTOUTA,033358252,033358328,cfpaaintouta@gmail.com,,https://www.facebook.com/cfpaintouta,300,274,40000,true,60,,takwin.dz (MFEP)
132,مركز التكوينالمهني و التمهيننقاوس,Centre de Formation Professionnelle et de l'ApprentissageN'GAOUS,cfpa,مركز التكوين المهني والتمهين,CFPA N'GAOUSBATNA,0509,public,نقاوس,05,35.54471,5.62921,طريق راس العين بلديةنقاوس,ROUTE DE RAS ELAINEN'GAOUS,033362616,033362637,cfpangaous@gmail.com,,https://www.facebook.com/105441858774254,250,214,22403,true,60,,takwin.dz (MFEP)
133,مركز التكوينالمهني و التمهينرأس العيون,Centre de FormationProfessionnelle et de l'Apprentissage RASELAIOUNE,cfpa,مركز التكوين المهني والتمهين,CFPA RAS ELAIOUNEBATNA,0516,public,رأسالعيون,05,35.6804,5.65353,طريق الرحبات دائرة رأسالعيون ولايةباتنة,ROUTE RAHBAT RAS ELAIOUNE WILAYA DEBATNA,033370776,033370773,cfpa.ras.elaioun@gmail.com,,www.facebook.com/cfparaselaiounpage,250,152,7876,true,60,,takwin.dz (MFEP)
134,مركز التكوينالمهني و التمهينثنية العابد,Centre de FormationProfessionnelle et de l'Apprentissage TENIET ELABED,cfpa,مركز التكوين المهني والتمهين,CFPA THENIET ELABEDBATNA,0513,public,ثنيةالعابد,05,35.258205,6.19928,ثنية العابد,THENIETELABED,033341080,033341392,cfpa.t.elabed@gmail.com,,www.facebook.com/cfpa.teniet.el.abed,250,48,8542,true,60,,takwin.dz (MFEP)
135,مركز التكوينالمهني و التمهينالمعذر,Centre de Formation Professionnelle et del'ApprentissageELMADHER,cfpa,مركز التكوين المهني والتمهين,CFPA ELMADHERBATNA,0510,public,المعذر,05,35.625406,6.364704,حي النسيم دائرةالمعذر ولايةباتنة,Cité El Nassim Daira d'El Madher Wilaya deBatna,033268473,033268473,elmadhercfpa@gmail.com,,https://www.facebook.com/profile.php?id=61559366621279,250,249,22532,true,60,,takwin.dz (MFEP)
136,مركز التكوينالمهني و التمهين فيشمورة,Centre de Formation Professionnelle et de l'ApprentissageCHEMORA,cfpa,مركز التكوين المهني والتمهين,CFPA CHEMORABATNA,0514,public,شمرة,05,,,بجوار مسجد بلال بنرباح بلدية الشمرةباتنة,A COTE DE MOSQUEE BILAL BEN RABAH CHEMORABATNA,033326022,033326464,cfpachemora2020@gmail.com,,www.facebook.com/cfpachemora.cfpachemora,250,578,15571,true,60,,takwin.dz (MFEP)
137,مركز التكوينالمهني و التمهينوادي الماء,Centre de FormationProfessionnelle et de l'Apprentissage OUED ELMA,cfpa,مركز التكوين المهني والتمهين,CFPA OUED EL MABATNA,0519,public,واديالماء,05,35.64088,6.00274,حي الإخوة عالية بلديةوادي الماء دائرةمروانة باتنة,CITE FRERES ALIAOUED EL MA,033339532,033339531,cfpaouedelmaa@gmail.com,,www.facebook.com/profile.php?id=100009524831502,300,162,17850,true,60,,takwin.dz (MFEP)
138,مركز التكوينالمهني و التمهينوادي الطاقة,Centre de FormationProfessionnelle et de l'Apprentissage OUEDTAGA,cfpa,مركز التكوين المهني والتمهين,CFPA OUED TAGGABATNA,0520,public,واديالطاقة,05,35.42927,6.41185,حيالشهيد بوزيزة نصربلدية واديالطاقة,CITE CHAHID BOUZIZA NASSER OUEDTAGGA,033201653,033201099,cfpaouedtagga@gmail.com,,www.facebook.com/ProCFPA,250,190,10097,true,60,,takwin.dz (MFEP)
139,مركز التكوينالمهني و التمهينمنعة,Centre de Formation Professionnelle et de l'ApprentissageMENAA,cfpa,مركز التكوين المهني والتمهين,CFPA MENAABATNA,0521,public,منعة,05,35.177222,6.026195,مالو أزلاف - شالمةبلدية منعة دائرةمنعة,MALOU AZLAF - CHELMA COMMUNE DEMENAA,033346544,033346544,cfpamenaa@gmail.com,,www.facebook.com/Cfpa-Menaa1485357455056329,200,75,4044,false,,,takwin.dz (MFEP)
140,مركز التكوينالمهني و التمهينتالخمت,Centre de Formation Professionnelle et del'ApprentissageTALKHEMT,cfpa,مركز التكوين المهني والتمهين,CFPA TALKHEMPTBATNA,0522,public,تالغمت,05,35.67015,5.78502,حي 248مسكن بلدية تالخمتدائرة راس العيونباتنة,CITE 248 LOGEMENTTALKHEMPT,033334232,033334211,cfpatalkhemt@gmail.com,/,www.facebook.com/cfpatalkhemt/,250,164,8100,true,60,,takwin.dz (MFEP)
141,مركز التكوينالمهني و التمهينحملة,Centre de Formation Professionnelle et de l'ApprentissageHAMLA,cfpa,مركز التكوين المهني والتمهين,CFPA HAMLABATNA,0523,public,واديالشعبة,05,35.53402,6.0981,حملة 03 بلدية واديالشعبة باتنة,HAMLA 3 OUED CHAABABATNA,033316868,033316714,hamlacfpa@gmail.com,,www.facebook.com/107991024325897,300,882,20000,true,60,,takwin.dz (MFEP)
142,مركز التكوينالمهني و التمهينتكوت,Centre de Formation Professionnelle et de l'ApprentissageTKOUT,cfpa,مركز التكوين المهني والتمهين,CFPA T'KOUTBATNA,0524,public,تكوت,05,35.13316,6.28686,لقصر بلدية تكوت,LAKSAR COMMUNE DE T'KOUT,0,0,cfpatkout@gmail.com,,www.facebook.com/Cfpa-tkout-101089818476564/,250,130,21000,true,60,,takwin.dz (MFEP)
143,مركز التكوينالمهني و التمهينإشمول,Centre de Formation Professionnelle et de l'ApprentissageICHEMOUL,cfpa,مركز التكوين المهني والتمهين,CFPA ICHMOULBATNA,0525,public,أشمول,05,35.309107,6.511058,الحي الإداري بلديةإشمول,CITE ADMINSTRATIFICHMOUL,033349292,033349615,cfpaichemoul@gmail.com,,www.facebook.com/CFPAICHEMOUL/,250,156,1826.14,false,,,takwin.dz (MFEP)
144,مركز التكوينالمهني و التمهينبوزينة,Centre de Formation Professionnelle et del'ApprentissageBOUZINA,cfpa,مركز التكوين المهني والتمهين,CFPA BOUZINABATNA,0528,public,بوزينة,05,35.26736,6.09901,حيخبراز- بوزينة,CITE KHEBRAZBOUZINA,0,0,cfpabouzina@gmail.com,,https://www.facebook.com/profile.php?id=100093323800429,250,102,3824.43,false,,,takwin.dz (MFEP)
145,مركز التكوينالمهني و التمهينبأولاد سيسليمان,Centre de Formation Professionnelle et del'Apprentissage Ouled SiSlimane,cfpa,مركز التكوين المهني والتمهين,CFPA Ouled Si SlimaneBATNA,05129,public,أولادسيديسليمان,05,35.610211,5.641961,بلدية أولاد سيسليمان,Commune OULED SISLIMANE,,,,,,250,,11889,true,60,,takwin.dz (MFEP)
146,المؤسسة الخاصةللتكوين المهنيإبسيما,Etablissement privé de formationprofessionnelle_Epsima,prive,مؤسسة خاصة معتمدة,EPFEP EPSIMABATNA,PMGXYe,prive,باتنة,05,35.558917,6.180261,33 حي سيدي هاني ستابلدية باتنة,33RUE SIDI HANI STANDBATNA,033814841,033805464,epsimaepsima@yahoo.fr,/,https://www.facebook.com/106989035538194,400,1035,401.43,false,,•الطوبوغرافيا; •مساح طوبوغرافي; •تركيب وصيانةالألواح الشمسيةالضوئية; • عونمعالجة المسطحات عامل المسابر-; •التوثيق والأرشيف; • تسييرالمخزونات; • عونالتوثيق والأرشيف; • السياحةخيار/ الإنتاجوالتسويق; •السياحة خيار/ وكالةسفر; • التجارةالدولية; •المعلوماتية / خيار:صيانة الأنظمةالمعلوماتية; •مُستغلالمعلوماتية; •البنوك; • تسييرالموارد البشرية; •المحاسبة; • أمينمخزن; • عون العبور والجمركة; • أمينمديرية; • أمينمكتب; •التأمينات; • عاملفيالميكرومعلوماتية; • عون حفظالبيانات; •الفندقة خيار /إستقبال; • إنشاء وصيانة شبكة محلية; •إنشاء مواقع الواب(الثابت و المتنقل); •أكساس; • مشغلالإختباراتالهيدروستاتية; •عون معالجةالمسطحات (عاملالمسابر); •نــــــــــــاقل; • Publisher; • الأمنالصناعي; • مباديءأولية في الإعلامالآلي; • المحيط والـنظافـة; • نظافةأمن وبيئة; • مبادئصيانة الشبكاتالمحلية,takwin.dz (MFEP)
147,المؤسسة الخاصةللتكوين المهنيإيمان,Etablissement privé de formationprofessionnelle_Imene,prive,مؤسسة خاصة معتمدة,EPFEP IMENEBATNA,PMNHY,prive,عينالتوتة,05,35.375129,5.898077,17شارع صالح زيغود حيالأميرعبدالقادر,17Rue salah zighoud cité El Amir Abd ElKader,033355002,033355002,ecole.imene@yahoo.com,imeneschoole.edublogs.org,https://www.facebook.com/Ecole.Imene,100,38,150,false,,•عامل فيالميكرومعلوماتية; • عون حفظالبيانات; • مُستغلالمعلوماتية; •المحاسبة; •الأمانة; • أمينمخزن; •المعلوماتية / خيار :مُطوّر الواب والوسائطالإعلامية; • تسييرالموارد البشرية; •المعلوماتية / خيار:الشبكات و الأنظمةالمعلوماتية; •أمين مديرية; • أمينمكتب; • التسويق; •مساعد في الصحةالحيوانية; • الأمنالصناعي; •المعلوماتية / خيار:قاعدة المعطيات; •المعلوماتية / خيار:صيانة الأنظمةالمعلوماتية; • عونتجاري; • عونالتوثيق والأرشيف; • التوثيقو الأرشيف; • مساعدةالأمومة; • مربيةالأطفال الصغار; •المحاسبة والتسيير; • نظافةأمن وبيئة; •أكساس; • Publisher; • الأمنالصناعي; • مباديءأولية في الإعلامالآلي; • المحيط والـنظافـة; • نظافةأمن وبيئة; •المكرامي; • أمينالصندوق; • قابضالمكس; •المعلوماتية / خيار:برمجة; • الخياطة; •الطرز; • طلاء حروفوزخرفة; • تربيةملكات النحل; •تخييط وتجميعالملابس; • عون فينقل وتفريغ خليةالنحل; • تربيةالنحل; • عامل جمعرسوم المرور; •معالجة النصوص; •تلقينالأنفوغرافياالمستوى1و2; • انشاء,takwin.dz (MFEP)
148,المؤسسة الخاصةللتكوين المهنيهناء و حنين,Etablissement privé deformation professionnelle_Hana etHanine,prive,مؤسسة خاصة معتمدة,EPFEP Hana & HanineBATNA,P4FZJ,prive,واديالشعبة,05,,,حيتامشيط رقم 21 طريقبسكرة باتنة,CITE TAMACHITE N° 21ROUT DE BISKARABATNA,033307071,033307071,hanaethanin06@hotmail.fr,,https://www.facebook.com/hana.hanin05,100,,300,false,,•المعلوماتية / خيار :مُطوّر الواب والوسائطالإعلامية; •مُستغلالمعلوماتية; •البنوك; •التأمينات; • أمينمديرية; •الأمانة; •المحاسبة; •التأمينات; •البنوك; • تلحيمالأنابيب; •التلحيم الصناعي; •إلكترونيكالسيارات; • مراقبةالتلحيم; • قيادة وصيانة آلياتالورشات; • نظافةأمن وبيئة; • المحيطو النظافة; • الامنالصناعي; • صناعةالورق و الورقالمقوى; • تقني فيالأشغالالعمومية; •الكهرباءالمعمارية; • زراعةالاشجار المثمرة; •تربية الحيواناتالصغيرة; • تربيةالنحل; • مربيالحيواناتالصغيرة; • عون فينقل و تفريغ خليةالنحل; • مساعد مشغلآلات الطبعالحريري; • مشغلالآلات الرقمية; •مساعد مشغل آلاتالطبع أوفست; • مربيالمواشي; • مربيالدجاج االحام; •مربي الدجاجالبيوض; • صناعةالحلوياتالغربية; • صناعةالحلوياتالشرقية; • إعدادالأطباقالتقليدية; • إعدادالحلويات; • عون فيإنتاج الخضر; • عونفي إنتاج الفواكه; •عون في إنتاجالنباتات; • عون فيالعناية بالحدائق والمنتزهات; • عاملفي الزراعة; • إنشاءمشتلة للأشجار; •بائع الزهور; • مربيالديك,takwin.dz (MFEP)
149,المؤسسة الخاصةللتكوين المهنيمناراتالريادة,Etablissement privé de formationprofessionnelle_Manarat ElRyada,prive,مؤسسة خاصة معتمدة,EPFEP Manarat El-RyadaBATNA,PGYMC,prive,عينالتوتة,05,35.371841,5.910768,حي 89فيلا A عين التوتة باتنة-,Cité des 89 villas/A-Ain ToutaBatna,033356501,033356501,messaoudsmail@yahoo.fr,,https://www.facebook.com/manaratelryada,110,,303.5,false,,"•عون حفظ البيانات; •مستغلالمعلوماتية; •مدخل للإعلام الألي(power-excel-word- point); • إنشاءوصيانة شبكةمحلية; • تسييرالمخزونات; •التوثيق والأرشيف; •المحاسبة والتسيير; • تسييرالموارد البشرية; •نظافة ، أمن وبيئة; •أمين مخزن; •المحاسبة; •عـامــــــل فيالميكـــرومعلـوماتيـــة; •عامل فيالمكرومعلوماتية1202INT; • مُربية الطفولةالأولى 08; MES; • أمينمخزن 0701; TAG; • عون ادراجالمعلومات 1203; TAG; •المحاسبة 0702 TAG; •الأمانة 0705; TAG; •المحاسبة709; TAG; • تسييرالموارد البشرية0717; TAG; • عون الوقايةوالأمنCIP01Q; •تلقينالاعلام الالي(Word-ExcEl- Power Point )INT01Q; • فوتوشوبTAV02Q; •خياطة و تجميعالملابس; •الخياطة; • خياطةالألبسة الجاهزة; •إنجاز أعمال الطرزعلى الآلة; • صناعةالحلوياتالغربية; • صناعةالحلوياتالشرقية; • صانعالبيتزا; • إعدادالاطباقالتقليدية; • صنعالحلويات (Les entremets); •الأيس كريم ومثلجات; •الشوكولاتة; • صنعمعجنات ، البر يوش والكرواسان; • صنعأنواع مختلفة منالخبز (الخبرالعاد",takwin.dz (MFEP)
150,المؤسسةالخاصة للتكوينالمهنيأرخميدس,Etablissement privé de formationprofessionnelle_Archimède,prive,مؤسسة خاصة معتمدة,EPFEP ARCHIMEDBATNA,PPJQG,prive,تازولت,05,,,رقم 05 حي المجاهدين 800مسكن باتنة,N°05 CITE MOUDJAHIDINE 800LOGEMENTSBATNA,033288164,033288164,formation.pro.archimede@gmail.com,,https://www.facebook.com/profile.php?id=100088902434778,140,54,252,false,,"•نظافة، أمنوالبيئة; • الفندقة /خيار: الإستقبال; •الفندقة / خيار; :خدمات فندقية; •الفندقة / خيار :تسيير وإدارةالفنادق; • السياحة /خيار : وكالةالأسفار; • مشغلالآلة الرقمية; •تلقين أنفوغرافيامستوى 1 و 2; • عونالوقاية والأمن; •تلقين الإعلامالآلي (word, Excel, Power-point); • إنشاءمواقع الواب Webالثابت والمتنقل; •تلقين الصورة; •فوتوشوب; • قصوتجفيف الشعر; • صبغالشعر، إزالةالصبغة وتجعيدالشعر; • حلق الذقنوقص اللحيةوالشوارب; • سائقاستاكار STACKER; • سائقمجرفة هيدروليكية; •سائق آلة الشحن; •سائق ممهداتالطرق; • سائقرافعات الأثقال; •ساق رافعة ذاتيةالدفع; • سائقالجرافة BULLDOZER; • سائقآلات الشحن; • صانعالبيتزا; •شكولاتة; • صانعالحلويات; • صنعمعجنات، البريوشوالكرواسان; • صنعأنواع مختلفة منالخبز",takwin.dz (MFEP)
151,المؤسسةالخاصة للتكوينالمهني الوفاء,Etablissementagréé de formation professionnelle_ELWafaa,prive,مؤسسة خاصة معتمدة,EPFEP EL WAFAABATNA,PMGXY,prive,تازولت,05,35.545537,6.169372,حي 150 مسكن رقم 48 طريقبسكرة باتنة,CITE DES 150 LGTSN°48 ROUTE DE BISKRABATNA,033817527,033854404,ferdiadel2020@gmail.com,,www.Facebook.com/Ecole.Wafa,200,481,450,false,,•مُستغلالمعلوماتية; • عاملفيالميكرومعلوماتية; • معلوماتيةالتسيير; • عون حفظالبيانات; • مُساعدالوسائطالإعلامية; •المعلوماتية / خيار:برمجة; •المعلوماتية / خيار:قاعدة المعطيات; •المعلوماتية / خيار:صيانة الأنظمةالمعلوماتية; •المعلوماتية / خيار :مُطوّر الواب والوسائطالإعلامية; •المعلوماتية / خيار:الشبكات و الأنظمةالمعلوماتية; •إدارة امن شبكةالمعلومات; • إنشاءمواقع الواب (الثابتو المتنقل); • أكساس; •البراي; • مباديءوصيانة الشبكاتالداخلية; • Publisher; • أمينمديرية; • الأمنالصناعي; • مباديءأولية في الإعلامالآلي; • المحيط والـنظافـة; • نظافةأمن وبيئة; • أمينمديرية,takwin.dz (MFEP)
152,المؤسسة الخاصةللتكوين المهنيليناتك,Etablissement privé de formation professionnelleLynatec,prive,مؤسسة خاصة معتمدة,EPFEPLYNATECBATNA,PGLBG,prive,واديالشعبة,05,35.534213,6.12994,حي بحلساس طريق بسكرةبلدية باتنة,CITE BELHASSASSE ROUTE DEBISKRA BATNA,0559475910,033307005,lynatec@gmail.com,www.lynatec.net,https://www.facebook.com/LIDFP,300,34,1350,false,,"•نظافة أمن وبيئة; •المحيط و النظافة; •الامن الصناعي; •تسيير المواردالبشرية; • صناعةالقدور المعدنية; •الكهرباءالصناعية; •الكهرباءالمعمارية; •مراقبة التلحيم; •تلحيم الأنابيب; •تركيب الألواحالشمسية و الضوئية والحرارية; •التلحيم الصناعي; •آلية الضبط; • عاملفي منصب النفط-سابر; • مسير الأشغالالعمومية; • تربيةالدواجن; • تربيةالنحل; • عون فرزالنفايات; • مربيالدجاج االحام; •مربي الدجاجالبيوض; • إنشاءمشتلة للأشجار; •التركيب الصحي والغاز; • التركيبالصحي -رصاص-; • عونحفظ البيانات; •عاملالميكرومعلوماتية; • مدخل للإعلامالآلي (Word, Excel, Power Point); •التدفئةالمركزية; • عونالتوثيق والأرشيف; • زراعةالأشجار المثمرة; •تربية ملكاتالنحل; • حابكالأنابيب; •التلحيم -TIG-و بالقوسالكهربائي; •التلحيم -MIG وMAG-و الشبهالتلقائي; • مساعدالتركيب الصحيالغاز; • مساعد بناءكهربائي; • صانعالبيتزا; • صناعةالحلوياتالغربية; • صناعةالحلوياتالشرقية; • إعدادالأطباقالتقليدية; • إعدادالحلويات; • إعدادالخبز العادي الرغيف السميد",takwin.dz (MFEP)
