id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,type,type_label_fr,type_label_ar,sector,abbreviation,address,phone,fax,slug
17-institut_recherche-01,المحافظة السامية لتطوير السهوب,,المحافظة السامية لتطوير السهوب,17,,,34.67279,3.25,approximate,wilaya_centroid,madr,institut_recherche,Institut technique et de recherche scientifique,معهد تقني ومركز بحث علمي,public,HCDS,,027875304,,hcds
18-centre_formation-01,مركز التكوين الأعوان التقنيين المتخصصين في الغابات جيجل,,مركز التكوين الأعوان التقنيين المتخصصين في الغابات جيجل,18,,,36.82055,5.7667,approximate,wilaya_centroid,madr,centre_formation,Institut et centre de formation,معهد ومركز التكوين,public,CFATSF Jijel,,034584317,,cfatsf-jijel
18-chambre_agriculture-01,Chambre d'Agriculture de Jijel,Chambre d'Agriculture de Jijel,الغرفة الفلاحية لولاية جيجل,18,1801,Jijel,36.82055,5.7667,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,شارع 1 نوفمبر وسط المدينة 18000 جيجل,034471235,034497576,chambre-d-agriculture-de-jijel
18-conservation_forets-01,Conservation des Forêts de Jijel,Conservation des Forêts de Jijel,محافظة الغابات جيجل,18,1801,Jijel,36.82055,5.7667,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طرق قسنطينةن جيجل 18000,034471736,034474627,conservation-des-forets-de-jijel
18-dsa-01,Direction des Services Agricoles de Jijel,Direction des Services Agricoles de Jijel,مديرية المصالح الفلاحية لولاية جيجل,18,,,36.82055,5.7667,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,الحي الإداري أولاد عيسى,034471580,034495980,direction-des-services-agricoles-de-jijel
19-centre_formation-01,المعهد التكنولوجي الفلاحي المتخصص سطيف,,المعهد التكنولوجي الفلاحي المتخصص سطيف,19,,,36.19112,5.4150871,approximate,wilaya_centroid,madr,centre_formation,Institut et centre de formation,معهد ومركز التكوين,public,ITMAS Setif,,036619251,,itmas-setif
19-chambre_agriculture-01,Chambre d'Agriculture de Sétif,Chambre d'Agriculture de Sétif,الغرفة الفلاحية لولاية سطيف,19,1901,Setif,36.19112,5.4150871,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي القلاع عين توبنات 19000 سطيف,036621610,036621629,chambre-d-agriculture-de-setif
19-conservation_forets-01,Conservation des Forêts de Sétif,Conservation des Forêts de Sétif,محافظة الغابات سطيف,19,1901,Setif,36.19112,5.4150871,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,حي عين تبينات سطيف,036621003,036621006,conservation-des-forets-de-setif
19-dsa-01,Direction des Services Agricoles de Sétif,Direction des Services Agricoles de Sétif,مديرية المصالح الفلاحية لولاية سطيف,19,,,36.19112,5.4150871,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي عين تيبينات، 19000,036621019,036621017,direction-des-services-agricoles-de-setif
19-groupe_public-01,مجمع تثمين الانتاج الفلاحي,,مجمع تثمين الانتاج الفلاحي,19,1948,Guellal,36.0353,5.328,approximate,commune_centroid,madr,groupe_public,Complexe / Groupe public,مجمع عمومي,public,Filiale SAGRODEV,ص ب 13 قلال ديار عين اولمان,036589248,036589248,filiale-sagrodev
20-chambre_agriculture-01,Chambre d'Agriculture de Saïda,Chambre d'Agriculture de Saïda,الغرفة الفلاحية لولاية سعيدة,20,2001,Saida,34.833333,0.15,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,طريق تيارت سرسور سعيدة,048410424,048410417,chambre-d-agriculture-de-saida
20-conservation_forets-01,Conservation des Forêts de Saïda,Conservation des Forêts de Saïda,محافظة الغابات سعيدة,20,2001,Saida,34.833333,0.15,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طريق تيارت 20000 ولاية سعيدة,048516584,048410313,conservation-des-forets-de-saida
20-dsa-01,Direction des Services Agricoles de Saïda,Direction des Services Agricoles de Saïda,مديرية المصالح الفلاحية لولاية سعيدة,20,2001,Saida,34.833333,0.15,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي الرياض، سعيدة,048374123,048374121,direction-des-services-agricoles-de-saida
21-chambre_agriculture-01,Chambre d'Agriculture de Skikda,Chambre d'Agriculture de Skikda,الغرفة الفلاحية لولاية سكيكدة,21,2101,Skikda,36.87617,6.9,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,03شالرع مداغي ديدوش مراد 21000 سكيكدة,038752310,038573916,chambre-d-agriculture-de-skikda
21-conservation_forets-01,Conservation des Forêts de Skikda,Conservation des Forêts de Skikda,محافظة الغابات سكيكدة,21,2101,Skikda,36.87617,6.9,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,حي بوعباز، سكيكدة,038754378,038754378,conservation-des-forets-de-skikda
21-dsa-01,Direction des Services Agricoles de Skikda,Direction des Services Agricoles de Skikda,مديرية المصالح الفلاحية لولاية سكيكدة,21,,,36.87617,6.9,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي الإخوة شبل، سكي أوتو ديدوش مراد سابقا، 21000,038751510,038753916,direction-des-services-agricoles-de-skikda
22-chambre_agriculture-01,Chambre d'Agriculture de Sidi Bel Abbès,Chambre d'Agriculture de Sidi Bel Abbès,الغرفة الفلاحية لولاية سيدي بلعباس,22,,,35.2022249,-0.6298922,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,نهج الامير عبد القادر وسط المدينة,048688567,048688568,chambre-d-agriculture-de-sidi-bel-abbes
22-conservation_forets-01,Conservation des Forêts de Sidi Bel Abbès,Conservation des Forêts de Sidi Bel Abbès,محافظة الغابات سيدي بلعباس,22,2201,Sidi Bel-Abbes,35.2022249,-0.6298922,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,رقم 55، طريق قيصر بوزيان، الحي الإداري فتيحة، سيدي بلعباس,048684738,048652358,conservation-des-forets-de-sidi-bel-abbes
22-dsa-01,Direction des Services Agricoles de Sidi Bel Abbès,Direction des Services Agricoles de Sidi Bel Abbès,مديرية المصالح الفلاحية لولاية سيدي بلعباس,22,,,35.2022249,-0.6298922,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,طريق بوخنافيس، المستشفى22000,048769507,048769512,direction-des-services-agricoles-de-sidi-bel-abbes
23-chambre_agriculture-01,Chambre d'Agriculture de Annaba,Chambre d'Agriculture de Annaba,الغرفة الفلاحية لولاية عنابة,23,,,36.9,7.7667,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,ساحة بلوزداد المدينة القديمة,038450000,038450101,chambre-d-agriculture-de-annaba
23-conservation_forets-01,Conservation des Forêts de Annaba,Conservation des Forêts de Annaba,محافظة الغابات عنابة,23,2301,Annaba,36.9,7.7667,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,حي 05 جويلية 1962، عنابة,038423003,038422632,conservation-des-forets-de-annaba
23-dsa-01,Direction des Services Agricoles de Annaba,Direction des Services Agricoles de Annaba,مديرية المصالح الفلاحية لولاية عنابة,23,,,36.9,7.7667,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,ساحة الثورة 23000,038450084,038450079,direction-des-services-agricoles-de-annaba
24-centre_formation-01,المعهد التكنولوجي الفلاحي المتخصص قالمة,,المعهد التكنولوجي الفلاحي المتخصص قالمة,24,,,36.466,7.4206,approximate,wilaya_centroid,madr,centre_formation,Institut et centre de formation,معهد ومركز التكوين,public,ITMAS Guelma,,037111697,,itmas-guelma
24-chambre_agriculture-01,Chambre d'Agriculture de Guelma,Chambre d'Agriculture de Guelma,الغرفة الفلاحية لولاية قالمة,24,,,36.466,7.4206,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي بارا لخضر عقابي,037161421,037161422,chambre-d-agriculture-de-guelma
24-conservation_forets-01,Conservation des Forêts de Guelma,Conservation des Forêts de Guelma,محافظة الغابات قالمة,24,2401,Guelma,36.466,7.4206,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,حي مخنشة عبد اللطيف قالمة,037169931,037145557,conservation-des-forets-de-guelma
24-dsa-01,Direction des Services Agricoles de Guelma,Direction des Services Agricoles de Guelma,مديرية المصالح الفلاحية لولاية قالمة,24,2401,Guelma,36.466,7.4206,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي بارة لخضر عقابي، قالمة,037111291,037111293,direction-des-services-agricoles-de-guelma
25-chambre_agriculture-01,Chambre d'Agriculture de Constantine,Chambre d'Agriculture de Constantine,الغرفة الفلاحية لولاية قسنطينة,25,,,36.365,6.642433,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,ساحة الشهداء وسط المدينة,031872467,031874259,chambre-d-agriculture-de-constantine
25-conservation_forets-01,Conservation des Forêts de Constantine,Conservation des Forêts de Constantine,محافظة الغابات قسنطينة,25,2501,Constantine,36.365,6.642433,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,حي بوصوف، المرحلة الاولى/ قسنطينة,031600863,031604864,conservation-des-forets-de-constantine
25-dsa-01,Direction des Services Agricoles de Constantine,Direction des Services Agricoles de Constantine,مديرية المصالح الفلاحية لولاية قسنطينة,25,,,36.365,6.642433,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,ساحة الشهداء، وسط المدينة 25800,031872804,031873219,direction-des-services-agricoles-de-constantine
26-centre_formation-01,مركز التكوين الأعوان التقنيين المتخصصين في الغابات المدية,,مركز التكوين الأعوان التقنيين المتخصصين في الغابات المدية,26,,,36.2675,2.75,approximate,wilaya_centroid,madr,centre_formation,Institut et centre de formation,معهد ومركز التكوين,public,CFATSF Medea,,025715819,,cfatsf-medea
26-centre_formation-02,مركز التكوين و الإرشاد الفلاحي المدية,,مركز التكوين و الإرشاد الفلاحي المدية,26,,,36.2675,2.75,approximate,wilaya_centroid,madr,centre_formation,Institut et centre de formation,معهد ومركز التكوين,public,CFVA Medea,,025588926,,cfva-medea
26-chambre_agriculture-01,Chambre d'Agriculture de Médéa,Chambre d'Agriculture de Médéa,الغرفة الفلاحية لولاية المدية,26,,,36.2675,2.75,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,شارع مجشكير,025734615,025734613,chambre-d-agriculture-de-medea
26-conservation_forets-01,Conservation des Forêts de Médéa,Conservation des Forêts de Médéa,محافظة الغابات المدية,26,,,36.2675,2.75,approximate,wilaya_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طريق سافادور ألاند، حي المصلى، مدية,025793676,025581463,conservation-des-forets-de-medea
26-dsa-01,Direction des Services Agricoles de Médéa,Direction des Services Agricoles de Médéa,مديرية المصالح الفلاحية لولاية المدية,26,,,36.2675,2.75,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,شارع سلفادور حي المصلى المدية،35000,025793685,025793686,direction-des-services-agricoles-de-medea
27-chambre_agriculture-01,Chambre d'Agriculture de Mostaganem,Chambre d'Agriculture de Mostaganem,الغرفة الفلاحية لولاية مستغانم,27,,,35.9246589,0.09,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,طريق غليزان ، وادي الحدائق ، BP 93,045415105,045415106,chambre-d-agriculture-de-mostaganem
27-conservation_forets-01,Conservation des Forêts de Mostaganem,Conservation des Forêts de Mostaganem,محافظة الغابات مستغانم,27,2701,Mostaganem,35.9246589,0.09,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,01 طريق مزيان مختار 27000، مستغانم,045417468,045417465,conservation-des-forets-de-mostaganem
27-dsa-01,Direction des Services Agricoles de Mostaganem,Direction des Services Agricoles de Mostaganem,مديرية المصالح الفلاحية لولاية مستغانم,27,2701,Mostaganem,35.9246589,0.09,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي وادي الحدائق، 27000، مستغانم,045415111,045415113,direction-des-services-agricoles-de-mostaganem
28-chambre_agriculture-01,Chambre d'Agriculture de M'sila,Chambre d'Agriculture de M'sila,الغرفة الفلاحية لولاية المسيلة,28,,,35.71,4.5472,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي الإدارية,035338390,035551575,chambre-d-agriculture-de-m-sila
28-conservation_forets-01,Conservation des Forêts de M'sila,Conservation des Forêts de M'sila,محافظة الغابات المسيلة,28,,,35.71,4.5472,approximate,wilaya_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طريق مسيلة 28000,035336192,,conservation-des-forets-de-m-sila
28-dsa-01,Direction des Services Agricoles de M'sila,Direction des Services Agricoles de M'sila,مديرية المصالح الفلاحية لولاية المسيلة,28,,,35.71,4.5472,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,الحي الإداري 28000,035350669,035550014,direction-des-services-agricoles-de-m-sila
29-chambre_agriculture-01,Chambre d'Agriculture de Mascara,Chambre d'Agriculture de Mascara,الغرفة الفلاحية لولاية معسكر,29,,,35.4,0.133333,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,شارع مرزوق عمر ساحة فلسطين,045715991,045715933,chambre-d-agriculture-de-mascara
29-conservation_forets-01,Conservation des Forêts de Mascara,Conservation des Forêts de Mascara,محافظة الغابات معسكر,29,2901,Mascara,35.4,0.133333,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طريق المجاهد المتوفي أحمد خثير بلمختار 29000، معسكر,045718834,045719238,conservation-des-forets-de-mascara
29-dsa-01,Direction des Services Agricoles de Mascara,Direction des Services Agricoles de Mascara,مديرية المصالح الفلاحية لولاية معسكر,29,2901,Mascara,35.4,0.133333,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,طريق سيدي سحنون الراسدية طريق تيارت، 29000 معسكر,045711850,045711853,direction-des-services-agricoles-de-mascara
30-centre_formation-01,مركز التكوين و الإرشاد الفلاحي تقرت,,مركز التكوين و الإرشاد الفلاحي تقرت,30,,,31.95,5.3167,approximate,wilaya_centroid,madr,centre_formation,Institut et centre de formation,معهد ومركز التكوين,public,CFVA Touggourt,,029693174,,cfva-touggourt
30-chambre_agriculture-01,Chambre d'Agriculture de Ouargla,Chambre d'Agriculture de Ouargla,الغرفة الفلاحية لولاية ورقلة,30,,,31.95,5.3167,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,,029712906,029712906,chambre-d-agriculture-de-ouargla
30-conservation_forets-01,Conservation des Forêts de Ouargla,Conservation des Forêts de Ouargla,محافظة الغابات ورقلة,30,3001,Ouargla,31.95,5.3167,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,منطقة النشاطاتن 30000، ورقلة,029713942,029713005,conservation-des-forets-de-ouargla
30-dsa-01,Direction des Services Agricoles de Ouargla,Direction des Services Agricoles de Ouargla,مديرية المصالح الفلاحية لولاية ورقلة,30,,,31.95,5.3167,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,نهج القدس،30000،ورقلة,029712274,029713730,direction-des-services-agricoles-de-ouargla
30-institut_recherche-01,محافظة تنمية الزراعة بالمناطق الصحراوية,,محافظة تنمية الزراعة بالمناطق الصحراوية,30,,,31.95,5.3167,approximate,wilaya_centroid,madr,institut_recherche,Institut technique et de recherche scientifique,معهد تقني ومركز بحث علمي,public,CDARS,,029713039,029713689,cdars
31-chambre_agriculture-01,Chambre d'Agriculture de Oran,Chambre d'Agriculture de Oran,الغرفة الفلاحية لولاية وهران,31,3123,Messerghin,35.6455611,-0.7722974,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,شارع محطة مسرغين,040238283,040914541,chambre-d-agriculture-de-oran
31-conservation_forets-01,Conservation des Forêts de Oran,Conservation des Forêts de Oran,محافظة الغابات وهران,31,3101,Oran,35.70833333,-0.6331,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طريق فرانج مارتان، كنستال، وهران,041622062,041622063,conservation-des-forets-de-oran
31-dsa-01,Direction des Services Agricoles de Oran,Direction des Services Agricoles de Oran,مديرية المصالح الفلاحية لولاية وهران,31,3101,Oran,35.70833333,-0.6331,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,02، الاستاذ عابد محمد، بلاطو، وهران,041301011,041301031,direction-des-services-agricoles-de-oran
31-groupe_public-01,مجمع تثمين الانتاج الفلاحي,,مجمع تثمين الانتاج الفلاحي,31,3105,Es Senia,35.6478,-0.6241804,approximate,commune_centroid,madr,groupe_public,Complexe / Groupe public,مجمع عمومي,public,Filiale SAO,شارع شهداء الثورة المنطقة الصناعية السانية,041513783,041513783,filiale-sao
32-chambre_agriculture-01,Chambre d'Agriculture de El Bayadh,Chambre d'Agriculture de El Bayadh,الغرفة الفلاحية لولاية البيض,32,,,33.7216667,1.020278,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,المدباحة المقر السابق,049609824,049609823,chambre-d-agriculture-de-el-bayadh
32-conservation_forets-01,Conservation des Forêts de El Bayadh,Conservation des Forêts de El Bayadh,محافظة الغابات البيض,32,3201,El Bayadh,33.7216667,1.020278,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,"الحي الإداري ص,ب رقم 127 البيض",049613981,049613982,conservation-des-forets-de-el-bayadh
32-dsa-01,Direction des Services Agricoles de El Bayadh,Direction des Services Agricoles de El Bayadh,مديرية المصالح الفلاحية لولاية البيض,32,3201,El Bayadh,33.7216667,1.020278,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,وسط المدينة 32000، البيض,049611395,049611419,direction-des-services-agricoles-de-el-bayadh
33-chambre_agriculture-01,Chambre d'Agriculture de Illizi,Chambre d'Agriculture de Illizi,الغرفة الفلاحية لولاية إليزي,33,,,26.483333,8.483333333,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,62شارع مصطفى بن بولعيد وسط المدينة,029411537,029411537,chambre-d-agriculture-de-illizi
33-conservation_forets-01,Conservation des Forêts de Illizi,Conservation des Forêts de Illizi,محافظة الغابات إليزي,33,,,26.483333,8.483333333,approximate,wilaya_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,الحي الإداري، إليزي,029422087,029404024,conservation-des-forets-de-illizi
33-dsa-01,Direction des Services Agricoles de Illizi,Direction des Services Agricoles de Illizi,مديرية المصالح الفلاحية لولاية إليزي,33,,,26.483333,8.483333333,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,طريق مصطفي بن بولعيد، وسط المدينة، 33000 إليزي,029402861,029402860,direction-des-services-agricoles-de-illizi
34-chambre_agriculture-01,Chambre d'Agriculture de Bordj Bou Arreridj,Chambre d'Agriculture de Bordj Bou Arreridj,الغرفة الفلاحية لولاية برج بوعريريج,34,,,36.0704188,4.766667,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,شارع مباركية سعيد,035748120,035748345,chambre-d-agriculture-de-bordj-bou-arreridj
34-conservation_forets-01,Conservation des Forêts de Bordj Bou Arreridj,Conservation des Forêts de Bordj Bou Arreridj,محافظة الغابات برج بوعريريج,34,,,36.0704188,4.766667,approximate,wilaya_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,17 طريق رماش عيسى الحدائق برج بوعريريج,035733098,035733100,conservation-des-forets-de-bordj-bou-arreridj
34-dsa-01,Direction des Services Agricoles de Bordj Bou Arreridj,Direction des Services Agricoles de Bordj Bou Arreridj,مديرية المصالح الفلاحية لولاية برج بوعريريج,34,,,36.0704188,4.766667,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,شارع هواري بومدينن برج بوعريريج,035733134,035733130,direction-des-services-agricoles-de-bordj-bou-arreridj
35-chambre_agriculture-01,Chambre d'Agriculture de Boumerdès,Chambre d'Agriculture de Boumerdès,الغرفة الفلاحية لولاية بومرداس,35,,,36.766,3.477,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,عمارة11ديسمبر عمارة AGF بناية ANDI الطابق الاول BMR,024914758,024799826,chambre-d-agriculture-de-boumerdes
35-conservation_forets-01,Conservation des Forêts de Boumerdès,Conservation des Forêts de Boumerdès,محافظة الغابات بومرداس,35,3501,Boumerdes,36.766,3.477,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,حي إبن خلدون 1200 مسكن بومرداس,024791342,024811570,conservation-des-forets-de-boumerdes
35-dsa-01,Direction des Services Agricoles de Boumerdès,Direction des Services Agricoles de Boumerdès,مديرية المصالح الفلاحية لولاية بومرداس,35,3501,Boumerdes,36.766,3.477,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,المقر الجديدالكائن بحي البرتقال 35000 بومرداس,024795014,024795014,direction-des-services-agricoles-de-boumerdes
36-chambre_agriculture-01,Chambre d'Agriculture de El Tarf,Chambre d'Agriculture de El Tarf,الغرفة الفلاحية لولاية الطارف,36,,,36.7667186,8.317,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,ساحة 20اوت 56,038300182,038300182,chambre-d-agriculture-de-el-tarf
36-conservation_forets-01,Conservation des Forêts de El Tarf,Conservation des Forêts de El Tarf,محافظة الغابات الطارف,36,3601,El Tarf,36.7667186,8.317,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,الحي الإداري الجديد، طريق الزيتونة، الطارف,046551119,046551119,conservation-des-forets-de-el-tarf
36-dsa-01,Direction des Services Agricoles de El Tarf,Direction des Services Agricoles de El Tarf,مديرية المصالح الفلاحية لولاية الطارف,36,3601,El Tarf,36.7667186,8.317,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي بوحجر، الطارف,038601614,038601613,direction-des-services-agricoles-de-el-tarf
37-chambre_agriculture-01,Chambre d'Agriculture de Tindouf,Chambre d'Agriculture de Tindouf,الغرفة الفلاحية لولاية تندوف,37,3701,Tindouf,27.670556,-8.12724,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي حاسيل عبد الله لطفي تندوف,049387198,,chambre-d-agriculture-de-tindouf
37-conservation_forets-01,Conservation des Forêts de Tindouf,Conservation des Forêts de Tindouf,محافظة الغابات تندوف,37,3701,Tindouf,27.670556,-8.12724,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,"ص,ب رقم 501 تندوف",049379292,049379251,conservation-des-forets-de-tindouf
37-dsa-01,Direction des Services Agricoles de Tindouf,Direction des Services Agricoles de Tindouf,مديرية المصالح الفلاحية لولاية تندوف,37,,,27.670556,-8.12724,approximate,wilaya_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,طريق الثورة، حي قصابي، تندوف، 37000,049922029,049376756,direction-des-services-agricoles-de-tindouf
38-chambre_agriculture-01,Chambre d'Agriculture de Tissemsilt,Chambre d'Agriculture de Tissemsilt,الغرفة الفلاحية لولاية تيسمسيلت,38,3801,Tissemsilt,35.60722,1.8108,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,شارع اول نوفمبر تيسمسيلت,046476918,046574558,chambre-d-agriculture-de-tissemsilt
38-conservation_forets-01,Conservation des Forêts de Tissemsilt,Conservation des Forêts de Tissemsilt,محافظة الغابات تيسمسيلت,38,3801,Tissemsilt,35.60722,1.8108,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,طريق سيدي خليفة، تيسمسيلت,038601023,038601873,conservation-des-forets-de-tissemsilt
38-dsa-01,Direction des Services Agricoles de Tissemsilt,Direction des Services Agricoles de Tissemsilt,مديرية المصالح الفلاحية لولاية تيسمسيلت,38,3801,Tissemsilt,35.60722,1.8108,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,حي عين البرج، تيسمسيلت,046477970,046567209,direction-des-services-agricoles-de-tissemsilt
39-chambre_agriculture-01,Chambre d'Agriculture de El Oued,Chambre d'Agriculture de El Oued,الغرفة الفلاحية لولاية الوادي,39,,,33.36111111,6.8605556,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي طوبة الاصنام قرب قصر العدالة,032115620,032115636,chambre-d-agriculture-de-el-oued
39-conservation_forets-01,Conservation des Forêts de El Oued,Conservation des Forêts de El Oued,محافظة الغابات الوادي,39,3901,El-Oued,33.36111111,6.8605556,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,"ص,ب رقم 127، الوادي",032139431,032139430,conservation-des-forets-de-el-oued
39-dsa-01,Direction des Services Agricoles de El Oued,Direction des Services Agricoles de El Oued,مديرية المصالح الفلاحية لولاية الوادي,39,3901,El-Oued,33.36111111,6.8605556,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,طريق محمد خميستي الوادي,032140083,032140080,direction-des-services-agricoles-de-el-oued
40-chambre_agriculture-01,Chambre d'Agriculture de Khenchela,Chambre d'Agriculture de Khenchela,الغرفة الفلاحية لولاية خنشلة,40,4013,Babar,35.1691777,7.104722,approximate,commune_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,طريق بابار 40000 خنشلة,032324430,032324430,chambre-d-agriculture-de-khenchela
40-conservation_forets-01,Conservation des Forêts de Khenchela,Conservation des Forêts de Khenchela,محافظة الغابات خنشلة,40,4001,Khenchela,35.4358,7.1433,approximate,commune_centroid,madr,conservation_forets,Conservation des Forêts,محافظة الغابات,public,,وادي عبد الله بن أحمد خلاف، خنشلة,032746858,032746745,conservation-des-forets-de-khenchela
40-dsa-01,Direction des Services Agricoles de Khenchela,Direction des Services Agricoles de Khenchela,مديرية المصالح الفلاحية لولاية خنشلة,40,4001,Khenchela,35.4358,7.1433,approximate,commune_centroid,madr,dsa,Direction des Services Agricoles,مديرية المصالح الفلاحية,public,,خنشلة 40000,032746713,032746853,direction-des-services-agricoles-de-khenchela
41-chambre_agriculture-01,Chambre d'Agriculture de Souk Ahras,Chambre d'Agriculture de Souk Ahras,الغرفة الفلاحية لولاية سوق أهراس,41,,,36.286389,7.950833333,approximate,wilaya_centroid,madr,chambre_agriculture,Chambre d'Agriculture,الغرفة الفلاحية,public,,حي 100 مكتب وسط المدينة,037310901,037710015,chambre-d-agriculture-de-souk-ahras
