id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,cycle,cycle_label_fr,cycle_label_ar,kind,kind_label_fr,kind_label_ar,isced_levels,sector,address
06-00122,Aɣerbaz Alemmas n Genduz,Aɣerbaz Alemmas n Genduz,,06,0628,Ait R'zine,36.3725,4.48152,approximate,osm_centroid,osm,"{""osm"":""way/1080151883""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00123,Aɣerbaz alemmas Celbi Muḥend Lmulud,Aɣerbaz alemmas Celbi Muḥend Lmulud,,06,0603,Feraoun,36.545982,4.898985,approximate,osm_centroid,osm,"{""osm"":""way/1128334579""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00124,Cem Mouloud Kasem Nait Belkasem Béjaïa ammriw,Cem Mouloud Kasem Nait Belkasem Béjaïa ammriw,,06,0601,Bejaia,36.752401,5.053082,approximate,osm_centroid,osm,"{""osm"":""way/1172518123""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,"Rue vers Aamriw, 0600"
06-00125,École primaire Ghanem Nacer,École primaire Ghanem Nacer,ابتدائية غانم ناصر,06,0640,El Kseur,36.687562,4.853752,approximate,osm_centroid,osm,"{""osm"":""way/1172541154""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,El Kseur
06-00126,Ecole primaire ouled kheniche nouvelle,Ecole primaire ouled kheniche nouvelle,,06,0631,Taskriout,36.552225,5.248497,approximate,osm_centroid,osm,"{""osm"":""way/1178415110""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,"Ouled Kheniche, Aït-Smail آيت إسماعيل 06080"
06-00127,Ecole primére ouled kheniche anciene,Ecole primére ouled kheniche anciene,,06,0631,Taskriout,36.554423,5.252015,approximate,osm_centroid,osm,"{""osm"":""way/1178420883""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,"Ouled Kheniche, Aït-Smail آيت إسماعيل 06080"
06-00128,CEM Tijounane,CEM Tijounane,المدرسة المتوسطة ثيجونان,06,0629,Chemini,36.572679,4.626308,approximate,osm_centroid,osm,"{""osm"":""way/1186503731""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,Tijounane
06-00129,Benhamouche Md Ouamar,Benhamouche Md Ouamar,مدرسة بن حموش محند واعمر,06,0628,Ait R'zine,36.410175,4.471358,approximate,osm_centroid,osm,"{""osm"":""way/1205624676""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,colonel amirouche ex Riquet
06-00130,,,,06,0651,Oued Ghir,36.732398,4.98143,approximate,osm_centroid,osm,"{""osm"":""way/1340191782""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00131,,,,06,0651,Oued Ghir,36.730762,4.982946,approximate,osm_centroid,osm,"{""osm"":""way/1340273711""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00132,,,,06,0651,Oued Ghir,36.727726,4.984648,approximate,osm_centroid,osm,"{""osm"":""way/1340273715""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00133,,,,06,0637,Bouhamza,36.499401,4.575726,approximate,osm_centroid,osm,"{""osm"":""way/1373087465""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00134,,,,06,0603,Feraoun,36.556827,4.861213,approximate,osm_centroid,osm,"{""osm"":""way/1526842174""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00135,CEM Danielle Mines,CEM Danielle Mines,,06,0625,Akbou,36.461186,4.537539,approximate,osm_centroid,osm,"{""osm"":""way/183352579""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,
06-00136,Lycée Hafsa,Lycée Hafsa,,06,0625,Akbou,36.458907,4.529782,approximate,osm_centroid,osm,"{""osm"":""way/183352584""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,Akbou
06-00137,CEM Mouloud Feraoun,CEM Mouloud Feraoun,,06,0625,Akbou,36.463447,4.535932,approximate,osm_centroid,osm,"{""osm"":""way/183353507""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,
06-00138,Primaire Mouloud Feraoun,Primaire Mouloud Feraoun,,06,0625,Akbou,36.464222,4.53547,approximate,osm_centroid,osm,"{""osm"":""way/183355957""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00139,CEM Abane Ramdane,CEM Abane Ramdane,متوسطة عبان رمضان,06,0625,Akbou,36.449891,4.540806,approximate,osm_centroid,osm,"{""osm"":""way/183846438""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,
06-00140,,,,06,0625,Akbou,36.449618,4.539796,approximate,osm_centroid,osm,"{""osm"":""way/183846441""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00141,Lycée Krim Belkacem,Lycée Krim Belkacem,,06,0625,Akbou,36.450117,4.537082,approximate,osm_centroid,osm,"{""osm"":""way/183846442""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
06-00142,CEM Malek Kaddoum,CEM Malek Kaddoum,,06,0625,Akbou,36.46161,4.528192,approximate,osm_centroid,osm,"{""osm"":""way/184850865""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
06-00143,CEM Youcef Benberkane,CEM Youcef Benberkane,,06,0625,Akbou,36.460169,4.527879,approximate,osm_centroid,osm,"{""osm"":""way/184850866""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
06-00144,CEM du Stade,CEM du Stade,,06,0625,Akbou,36.462018,4.529779,approximate,osm_centroid,osm,"{""osm"":""way/184850869""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
06-00145,Lycée Debbih Cherif,Lycée Debbih Cherif,,06,0625,Akbou,36.45672,4.52795,approximate,osm_centroid,osm,"{""osm"":""way/196110906""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
06-00146,Ecole Primaire,Ecole Primaire,,06,0625,Akbou,36.457118,4.530245,approximate,osm_centroid,osm,"{""osm"":""way/196111920""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00147,Ecole Primaire Ifis Larbi,Ecole Primaire Ifis Larbi,,06,0625,Akbou,36.457726,4.527502,approximate,osm_centroid,osm,"{""osm"":""way/196111922""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00148,Crèche communale,Crèche communale,,06,0625,Akbou,36.462872,4.525275,approximate,osm_centroid,osm,"{""osm"":""way/196121199""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00149,Ecole Primaire Akli Zamouche,Ecole Primaire Akli Zamouche,,06,0625,Akbou,36.460676,4.535178,approximate,osm_centroid,osm,"{""osm"":""way/196123147""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00150,CEM Gherbi Salah,CEM Gherbi Salah,إكمالية الشهيد غربي صالح,06,0630,Souk Oufella,36.606399,4.639204,approximate,osm_centroid,osm,"{""osm"":""way/197081401""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,"CW173, Souk-Oufella 06042"
06-00151,CEM Si Laarbi Touati,CEM Si Laarbi Touati,,06,0615,Ighram,36.484682,4.51096,approximate,osm_centroid,osm,"{""osm"":""way/201169058""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
06-00152,,,,06,0630,Souk Oufella,36.605508,4.637719,approximate,osm_centroid,osm,"{""osm"":""way/233955567""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,Souk-Oufella 06042
06-00153,Ecole primaire des frères Saïghi,Ecole primaire des frères Saïghi,,06,0630,Souk Oufella,36.605665,4.638502,approximate,osm_centroid,osm,"{""osm"":""way/233959478""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Souk-Oufella 06042
06-00154,Ecole primaire de Zountar,Ecole primaire de Zountar,المدرسة الابتدائية زونطار,06,0630,Souk Oufella,36.597162,4.644096,approximate,osm_centroid,osm,"{""osm"":""way/234103090""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,
06-00155,École primaire Harroud Hamou,École primaire Harroud Hamou,,06,0629,Chemini,36.59996,4.626679,approximate,osm_centroid,osm,"{""osm"":""way/238765213""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Souk-Oufella 06042
06-00156,CEM Chahid Belyamine Mohand Tahar,CEM Chahid Belyamine Mohand Tahar,,06,0629,Chemini,36.596232,4.623645,approximate,osm_centroid,osm,"{""osm"":""way/241579706""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
06-00157,Aɣerbaz Alemmas Ɛezzut C.E.M Azzout,Aɣerbaz Alemmas Ɛezzut C.E.M Azzout,المدرسة المتوسطة عزوت,06,0639,Sidi-Aich,36.612757,4.689567,approximate,osm_centroid,osm,"{""osm"":""way/245190209""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,سيدي عيش
06-00158,Ecole Primaire Remila Said Bekhat,Ecole Primaire Remila Said Bekhat,,06,0621,Sidi Ayad,36.626207,4.725151,approximate,osm_centroid,osm,"{""osm"":""way/256746571""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Remila
06-00159,Crèche,Crèche,حضانة,06,0632,Tibane,36.612733,4.651048,approximate,osm_centroid,osm,"{""osm"":""way/261517706""}",prescolaire,Préscolaire / maternelle,روضة / تعليم تحضيري,regular,École ordinaire,مدرسة عادية,,,
06-00160,Lycée Stambouli,Lycée Stambouli,ثانوية سطمبولي,06,0601,Bejaia,36.760964,5.068344,approximate,osm_centroid,osm,"{""osm"":""way/263324592""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
06-00161,,,,06,0626,Seddouk,36.547423,4.6863,approximate,osm_centroid,osm,"{""osm"":""way/264283495""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00162,École Frère Amrane,École Frère Amrane,,06,0601,Bejaia,36.758902,5.074588,approximate,osm_centroid,osm,"{""osm"":""way/297160983""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00163,École Soumari,École Soumari,,06,0601,Bejaia,36.758244,5.074312,approximate,osm_centroid,osm,"{""osm"":""way/297161088""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00164,CEM mixte,CEM mixte,,06,0627,Tazmalt,36.387756,4.401044,approximate,osm_centroid,osm,"{""osm"":""way/299244819""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
06-00165,Lycée FOUDALA,Lycée FOUDALA,,06,0627,Tazmalt,36.385958,4.402027,approximate,osm_centroid,osm,"{""osm"":""way/299246297""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
06-00166,Ecole primaire de Djenane,Ecole primaire de Djenane,المدرسة الابتدائية الجنان,06,0629,Chemini,36.592876,4.610777,approximate,osm_centroid,osm,"{""osm"":""way/304840382""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,public,
06-00167,Lycée,École secondaire,مدرسة ثانوية,06,0637,Bouhamza,36.513665,4.588275,approximate,osm_centroid,osm,"{""osm"":""way/305005313""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,3,,
06-00168,CEM Tijounane,CEM Tijounane,,06,0629,Chemini,36.573319,4.628859,approximate,osm_centroid,osm,"{""osm"":""way/307866879""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,Tijounane
06-00169,Lycée Ouddak Mohand Arab,Lycée Ouddak Mohand Arab,,06,0629,Chemini,36.593374,4.616172,approximate,osm_centroid,osm,"{""osm"":""way/307868998""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,"Tala Ali, Djenane"
06-00170,,,,06,0606,Tamokra,36.392034,4.63294,approximate,osm_centroid,osm,"{""osm"":""way/309420500""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00171,Ecole primaire Frères Ourtilane,Ecole primaire Frères Ourtilane,,06,0625,Akbou,36.455837,4.541357,approximate,osm_centroid,osm,"{""osm"":""way/312965465""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Akbou
06-00172,Lycée Él Hammadia,Lycée Él Hammadia,,06,0601,Bejaia,36.752613,5.05917,approximate,osm_centroid,osm,"{""osm"":""way/320233494""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,"Boulevard de l'ALN, Béjaïa 06000"
06-00173,Targa Ouzmour 1 & 2,Targa Ouzmour 1 & 2,تارقى أوزمور 1 & 2,06,0601,Bejaia,36.751305,5.044787,approximate,osm_centroid,osm,"{""osm"":""way/320239132""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,"تارقى أوزمور, Béjaïa"
06-00174,Ecole primaire,Ecole primaire,,06,0627,Tazmalt,36.374676,4.366682,approximate,osm_centroid,osm,"{""osm"":""way/329966805""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00175,École Mehdid Abdrahamane,École Mehdid Abdrahamane,,06,0627,Tazmalt,36.387542,4.398713,approximate,osm_centroid,osm,"{""osm"":""way/330159843""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Tazmalt
06-00176,École primaire Frères Mazari,École primaire Frères Mazari,,06,0627,Tazmalt,36.389269,4.394206,approximate,osm_centroid,osm,"{""osm"":""way/330443894""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Tazmalt
06-00177,CEM Chahid Aïssani,CEM Chahid Aïssani,,06,0639,Sidi-Aich,36.609092,4.690472,approximate,osm_centroid,osm,"{""osm"":""way/339440114""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,Timzaghra 06005
06-00178,Lycée Taous Amrouche,Lycée Taous Amrouche,ثانوية طاوس عمروش,06,0639,Sidi-Aich,36.609739,4.689334,approximate,osm_centroid,osm,"{""osm"":""way/339440115""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,3,,"CW15, Timzaghra 06005"
06-00179,École des 13 Martyrs,École des 13 Martyrs,مدرسة الـ 13 شهيد,06,0601,Bejaia,36.761691,5.071035,approximate,osm_centroid,osm,"{""osm"":""way/340184654""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00180,Ecole primaire Tayeb Belik Aɣebaz 1U Teyyeb Bellik,Ecole primaire Tayeb Belik Aɣebaz 1U Teyyeb Bellik,مدرسة طيب بليك الابتدائية,06,,Tinebdar,36.62287,4.677221,approximate,osm_centroid,osm,"{""osm"":""way/340417824""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,"1er Novembre, Tinebdar 06037"
06-00181,Technicum des Frères Bouifel,Technicum des Frères Bouifel,,06,0639,Sidi-Aich,36.607946,4.692406,approximate,osm_centroid,osm,"{""osm"":""way/341322160""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,Sidi Aïch 06005
06-00182,C.F.P.A. Sidi Aïch,C.F.P.A. Sidi Aïch,مركز التكوين المهني,06,0639,Sidi-Aich,36.605929,4.692874,approximate,osm_centroid,osm,"{""osm"":""way/341322585""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),formation,Centre de formation,مركز تكوين,,,Sidi Aïch 06005
06-00183,C.E.M. Leflaye Aɣerbaz Alemmas Lɛerbi Imadalen,C.E.M. Leflaye Aɣerbaz Alemmas Lɛerbi Imadalen,المدرسة المتوسطة لفلاي,06,0632,Tibane,36.608581,4.666594,approximate,osm_centroid,osm,"{""osm"":""way/342358274""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
06-00184,Aɣerbaz n warrac imadali,École garçon Imadali,مدرسة إيمادالي البنين,06,0632,Tibane,36.608822,4.667433,approximate,osm_centroid,osm,"{""osm"":""way/342358275""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,
06-00185,Ecole Tighilt,Ecole Tighilt,مدرسة تغلت,06,0632,Tibane,36.619211,4.663905,approximate,osm_centroid,osm,"{""osm"":""way/342358289""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00186,Lycée Mixte,Lycée Mixte,,06,0639,Sidi-Aich,36.608878,4.688357,approximate,osm_centroid,osm,"{""osm"":""way/342804120""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
06-00187,Ecole primaire Kessi Abdeslem,Ecole primaire Kessi Abdeslem,,06,0629,Chemini,36.59161,4.631038,approximate,osm_centroid,osm,"{""osm"":""way/346640304""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,"Tideqqit, Chemini 06022"
06-00188,CEM Takrietz,CEM Takrietz,,06,0630,Souk Oufella,36.580571,4.655424,approximate,osm_centroid,osm,"{""osm"":""way/346992041""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,"N26, Takrietz"
06-00189,Lycée Les Oliviers,Lycée Les Oliviers,مدرسة الزيتون الثانوية,06,0601,Bejaia,36.756092,5.087658,approximate,osm_centroid,osm,"{""osm"":""way/356792767""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,3,,
06-00190,Primaire Igoussimen Mohand Ouali,Primaire Igoussimen Mohand Ouali,,06,0621,Sidi Ayad,36.606419,4.741484,approximate,osm_centroid,osm,"{""osm"":""way/363819770""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00191,Tasenawiṭ n Lala Fatma N'sumer,Lycée Lala Fatma N'Soumer,مدرسة لالة فاطمة نسومر الثانوية,06,0602,Amizour,36.64269,4.902641,approximate,osm_centroid,osm,"{""osm"":""way/368650333""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,"Rue Arezki Laures, Amizour 06300"
06-00192,CEM 800-300,CEM 800-300,المدرسة المتوسطة 800-300,06,0602,Amizour,36.644477,4.907374,approximate,osm_centroid,osm,"{""osm"":""way/368650339""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,Amizour 06300
06-00193,CEM 600-200,CEM 600-200,المدرسة المتوسطة 600-200,06,0602,Amizour,36.643156,4.908498,approximate,osm_centroid,osm,"{""osm"":""way/368650340""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,Amizour 06300
06-00194,CEM Concession,CEM Concession,,06,0601,Bejaia,36.750915,5.061709,approximate,osm_centroid,osm,"{""osm"":""way/369581236""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,"Boulevard de l'ALN, Béjaïa 06000"
06-00195,,,,06,0639,Sidi-Aich,36.61236,4.686424,approximate,osm_centroid,osm,"{""osm"":""way/370857133""}",prescolaire,Préscolaire / maternelle,روضة / تعليم تحضيري,regular,École ordinaire,مدرسة عادية,0,,سيدي عيش
06-00196,,,,06,0639,Sidi-Aich,36.608733,4.687309,approximate,osm_centroid,osm,"{""osm"":""way/370875248""}",prescolaire,Préscolaire / maternelle,روضة / تعليم تحضيري,regular,École ordinaire,مدرسة عادية,,,
06-00197,Ecole primaire d'Adjioun Maatem Mohamed,Ecole primaire d'Adjioun Maatem Mohamed,المدرسة الإبتدا٬ية بأجيون مع معتم محمد,06,0645,Dra El Caid,36.458754,5.205644,approximate,osm_centroid,osm,"{""osm"":""way/377298926""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Adjioun 06074
06-00198,Ecole moyenne d'Adjioun Les Frères Boumaaza,Ecole moyenne d'Adjioun Les Frères Boumaaza,المدرسة المتوسطة بأجيون الإخوة بومعزة,06,0645,Dra El Caid,36.459605,5.204962,approximate,osm_centroid,osm,"{""osm"":""way/377299547""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,Adjioun 06074
06-00199,Ecole Primaire,Ecole Primaire,,06,0612,Smaoun,36.659519,4.821487,approximate,osm_centroid,osm,"{""osm"":""way/377988822""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Tala kharoub (El-kharoub)
06-00200,CEM Allaghane,CEM Allaghane,,06,0628,Ait R'zine,36.398576,4.460472,approximate,osm_centroid,osm,"{""osm"":""way/378001329""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,Allaghane
06-00201,,,,06,0636,Ouzellaguen,36.537574,4.613366,approximate,osm_centroid,osm,"{""osm"":""way/378001332""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00202,Lycée Mixte,Lycée Mixte,مدرسة ثانوية مختلطة,06,0640,El Kseur,36.678567,4.853595,approximate,osm_centroid,osm,"{""osm"":""way/378089397""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,القصر
06-00203,Primaire,Primaire,,06,0640,El Kseur,36.680973,4.85021,approximate,osm_centroid,osm,"{""osm"":""way/378089399""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00204,CEM,École élémentaire,,06,0640,El Kseur,36.676517,4.856305,approximate,osm_centroid,osm,"{""osm"":""way/378093047""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,
06-00205,CEM,École élémentaire,مدرسة متوسطة,06,0640,El Kseur,36.67732,4.857471,approximate,osm_centroid,osm,"{""osm"":""way/378093048""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,القصر
06-00206,Primaire,Primaire,مدرسة ابتدائية,06,0640,El Kseur,36.677843,4.857055,approximate,osm_centroid,osm,"{""osm"":""way/378093050""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,القصر
06-00207,Lycée,Lycée,,06,0640,El Kseur,36.675346,4.845664,approximate,osm_centroid,osm,"{""osm"":""way/378093053""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
06-00208,Primaire,Primaire,,06,0640,El Kseur,36.677605,4.851578,approximate,osm_centroid,osm,"{""osm"":""way/378093878""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,
06-00209,École primaire El-Mokrani,École primaire El-Mokrani,,06,0601,Bejaia,36.751849,5.073214,approximate,osm_centroid,osm,"{""osm"":""way/383124037""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Béjaïa
06-00210,Lycée Anani,Lycée Anani,,06,0601,Bejaia,36.739849,5.047877,approximate,osm_centroid,osm,"{""osm"":""way/384566607""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,
06-00211,École frères Ouzbiha,École frères Ouzbiha,,06,0601,Bejaia,36.759499,5.067291,approximate,osm_centroid,osm,"{""osm"":""way/394570072""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,public,
06-00212,,,,06,0651,Oued Ghir,36.708601,4.983913,approximate,osm_centroid,osm,"{""osm"":""way/394911806""}",autre,École (cycle non précisé),مدرسة (المستوى غير محدّد),regular,École ordinaire,مدرسة عادية,,,
06-00213,Aɣerbaz amenzu Lebbah Mohand Tahar,Aɣerbaz amenzu Lebbah Mohand Tahar,مدرسة لبة مهند طاهر الابتدائية,06,0643,Leflaye,36.605174,4.883681,approximate,osm_centroid,osm,"{""osm"":""way/402200546""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,1,,Amizour 06300
06-00214,CEM Kateb Yacine,CEM Kateb Yacine,مدرسة كاتب ياسين المتوسطة,06,0602,Amizour,36.637757,4.89624,approximate,osm_centroid,osm,"{""osm"":""way/402259763""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,2,,أميزور 06300
06-00215,Ecole Primaire Des Trois Martyrs,Ecole Primaire Des Trois Martyrs,مدرسة الشهداء الثلاثة الابتدائية,06,0602,Amizour,36.639666,4.903137,approximate,osm_centroid,osm,"{""osm"":""way/402461173""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,"Rue Frères Kherraz, Amizour 06300"
06-00216,Ecole Primaire El Mokrani,Ecole Primaire El Mokrani,مدرسة المقرانى الابتدائية,06,0602,Amizour,36.641898,4.902238,approximate,osm_centroid,osm,"{""osm"":""way/402461714""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Amizour 06300
06-00217,École Primaire,École Primaire,,06,0602,Amizour,36.637018,4.902447,approximate,osm_centroid,osm,"{""osm"":""way/402462099""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Amizour 06300
06-00218,CEM Emir Abdelkader,CEM Emir Abdelkader,مدرسة الأمير عبد القادر المتوسطة,06,0602,Amizour,36.642392,4.903598,approximate,osm_centroid,osm,"{""osm"":""way/402787553""}",moyen,Collège d'enseignement moyen (CEM),متوسطة,regular,École ordinaire,مدرسة عادية,,,"Rue Rahmani Hamou, Amizour 06300"
06-00219,Lycée Cheikh Aheddad,Lycée Cheikh Aheddad,,06,0602,Amizour,36.649808,4.907484,approximate,osm_centroid,osm,"{""osm"":""way/403195912""}",secondaire,Lycée,ثانوية,regular,École ordinaire,مدرسة عادية,,,Amizour 06300
06-00220,Lycée Technicum,Lycée Technicum,,06,0601,Bejaia,36.73752,5.054597,approximate,osm_centroid,osm,"{""osm"":""way/403329591""}",prescolaire,Préscolaire / maternelle,روضة / تعليم تحضيري,regular,École ordinaire,مدرسة عادية,,,Béjaïa
06-00221,École Primaire Azzi Mohand Said,École Primaire Azzi Mohand Said,,06,0643,Leflaye,36.611468,4.88484,approximate,osm_centroid,osm,"{""osm"":""way/404457514""}",primaire,École primaire,مدرسة ابتدائية,regular,École ordinaire,مدرسة عادية,,,Amizour 06300
