id,name,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,type,code,address,phone,fax,email,manager,communes
15-08,ALEM TIGZIRT,15,,,36.88921,4.13219,exact,anem,anem,ALEM,1508,Cité 192 LSP Bloc 2-2 RDC Axe Lycée Toumi - Tigzirt,(026) 158 - 492,(026) 158 - 588,alem.tigzirt@anem.dz,KADI KARIM,"BOUDJIMA,IFLISSEN,MAKOUDA,MIZRANA,TIGZIRT"
15-09,ALEM AZZEFOUN,15,,,36.88908,4.42432,exact,anem,anem,ALEM,1509,"Cité 92 Lgts Bloc A1, Local 3,4,5 - Azzefoune Centre",(026) 159 - 135,(026) 159 - 135,alem.azzefoun@anem.dz,BERKANI TOUFIK,"AGHRIB,AIT CHAFFA,AKEROU,AZEFFOUN"
15-10,ALEM DRAA BEN KHEDDA,15,,,36.73064,3.95685,exact,anem,anem,ALEM,1510,Cité AADL “ 162 Logts “ Bt 03 - Draa Ben Khedda,(026) 274 - 038,(026) 274 - 038,alem.draabenkhedda@anem.dz,HASSANI OUIZA,"DRAA BEN KHEDDA,MAATKA,SIDI NAAMANE,SOUK EL THENINE,TADMAIT,TIRMITINE"
16-01,ALEM SIDI M'HAMED,16,,,36.76026,3.0599,exact,anem,anem,ALEM,1601,"88, rue Hassiba BEN BOUALI -Sidi -M’Hamed",(021) 659 - 416/ 656 - 124,(021) 657 - 750,alem.sidimhamed@anem.dz,MESSAR MOUNIA,"ALGER,EL BIAR,EL MADANIA,EL MOURADIA,HYDRA,MOHAMED BELOUIZDAD,SIDI MHAMED"
16-02,ALEM GUE DE CONSTANTINE(ain naadja),16,,,36.7123,3.08481,exact,anem,anem,ALEM,1602,Cité des 416 logements AADL – Bt E - Ain Naadja,(023) 535 - 428,(023) 535 - 428,alem.guedeconstantine@anem.dz,FRIDI Azzeddinel,"BIR KHADEM,BIR MOURAD RAIS,DJISR KSENTINA,SAOULA"
16-03,ALEM BAB EL OUED,16,,,36.80079,3.04883,exact,anem,anem,ALEM,1603,Boulevard capitaine abderahmane mira bt 86 RC EX : Malakoff - bologhine,(021) 960 - 759,(021) 960 - 757,alem.babeloued@anem.dz,CHABI SOUMIA,"BAB EL OUED,BEN AKNOUN,BENI MESSOUS,BOLOGHINE IBN ZIRI,BOUZAREAH,CASBAH,OUED KORICHE,RAIS HAMIDOU"
16-04,ALEM BAB EZZOUAR,16,,,36.7193,3.18763,exact,anem,anem,ALEM,1604,168 Logts ENPI – Ilot 2D Tour 87 – Local 05 - Bab Ezzouar,(023) 838 - 540,(023) 838 - 004,alem.babezzouar@anem.dz,TALEB MERIEM,"BEB EZZOUAR,BORDJ EL BAHRI,BORDJ EL KIFFAN,DAR EL BEIDA"
16-05,ALEM EL HARRACH,16,,,36.72068,3.13865,exact,anem,anem,ALEM,1605,"13, Rue Malika GAID El HarraCH",(021) 832 - 236 / 831 - 742,(021) 822 - 236,alem.elharrach@anem.dz,GUECIS HAYAT,"BOUROUBA,EL HARRACH,MOHAMMADIA,OUED SMAR"
16-06,ALEM HUSSEIN - DEY,16,,,36.74464,3.09402,exact,anem,anem,ALEM,1606,"Cité AADL, hai el badr - bach djerrah",(023) 885 - 048,(023) 885 - 048,alem.husseindey@anem.dz,MESBAHI SOUHILA,"BACH DJERRAH,EL MAGHARIA,HUSSEIN DEY,KOUBA"
16-07,ALEM BIRTOUTA,16,,,36.64538,2.99634,exact,anem,anem,ALEM,,Rue KHEMISSAT Saad - Birtouta,(023) 584 - 346,(023) 584 - 346,alem.birtouta@anem.dz,MELIANI ZOHRA,"BIRTOUTA,OULED CHEBEL,TASSALA EL MERDJA,KHRAISSIA"
16-08,ALEM ROUIBA,16,,,36.73858,3.28895,exact,anem,anem,ALEM,1608,"Cité 75 Lgts EPLF, Locaux 1, 2, 3 et 4 - Rouiba",(023) 863 - 053,(023) 863 - 053,alem.rouiba@anem.dz,BOURAYOU ILHAM,"AIN TAYA,EL MARSA,HARAOUA,REGHAIA,ROUIBA"
16-09,ALEM ZERALDA,16,,,36.71822,2.84822,exact,anem,anem,ALEM,1609,"01, rue 1er Novembre 1954 - Zéralda",(023) 322 - 004,(023) 322-007,alem.zeralda@anem.dz,TABAI MOHAMED,"MAHELMA,RAHMANIA,SOUIDANIA,STAOUELI,ZERALDA"
16-10,ALEM BARAKI(sidi moussa),16,,,36.64567,3.08354,exact,anem,anem,ALEM,1610,Bloc Administratif - Bentalha,(023) 901 - 399,(023) 901 - 399,alem.baraki@anem.dz,DHIEF Amine,"BARAKI,LES EUCALYPTUS,SIDI MOUSSA"
16-11,ALEM CHERAGA,16,,,36.71941,2.95433,exact,anem,anem,ALEM,1612,cité 1730 logts AADL Ouled fayet,(023) 254 - 903,(023) 254 - 903,alem.cheraga@anem.dz,HASSANI SOFIANE,"AIN BENIAN,CHERAGA,DELY BRAHIM,HAMMAMET,OULED FAYET"
16-12,ALEM DRARIA,16,,,36.73447,2.9941,exact,anem,anem,ALEM,,527 logts AADL 6éme tour ElAchour,(021)333- 517,(021)333- 517,alem.draria@anem.dz,ADDOUN MERIEM,"BABA HASSEN,DOUERA,DRARIA,EL ACHOUR"
17-01,ALEM DJELFA,17,,,34.65889,3.26306,exact,anem,anem,ALEM,,Cité 05 juillet -Cite administratif- Djelfa,(027) 936 -641,/,alem.djelfa@anem.dz,BOUHALI MOHAMED,"BENI YAGOUB,CHAREF,DAR CHIOUKH,DJELFA,EL GUEDDID,MLILIHA,MOUADJEBAR,SIDI BAIZID,EL IDRISSIA,AIN EL CHOUHADA,EL DOUIS"
17-02,ALEM AIN OUSSERA,17,,,35.44863,2.90455,exact,anem,anem,ALEM,1702,cité 100/400 Lgts- ES SALEM-Bt83 -Ain Oussera,(027) 803 - 693,(027) 803 - 693,alem.ainoussera@anem.dz,MAILBI Mohamed Merouane,"AIN OUESSARA,GUERNINI"
17-03,ALEM BIRINE,17,,,35.63289,3.22309,exact,anem,anem,ALEM,1703,Place du 1er Novembre 1954 - Birine,(027) 809- 106,(Non renseigné),alem.birine@anem.dz,BOUCHEMAL NABIL,"BENHAR,BIRINE"
17-04,ALEM HASSI BAHBAH,17,,,35.06964,3.02762,exact,anem,anem,ALEM,1704,Cité du marché couvert à Hassi Bahbah,(027) 961 - 390,(Non renseigné),alem.hassibahbah@anem.dz,KRIFIF ALI,"AIN MAABED,HASSI BAHBAH,HASSI EL EUCH,ZAAFRANE"
17-05,ALEM MESSAAD,17,,,34.15352,3.48802,exact,anem,anem,ALEM,1705,Cité Atlas - Messaad,(027) 987 - 123,(027) 987 - 123,alem.messaad@anem.dz,MOULAY OMAR ASSIA,"AMOURA,DELDOUL,FEIDH EL BOTMA,GUETTARA,MESSAAD,OUM LAADHAM,SED RAHAL,SELMANA"
17-06,ALEM AIN EL IBEL,17,,,34.35239,3.21969,exact,anem,anem,ALEM,,Cité Administrative Houari Boumediene A. El Ibel,(027) 883 - 132,(027) 883 - 132,alem.ainelibel@anem.dz,RINOUBA CHEIKH,"AIN EL IBEL,TADMIT,ZEKAR"
17-07,ALEM SIDI LADJEL,17,,,35.43959,2.51662,exact,anem,anem,ALEM,1707,Centre Ville - Sidi Ladjel,(027) 946 - 204,(027) 946 - 204,alem.sidilaadjal@anem.dz,ZOBIRI AISSA,"EL KHEMIS,HASSI FDOUL,SIDI LAADJEL"
17-08,ALEM HAD SAHARY,17,,,35.34348,3.36041,exact,anem,anem,ALEM,1708,Route de Hassi Bahbah - Had Sahary,/,/,alem.hadsahary@anem.dz,NOUARI BACHIR,"AIN FEKKA,BOUIRA LAHDAB,HAD SAHARY"
18-01,ALEM JIJEL,18,,,36.80823,5.7804,exact,anem,anem,ALEM,1801,3 éme Kilomètre – route de Constantine – Jijel,(034) 477-167,(034) 477-167,alem.jijel@anem.dz,MAOUASSA ZAHIA,"BOUDRIA BENI YADJIS,DJIMLA,EL AOUANA,JIJEL,KAOUS,SELMA BEN ZIADA,TEXENNA"
18-02,ALEM EL MILIA,18,,,36.74797,6.27095,exact,anem,anem,ALEM,1802,Bâtiment multiservice Rue du 20 Août 1955 – El Milia,(034) 524 - 619,(034) 524 - 601,alem.elmilia@anem.dz,LEBSIR MOUNIR,"BOURAOUI BELHADEF,CHEBBALA MILAT,DJEMAA BENI HABIBI,EL ANCER,EL MILIA,KIMIR OUED ADJOUL,OULED RABAH,OULED YAHIA KHADROUCHE,SETTARA,SIDI MAAROUF"
18-03,ALEM TAHER,18,,,36.77159,5.89836,exact,anem,anem,ALEM,1803,Rue des Frères Bousdira - Taher,(034) 546-054,(034) 546-474,alem.taher@anem.dz,BOUANANE WIDAD,"BORDJ TAHER,BOUSSIF OULED AKSEUR,CHAHNA,CHEKFA,EL KENNAR NOUCHFI,EMIR ABDELKADER,OUDJANA,SIDI ABDELAZIZ,TAHER"
18-04,ALEM ZIAMA MANSOURIA,18,,,36.66201,5.43951,exact,anem,anem,ALEM,1804,"Cité Amrouche Ali, Boublatene – Ziama Mansouria",(034) 585 - 143,(034) 585 - 029,alem.ziamamansouria@anem.dz,BOUTAOUI MOKHTAR,"ERRAGUENE,ZIAMA MANSOURIA"
19-01,ALEM SETIF,19,,,36.18802,5.43368,exact,anem,anem,ALEM,1901,Cité Administrative - Ain Tebinet - Sétif,(036) 621-823,(036) 621-823,alem.setif@anem.dz,HARKATI RABIE,"AIN ABESSA,AIN ARNAT,BENI FOUDA,EL OURICIA,GUIDJEL,MEZLOUG,OULED SABOR,SETIF"
19-02,ALEM AIN KEBIRA,19,,,36.36629,5.49982,exact,anem,anem,ALEM,1902,Cité Administrative - Ain Kébira,(036) 596 - 571,(036) 596 - 468,alem.ainkebira@anem.dz,SMARA ADEL,"AIN EL KEBIRA,AIN SEBT,AMOUCHA,BABOR,BENI AZIZ,DEHAMCHA,MAAOUIA,OUED EL BARED,OULED ADDOUANE,SERDJ EL GHOUL,TIZI NBECHAR"
19-03,ALEM BOUGAA,19,,,36.33354,5.09119,exact,anem,anem,ALEM,1903,Rue Chinoun Mohamed - Centre culturel -Bougaa,(036) 400 - 401,(036) 400 - 416,alem.bougaa@anem.dz,GHERBI AZOUZ,"AIN LAGRADJ,AIN ROUA,AIT TIZI,BENI CHEBANA,BENI HOCINE,BENI MOUHLI,BENI OUARTILANE,BOUANDAS,BOUGAA,BOUSSELAM,DRAA KEBILA,GUENZET TASSAMEURT,HAMMAM GUERGOUR,HARBIL,MAOUKLANE,MZADA,TALA IFACENE"
19-04,ALEM EL EULMA,19,,,36.15012,5.70201,exact,anem,anem,ALEM,1904,Cité 500 Logts – Tour 07 Thabet Bouzid – El Eulma,(036) 479 - 235,(036) 479 - 407,alem.eleulma@anem.dz,SEDKA FAROUK,"BAZER SAKRA,BEIDHA BORDJ,BELLAA,BIR EL ARCH,DJEMILA,EL EULMA,EL OUELDJA,GUELTA ZERGA,HAMMAM SKHOUNA,TACHOUDA,TAYA,TELLA"
19-05,ALEM AIN AZEL,19,,,35.81596,5.5081,exact,anem,anem,ALEM,1905,Cité lotissement 188 Logements – Ain Azel,(036) 554 - 386,(036) 554 - 659,alem.ainazel@anem.dz,BELHOUT FOUDIL,"AIN AZAL,AIN LAHDJAR,BOUTALEB,HAMMA"
19-06,ALEM AIN OULMANE,19,,,35.92631,5.2911,exact,anem,anem,ALEM,1906,Cité Administrative ex siège de la Daïra - Ain Oulméne,(036) 564 - 380,(036) 564 - 380,alem.ainoulmane@anem.dz,DIAFAT RIADH,"AIN OULMANE,BIR HADDADA,GUELLAL,KSAR EL ABTAL,OULED SIDI AHMED,OULED TEBBEN,ROSFA,SALAH BEY"
20-01,ALEM SAIDA,20,,,34.84,0.15,approximate,anem,anem,ALEM,2001,Cité freres seddik  rue boumedienne doumi saida,(048) 429 - 012,,alem.saida@anem.dz,KHELIFA KADDA,"AIN SOLTANE,DOUI THABET,OULED BRAHIM,OULED KHALED,SAIDA,TIRCINE,YOUB"
20-02,ALEM AIN EL HADJAR,20,,,34.75946,0.1457,exact,anem,anem,ALEM,2002,Rue des Locaux commerciaux Ain El Hadjar,(048) 401-311,(048) 401-311,alem.ainelhadjar@anem.dz,AMEUR MOHAMED ZINE,"AIN EL HADJAR,MOULAY LARBI,SIDI AHMED"
20-03,ALEM SIDI BOUBEKEUR,20,,,35.03,0.05,approximate,anem,anem,ALEM,2003,"06, Rue Fidah Taieb -  Sidi Boubekeur",(048) 504 - 834,(048) 314 - 734,alem.sidiboubekeur@anem.dz,ADEL ABDELKADER,"HOUNET,SIDI AMAR,SIDI BOUBEKEUR"
20-04,ALEM HASSASNA,20,,,34.83,0.14,approximate,anem,anem,ALEM,2004,Rue Emir Abdelkader - Hassasna,(048) 311-118,(048) 311 - 129,alem.hassasna@anem.dz,GOUACEM BENAISSA,"AIN SKHOUNA,EL HASSASNA,MAAMORA"
21-01,ALEM SKIKDA,21,,,36.86544,6.90051,exact,anem,anem,ALEM,2101,cité 492 logts pole administratif houari boumedine skikda,(038) 747 - 223,(038) 747 - 223,alem.skikda@anem.dz,NAKHOUL OUALID,"AIN ZOUIT,BENI BACHIR,BOUCHTATA,EL HADAIEK,FIL FILA,HAMADI KROUMA,RAMDANE DJAMEL,SKIKDA"
21-02,ALEM AZZABA,21,,,36.74484,7.11179,exact,anem,anem,ALEM,2102,Rue du 1er Novembre 1954 - Azzaba,(038) 969 - 620,,alem.azzaba@anem.dz,DJENDLI MERBOUHA,"AIN CHERCHAR,AZZABA,BEKKOUCHE LAKHDAR,BEN AZZOUZ,DJENDEL SAADI MOHAMED,EL GHEDIR,EL MARSA,ES SEBT"
21-03,ALEM COLLO,21,,,37.00118,6.55414,exact,anem,anem,ALEM,2103,"cite 12/44 logts - DIDOUCHE Mourad, bt 02 – COLLO",(038) 909 - 401,(038) 909 - 401,alem.collo@anem.dz,RAMMACHE MOURAD,"BENI ZID,CHERAIA,COLLO,KANOUA,KERKERA,KHENG MAYOUM,OUED ZHOUR,OULED ATTIA,ZITOUNA"
21-04,ALEM EL HARROUCH,21,,,36.6566,6.83537,exact,anem,anem,ALEM,2104,Rue Bachir Boukadoum Cité 130 logts – El Harrouch,(038) 980 - 115,(038) 980 - 115,alem.elharrouch@anem.dz,BENARBIA HOCINE,"AIN BOUZIANE,BENI OULBANE,EL HARROUCH,EMDJEZ EDCHICH,OULED HEBABA,SALAH BOUCHAOUR,SIDI MEZGHICHE,ZERDEZAS"
21-05,ALEM TAMALOUS,21,,,36.87256,6.63241,exact,anem,anem,ALEM,2105,Groupement du service technique de la Daira de Tamalous,038 937-453,(038) 937 - 453,alem.tamalous@anem.dz,MESBAH NADIA,"AIN KECHRA,BIN EL OUIDEN,OULDJA BOULBELLOUT,OUM TOUB,TAMALOUS"
22-01,ALEM SIDI BEL ABBES,22,,,35.20867,-0.61696,exact,anem,anem,ALEM,2201,CPR – Sidi BelAbbés,(048) 714 - 212,(048) 714 - 212,alem.sidibelabbes@anem.dz,BENHAMADI SOFIANE,"AIN EL BERD,AIN THRID,AMARNAS,HASSI DAHO,MAKEDRA,SEHALA THAOURA,SIDI BEL ABBES,SIDI BRAHIM,SIDI HAMADOUCHE,SIDI KHALED,SIDI LAHCENE,SIDI YACOUB,TENIRA,TESSALA,ZEROUALA"
22-02,ALEM BEN BADIS,22,,,34.95141,-0.91334,exact,anem,anem,ALEM,2202,Cité Aissat Idir – Ben Badis,(048) 739 - 975,(048) 739 - 973,alem.benbadis@anem.dz,KHERADJI YOUCEF,"AIN KADA,BEDRABINE EL MOKRANI,BEN BADIS,BOUKANEFIS,CHETOUANE BELAILA,HASSI ZAHANA,LAMTAR,SIDI ALI BENYOUB,SIDI ALI BOUSSIDI,SIDI DAHO,TABIA"
22-03,ALEM SFISEF,22,,,35.23606,-0.23445,exact,anem,anem,ALEM,2203,cité chahid nouariben abdellah- Sfisef,(048) 795 - 853,(048) 795 - 851,alem.sfisef@anem.dz,KHADEM TARIK,"AIN ADDEN,BELARBI,BOUDJEBAA EL BORDJ,MCID,MOSTEFA BEN BRAHIM,OUED SEFIOUN,SFISEF,TILMOUNI"
22-04,ALEM TELAGH,22,,,34.78667,-0.56792,exact,anem,anem,ALEM,2204,cite chahid nasri bekharradj telagh,(048) 787 - 142,(048) 787 - 143,alem.telagh@anem.dz,HAKMI ABDELKADER,"AIN TINDAMINE,BENACHIBA CHELIA,BIR EL HMAM,DHAYA,EL HACAIBA,MARHOUM,MERINE,MEZAOUROU,MOULAY SLISSEN,OUED SBAA,OUED TAOURIRA,RAS EL MA,REDJEM DEMMOUCHE,SIDI CHAIB,TAFISSOUR,TAOUDMOUT,TEGHALIMET,TELAGH"
23-01,ALEM ANNABA,23,,,36.90236,7.75519,exact,anem,anem,ALEM,2301,"07, Rue Necib Arifa - Annaba",(038) 866 - 738 /405 - 827,(038) 405-631,alem.annaba@anem.dz,MESSAOUDI Née OUANDADJI Fatiha,ANNABA
23-02,ALEM ANNABA 2,23,,,36.88183,7.71471,exact,anem,anem,ALEM,2302,Cité Sidi Achour AADL  bloc w 41 Annaba,(038) 478 - 893,(038) 478 - 864,alem.annaba2@anem.dz,NASRI EL HOCINE,"ANNABA,SERAIDI"
23-03,ALEM EL BOUNI,23,,,36.85305,7.74532,exact,anem,anem,ALEM,2303,Cité des 850 logts n°64 RDC - El Bouni,(038) 525 - 889,(038) 569 - 493,alem.elbouni@anem.dz,BOUZERNA RAOUF,EL BOUNI
23-04,ALEM EL HADJAR,23,,,36.80122,7.73297,exact,anem,anem,ALEM,2304,Cité du 20 Aout 1956 BT 43 et 44  El Hadjar,(038) 893 - 476 /815 - 830,(038) 891 - 282,alem.elhadjar@anem.dz,DAHDOUH KARIMA,"AIN BERDA,CHEURFA,EL HADJAR,EULMA,SIDI AMER"
23-05,ALEM BERRAHAL,23,,,36.83662,7.4526,exact,anem,anem,ALEM,2305,Cité Bahloul Abdelmadjid - Bérrahal,(038) 878 - 111,(038) 457 - 143,alem.berrahal@anem.dz,DEHANE MOHAMMED CHERIF,"BERRAHEL,CHETAIBI,OUED EL ANEB,TREAT"
24-01,ALEM GUELMA,24,,,36.47305,7.4251,exact,anem,anem,ALEM,2401,Rue Medjadli Hocine - Guelma,(037) 144 - 038,(037) 144 - 206,alem.guelma@anem.dz,AMAIRIA TAYEB,"AIN LARBI,BELKHEIR,BENDJERRAH,BOUATI MAHMOUD,BOUMAHRA AHMED,DJEBALLAH KHEMISSI,EL FEDJOUDJ,GUELAAT BOUSBAA,GUELMA,HAMMAM DEBAGH,HELIOPOLIS,HOUARI BOUMEDIENE,KHEZARA,MEDJEZ AMAR,NECHMAYA,ROKNIA"
24-02,ALEM BOUCHEGOUF,24,,,36.47044,7.72835,exact,anem,anem,ALEM,2402,Cité 61 logts - Bouchegouf,(037) 126 - 197,(037) 126 - 197,alem.bouchegouf@anem.dz,BENHAMIDA WASSILA,"AIN BEN BEIDA,BOUCHEGOUF,MEDJEZ SFA,OUED FRAGHA"
24-03,ALEM OUED ZENATI,24,,,36.32007,7.16845,exact,anem,anem,ALEM,2403,Cité Ahmed Bouchama - Oued Zénati,(037) 188 - 228,(037) 188 - 228,alem.ouedzenati@anem.dz,MERIDI ABDELKRIM,"AIN MAKHLOUF,AIN REGGADA,BORDJ SABATH,BOUHAMDANE,OUED ZENATI,RAS EL AGBA,SELIAOUA ANNOUNA,TAMLOUKA"
24-04,ALEM HAMMAM N'BAIL,24,,,36.32444,7.64057,exact,anem,anem,ALEM,2404,Rue de l’ALN - Hammam N’Bail,(037) 221 - 205,(037) 221 - 205,alem.hammamnbail@anem.dz,NAFAA Kheireddine,"AIN SANDEL,BENI MEZLINE,BOUHACHANA,DAHOUARA,HAMMAM NBAIL,OUED CHEHAM"
25-01,ALEM CONSTANTINE,25,,,36.33662,6.59031,exact,anem,anem,ALEM,2501,siege de l  apc du 05 juillet 1962  constantine,(031) 616 - 726,(031) 616 - 726,alem.constantine@anem.dz,ABED MAHIEDDINE,"AIN SMARA,CONSTANTINE"
25-02,ALEM EL KHROUB,25,,,36.26191,6.70282,exact,anem,anem,ALEM,2502,Cité 1660 logts -  Ex siège ORVE – El Khroub,(031) 761 - 356,(031) 761 - 307,alem.elkhroub@anem.dz,MEHDIOUI SALAH,"EL KHROUB,OULED RAHMOUN"
25-03,ALEM HAMMA BOUZIANE,25,,,36.42704,6.6032,exact,anem,anem,ALEM,2503,Siège de la Daïra - Hamma Bouziane,(031) 841 - 414,(031) 841 - 214,alem.hammabouziane@anem.dz,HAGUIB AZIZ,"DIDOUCHE MOURAD,HAMMA BOUZIANE,IBN ZIAD,MESAOUD BOUDJERIOU"
25-04,ALEM SIDI MABROUK,25,,,36.35778,6.63898,exact,anem,anem,ALEM,2504,siège de l’APC de Diksi – Sidi Mabrouk,(031) 732 - 344,(031) 732 - 340,alem.sidimabrouk@anem.dz,DRICI LYNDA,CONSTANTINE
25-05,ALEM ALI MENDJELI,25,,,36.25797,6.57986,exact,anem,anem,ALEM,2505,Cité Administrative – Ali Mendjeli,(031)  780 - 500,(031) 780 - 839,alem.alimendjeli@anem.dz,BOULKRINAT CHOAAYB,EL KHROUB
25-06,ALEM ZIGHOUT YOUCEF,25,,,36.53853,6.71697,exact,anem,anem,ALEM,2506,Cité Bouderssa Allaoua- Bt CNEP Zighoud Youcef,(031)  910 - 052,(031) 917 - 254,alem.zighoutyoucef@anem.dz,BELBEHRI Mohamed,"BENI HAMIDENE,ZIGHOUD YOUCEF"
25-07,ALEM AIN ABID,25,,,36.229,6.94666,exact,anem,anem,ALEM,2507,Centre culturel  Ali Tebib - Ain Abid,(031) 817 - 462,(031) 817 - 846,alem.ainabid@anem.dz,ZERROUK SOREYA,"AIN ABID,BEN BADIS"
26-01,ALEM MEDEA,26,,,36.26062,2.75469,exact,anem,anem,ALEM,2601,Quartier Ain Kebir - MEDEA,(025) 593 - 737,(025) 593 - 779,alem.medea@anem.dz,DENIDNI FARES,"BEN CHICAO,BOUAICHOUNE,DRAA ESSMAR,EL HAMDANIA,HANNACHA,MEDEA,OUAMRI,OUED HARBIL,OULED BOUACHRA,OUZERA,SI MAHDJOUB,TAMESGUIDA,TIZI MAHDI"
26-02,ALEM KSAR EL BOUKHARI,26,,,35.88379,2.74946,exact,anem,anem,ALEM,,Boulevard Mohamed Khemisti – Ksar El Boukhari,(025) 692 - 296,(025) 692 - 217,alem.ksarelboukhari@anem.dz,HATTABI MENOUAR,"KSAR EL BOUKHARI,OULED ANTAR,OULED HALLAL,OUM ELDJLIL, BOUGHARA,SANEG,M’FATHA,MOUDJBER,DERRAG,AZIZ"
26-03,ALEM BERROUAGHIA,26,,,36.13294,2.91577,exact,anem,anem,ALEM,,Cité 483 Bâtiment 408 N° 01- Berrouaghia,(025) 776 - 521,(025) 776 - 471,alem.berrouaghia@anem.dz,BEN ROKIA MOUSSA,"BERROUAGHIA,OUED DIED,REBIAA,SEGHOUANE,ZOUBIRIA,TLET DOUAIR,OMARIA,OULED BRAHIM,BAATA,SIDI NAAMANE"
26-04,ALEM TABLAT,26,,,36.41208,3.30971,exact,anem,anem,ALEM,,Rue Sellali Ali et ses fils - Tablât,(025) 711 - 783,(025) 711 - 758,alem.tablat@anem.dz,NOUARI HAMID,"TABLAT,MEZGHENA,DEUX BASSINS,AISSAOUIA,AZZIZIA,MIHOUB,MEGHRAOUA"
26-05,ALEM BOUGHEZOUL,26,,,35.70472,2.84233,exact,anem,anem,ALEM,,Carrefour quatre chemins - ex siège APC - Boughezoul,(025) 705 - 010,(025) 705 - 130,alem.boughezoul@anem.dz,MEGAGUE MAAMAR,"BOUGHEZOUL,CHAHBOUNIA,BOUAICHE"
26-06,ALEM BENI SLIMANE,26,,,36.23132,3.30667,exact,anem,anem,ALEM,,Hai Zitoune –Centre ville –Béni Slimanee,(025) 715 - 397,(025) 715 - 396,alem.benslimane@anem.dz,ABDENBI REBIHA,"BENI SLIMANE,BOUCHRAHIL,SIDI ERRABIE,SOUAGUI,DJOUAB,BOUSKENE ,KHEMS DJOUAMAA,GUELB EL KEBIR,SEDRAIA,BIR BEN ABED"
26-07,ALEM CHELLALET LAADHAOURA,26,,,35.93795,3.42916,exact,anem,anem,ALEM,,Nouveau pole urbain – Chellalet Laadhaoura,(040) 560 - 160,(025) 752 - 115,alem.chellaletlaadhaoura@anem.dz,ZOUAOUCHA MUSTAPHA,"CHELLALET LAADHAOURA,AIN OUKSIR,CHENIGUEL,TAFRAOUT,SIDI ZAHAR,SIDI ZIANE"
26-08,ALEM AIN BOUCIF,26,,,35.8876,3.14205,exact,anem,anem,ALEM,2608,Nouveau pole urbain“ centre  ville “  Ain Boucif,(025) 550 - 638,(025) 550 - 464,alem.ainboucif@anem.dz,BENMERADI HACÈNE,"AIN BOUCIF,EL AOUINET,KEF LAKHDAR,OULED MAAREF,SIDI DAMED"
27-01,ALEM MOSTAGANEM,27,,,35.93454,0.08727,exact,anem,anem,ALEM,2701,11 avenue Cherik Said - Mostaganem,(045) 427 - 055,(045) 427 - 556,alem.mostaganem@anem.dz,CHOUGRANI SEGHIR,MOSTAGANEM
27-02,ALEM AIN TADLES,27,,,35.99858,0.29387,exact,anem,anem,ALEM,2702,"Rue Chaouache Abdelkader, Ain Tedles",(045) 486 - 090,(045) 486 - 001,alem.aintadles@anem.dz,GUESMIA EL HADJ,"AIN BOUDINAR,AIN SIDI CHERIF,AIN TEDLES,BOUGUIRAT,KHEIR EDDINE,MANSOURAH,MESRA,OUED EL KHEIR,SAFSAF,SAYADA,SIDI BELATTAR,SIRAT,SOUAFLIA,SOUR,TOUAHRIA"
27-03,ALEM SIDI ALI,27,,,36.09887,0.41755,exact,anem,anem,ALEM,2703,"43, Rue de la PALESTINE – Sidi Ali",(045) 451 - 146,,alem.sidiali@anem.dz,LOUAER MOHAMMED SADEK,"ABDELMALEK RAMDANE,ACHAACHA,HADJADJ,KHADRA,NEKMARIA,OULED BOUGHALEM,OULED MAALAH,SIDI ALI,SIDI LAKHDAR,TAZGAIT"
27-04,ALEM MAZAGHRAN,27,,,35.89939,0.07239,exact,anem,anem,ALEM,2704,Route des Oliviers - Mazagran,(045) 375 - 185,(045) 375 - 576,alem.mazagran@anem.dz,ABBANI FATIHA,"AIN NOUISSI,EL HESSIANE,FORNAKA,HASSI MAAMECHE,MEZAGHRANE,STIDIA"
28-01,ALEM M'SILA,28,,,35.71289,4.53408,exact,anem,anem,ALEM,2801,Route de Ichbilia en face de la Cité 600 logts - M’sila,(035) 345 - 417,(035) 345 - 417,alem.msila@anem.dz,CHETOUANE MADANI,"AIN KHADRA,BELAIBA,BERHOUM,CHELLAL,DEHAHNA,KHETTOUTI SED EL DJIR,MAADID,MAARIF,MAGRA,MSILA,MTARFA,OULED ADDI GUEBALA,OULED DERRADJ,OULED MADHI,OULED MANSOUR,SOUMAA"
28-02,ALEM BOUSSAADA,28,,,35.20663,4.17141,exact,anem,anem,ALEM,2802,Ancienne route de Djelfa – Bou Saada,(035) 430 - 727,(035) 430 - 727,alem.bousaada@anem.dz,LAGHOUATI IBRAHIM,"BEN SROUR,BENZOUH,BOUSAADA,EL HAMEL,EL HOUAMED,KHOUBANA,MCIF,MEDJEDEL,MENAA,MOHAMED BOUDIAF,OULED SIDI BRAHIM,OULED SLIMANE,OULTENE,SIDI AMEUR,TAMSA,ZERZOUR"
28-03,ALEM SIDI AISSA,28,,,35.88234,3.78354,exact,anem,anem,ALEM,2803,Cité colonel Lotfi – Sidi Aissa,(035) 407 - 755,(035) 407 - 755,alem.sidiaissa@anem.dz,KHEBAL DJELLOUL,"AIN EL HADJEL,BENI ILMENE,BOUTI SAYEH,SIDI AISSA,SIDI HADJERES"
