id,name,name_fr,name_ar,wilaya_code,commune_code,commune,lat,lng,geo_precision,geo_method,source,refs,denomination
12-0163,مسجد عبد الله بن مسعود في تبسة,,مسجد عبد الله بن مسعود في تبسة,12,1201,Tebessa,35.403527,8.091588,exact,wikidata,wikidata,"{""wikidata"":""Q137871980""}",
12-0164,مسجد، في تبسة,,مسجد، في تبسة,12,1201,Tebessa,35.436571,8.037133,exact,wikidata,wikidata,"{""wikidata"":""Q137871981""}",
12-0165,El barage in Tébessa,El barage in Tébessa,,12,1201,Tebessa,35.395433,8.130005,exact,wikidata,wikidata,"{""wikidata"":""Q137871982""}",
12-0166,سيدي عبدالسلام رشراش في تبسة,,سيدي عبدالسلام رشراش في تبسة,12,1201,Tebessa,35.379747,8.087188,exact,wikidata,wikidata,"{""wikidata"":""Q137871983""}",
12-0167,مسجد السجدة 34/7,,مسجد السجدة 34/7,12,1214,Bir Dheheb,34.878386,7.786444,exact,wikidata,wikidata,"{""wikidata"":""Q137872016""}",
12-0168,مسجد الإمام القرطبي 35/7,,مسجد الإمام القرطبي 35/7,12,1222,Telidjen,35.10757,7.766269,exact,wikidata,wikidata,"{""wikidata"":""Q137872022""}",
12-0169,مسجد الشيخ الطيب العقبي 35/7,,مسجد الشيخ الطيب العقبي 35/7,12,1222,Telidjen,35.086657,7.712386,exact,wikidata,wikidata,"{""wikidata"":""Q137872023""}",
12-0170,مسجد خالد بن الوليد 35/7,,مسجد خالد بن الوليد 35/7,12,1222,Telidjen,35.019528,7.671169,exact,wikidata,wikidata,"{""wikidata"":""Q137872025""}",
12-0171,مسجد الزبير بن العوام في الشريعة,,مسجد الزبير بن العوام في الشريعة,12,1203,Cheria,35.254667,7.758503,exact,wikidata,wikidata,"{""wikidata"":""Q137872045""}",
12-0172,مسجد عثمان بن عفان، حي النهضة، الشريعة 35/7,,مسجد عثمان بن عفان، حي النهضة، الشريعة 35/7,12,1203,Cheria,35.269973,7.757446,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137872046"",""osm"":""node/5066147686""}",
12-0173,مسجد المرجى في الشريعة,,مسجد المرجى في الشريعة,12,1203,Cheria,35.270995,7.751236,exact,wikidata,wikidata,"{""wikidata"":""Q137872047""}",
12-0174,مسجد في الشريعة,,مسجد في الشريعة,12,1203,Cheria,35.247853,7.759394,exact,wikidata,wikidata,"{""wikidata"":""Q137872048""}",
12-0175,مسجد ابراهيم الخليل 35/7,,مسجد ابراهيم الخليل 35/7,12,1203,Cheria,35.258536,7.748706,exact,wikidata,wikidata,"{""wikidata"":""Q137872049""}",
12-0176,الجامع جماعة بشوات المقبرة 34/8,,الجامع جماعة بشوات المقبرة 34/8,12,1207,Saf Saf El Ouesra,34.8216,8.208424,exact,wikidata,wikidata,"{""wikidata"":""Q137872102""}",
12-0177,مسجدالأمير عبد القادر في تبسة,,مسجدالأمير عبد القادر في تبسة,12,1201,Tebessa,35.382988,8.093223,exact,wikidata,wikidata,"{""wikidata"":""Q137872562""}",
12-0178,مسجد ابو عبيدة بن الجراح بولحاف مركز 35/8,,مسجد ابو عبيدة بن الجراح بولحاف مركز 35/8,12,1225,Boulhaf Dyr,35.488456,8.078574,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137873004"",""osm"":""node/5063926481""}",
12-0179,مسجد علي إبن ابي طالب 35/7,,مسجد علي إبن ابي طالب 35/7,12,1208,Hammamet,35.525412,7.940455,exact,wikidata,wikidata,"{""wikidata"":""Q137873009""}",
12-0180,Mosquée Djaafer Ben Abi Taleb in Tébessa,Mosquée Djaafer Ben Abi Taleb in Tébessa,,12,1223,Ain Zerga,35.646255,8.256363,exact,wikidata,wikidata,"{""wikidata"":""Q137873013""}",
12-0181,مسجد الصحابة رضي الله عنهم 35/7,,مسجد الصحابة رضي الله عنهم 35/7,12,1227,El Mezeraa,35.265233,7.580788,exact,wikidata,wikidata,"{""wikidata"":""Q137873130""}",
12-0182,مسجد في بجن,,مسجد في بجن,12,1226,Bedjene,35.349461,7.477973,exact,wikidata,wikidata,"{""wikidata"":""Q137873405""}",
12-0183,مسجد عمر بن الخطاب مشتة ولاد واعر في عين الزرقاء,,مسجد عمر بن الخطاب مشتة ولاد واعر في عين الزرقاء,12,1223,Ain Zerga,35.711406,8.231943,exact,wikidata,wikidata,"{""wikidata"":""Q137874222""}",
12-0184,مشروع مَسجِدُ سَعْدٍ بنِ أَبِي وَقَّاص في عين الزرقاء,,مشروع مَسجِدُ سَعْدٍ بنِ أَبِي وَقَّاص في عين الزرقاء,12,1223,Ain Zerga,35.65273,8.26436,exact,wikidata,wikidata,"{""wikidata"":""Q137874223""}",
12-0185,مسجد عمر بن عبدالعزيز 35/7,,مسجد عمر بن عبدالعزيز 35/7,12,1208,Hammamet,35.605277,7.954827,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137874373"",""osm"":""node/4350148175""}",
12-0186,مسجد عين السارق في بئر العاتر,,مسجد عين السارق في بئر العاتر,12,1214,Bir Dheheb,34.826021,7.996903,exact,wikidata,wikidata,"{""wikidata"":""Q137874389""}",
12-0187,مسجد علي ابن أبي طالب ذراع الروكة في بئر مقدم,,مسجد علي ابن أبي طالب ذراع الروكة في بئر مقدم,12,1210,Bir Mokkadem,35.35882,7.716746,exact,wikidata,wikidata,"{""wikidata"":""Q137874395""}",
12-0188,، في بئر مقدم,,، في بئر مقدم,12,1210,Bir Mokkadem,35.372556,7.805502,exact,wikidata,wikidata,"{""wikidata"":""Q137874399""}",
12-0189,مسجد تازبنت في بئر مقدم,,مسجد تازبنت في بئر مقدم,12,1210,Bir Mokkadem,35.364067,7.947971,exact,wikidata,wikidata,"{""wikidata"":""Q137874401""}",
12-0190,Aya halaimia 35/8,Aya halaimia 35/8,,12,1225,Boulhaf Dyr,35.488653,8.078132,exact,wikidata,wikidata,"{""wikidata"":""Q137874689""}",
12-0191,مسجد عين الجابية 35/8,,مسجد عين الجابية 35/8,12,1201,Tebessa,35.455447,8.13795,exact,wikidata,wikidata,"{""wikidata"":""Q137874692""}",
12-0192,مسجد الأرقم بن أبي الأرقم بئر الشهداء في بئر مقدم,,مسجد الأرقم بن أبي الأرقم بئر الشهداء في بئر مقدم,12,1210,Bir Mokkadem,35.340393,7.808838,exact,wikidata,wikidata,"{""wikidata"":""Q137875086""}",
12-0193,مسجد التقوى 35/7,,مسجد التقوى 35/7,12,1205,El-Aouinet,35.86805,7.88617,exact,wikidata,wikidata,"{""wikidata"":""Q137875459""}",
12-0194,المسجد العتيق 1920 35/7,Mosquée El Atik,المسجد العتيق 1920 35/7,12,1205,El-Aouinet,35.864971,7.886872,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137875460"",""osm"":""way/380652312""}",sunni
12-0195,مشروع بناء مسجد وقفي 35/8,,مشروع بناء مسجد وقفي 35/8,12,1211,El Kouif,35.516616,8.297183,exact,wikidata,wikidata,"{""wikidata"":""Q137875754""}",
12-0196,عين كريز الدكان في الماء الأبيض,,عين كريز الدكان في الماء الأبيض,12,1201,Tebessa,35.30493,8.058192,exact,wikidata,wikidata,"{""wikidata"":""Q137875759""}",
12-0197,مسجد أبي بن كعب في الماء الأبيض,,مسجد أبي بن كعب في الماء الأبيض,12,1220,El Malabiod,35.208046,8.16779,exact,wikidata,wikidata,"{""wikidata"":""Q137875760""}",
12-0198,أرضية مخصصة لبناء مسجد في الماء الأبيض,,أرضية مخصصة لبناء مسجد في الماء الأبيض,12,1220,El Malabiod,35.204848,8.163232,exact,wikidata,wikidata,"{""wikidata"":""Q137875761""}",
12-0199,مسجد ال ياسر فيض المهري 35/7,,مسجد ال ياسر فيض المهري 35/7,12,1227,El Mezeraa,35.222034,7.652384,exact,wikidata,wikidata,"{""wikidata"":""Q137875782""}",
12-0200,مسجد الفرقان في المريج,,مسجد الفرقان في المريج,12,1224,El Meridj,35.727459,8.231144,exact,wikidata,wikidata,"{""wikidata"":""Q137875790""}",
12-0201,مسجد طارق بن زياد 35/7,,مسجد طارق بن زياد 35/7,12,1227,El Mezeraa,35.263027,7.484843,exact,wikidata,wikidata,"{""wikidata"":""Q137875848""}",
12-0202,مسجد عمر الفاروق 35/7,,مسجد عمر الفاروق 35/7,12,1213,El Ogla,35.232298,7.465501,exact,wikidata,wikidata,"{""wikidata"":""Q137875850""}",
12-0203,MOSQUÉE EL IHSSANE 35/7,MOSQUÉE EL IHSSANE 35/7,,12,1213,El Ogla,35.242385,7.433167,exact,wikidata,wikidata,"{""wikidata"":""Q137875851""}",
12-0204,مسجد الرحمن العقلة 35/7,,مسجد الرحمن العقلة 35/7,12,1213,El Ogla,35.188506,7.464919,exact,wikidata,wikidata,"{""wikidata"":""Q137875855""}",
12-0205,مسجد الزبير ابن العوام دوار بابا صالح 35/7,,مسجد الزبير ابن العوام دوار بابا صالح 35/7,12,1226,Bedjene,35.402494,7.529349,exact,wikidata,wikidata,"{""wikidata"":""Q137876087""}",
12-0206,مسجد عمر بن الخطاب في الحمامات,,مسجد عمر بن الخطاب في الحمامات,12,1210,Bir Mokkadem,35.449191,7.950278,exact,wikidata,wikidata,"{""wikidata"":""Q137876163""}",
12-0207,Minaret de l'ancienne mosquée in Hammamet,Minaret de l'ancienne mosquée in Hammamet,,12,1210,Bir Mokkadem,35.448739,7.95269,exact,wikidata,wikidata,"{""wikidata"":""Q137876164""}",
12-0208,مسجد وزاوية سناني خالد في مرسط,,مسجد وزاوية سناني خالد في مرسط,12,1208,Hammamet,35.646185,7.913812,exact,wikidata,wikidata,"{""wikidata"":""Q137877424""}",
12-0209,مسجد عمر بن خطاب في مرسط,,مسجد عمر بن خطاب في مرسط,12,1212,Morsott,35.659764,8.035139,exact,wikidata,wikidata,"{""wikidata"":""Q137877425""}",
12-0210,Bilal bin Rabah Mosque in Ouenza,Bilal bin Rabah Mosque in Ouenza,,12,1219,Ouenza,35.935895,8.171758,exact,wikidata,wikidata,"{""wikidata"":""Q137878044""}",
12-0211,عبد الحق رزايقية في الونزة,,عبد الحق رزايقية في الونزة,12,1219,Ouenza,35.948067,8.124045,exact,wikidata,wikidata,"{""wikidata"":""Q137878045""}",
12-0212,مسجد في الونزة,,مسجد في الونزة,12,1219,Ouenza,35.946104,8.14553,exact,wikidata,wikidata,"{""wikidata"":""Q137878046""}",
12-0213,Ennahdha 2 in Ouenza,Ennahdha 2 in Ouenza,,12,1219,Ouenza,35.93471,8.135694,exact,wikidata,wikidata,"{""wikidata"":""Q137878047""}",
12-0214,مسجد الهماجة في أولاد رشاش,,مسجد الهماجة في أولاد رشاش,12,1213,El Ogla,35.153374,7.34976,exact,wikidata,wikidata,"{""wikidata"":""Q137878236""}",
12-0215,مسجد في أولاد رشاش,,مسجد في أولاد رشاش,12,1213,El Ogla,35.112001,7.394857,exact,wikidata,wikidata,"{""wikidata"":""Q137878237""}",
12-0216,مسجد أبي بن كعب 34/8,,مسجد أبي بن كعب 34/8,12,1207,Saf Saf El Ouesra,34.861775,8.230959,exact,wikidata,wikidata,"{""wikidata"":""Q137878382""}",
12-0217,Mosquee takwa doukkara 34/8,Mosquee takwa doukkara 34/8,,12,1207,Saf Saf El Ouesra,34.986294,8.244761,exact,wikidata,wikidata,"{""wikidata"":""Q137878383""}",
12-0218,العڨلة المالحة 35/7,,العڨلة المالحة 35/7,12,1214,Bir Dheheb,35.003904,7.964863,exact,wikidata,wikidata,"{""wikidata"":""Q137878510""}",
12-0219,مسجد الرحمان 34/7,,مسجد الرحمان 34/7,12,1214,Bir Dheheb,34.988645,7.94009,exact,wikidata,wikidata,"{""wikidata"":""Q137879186""}",
12-0220,مسجد العتيق 34/7,,مسجد العتيق 34/7,12,1214,Bir Dheheb,34.992943,7.938241,exact,wikidata,wikidata,"{""wikidata"":""Q137879189""}",
12-0221,مسجد عثمان ابن عفان 36/8,,مسجد عثمان ابن عفان 36/8,12,1219,Ouenza,36.005277,8.272273,exact,wikidata,wikidata,"{""wikidata"":""Q137880442""}",
12-0222,مسجد الفردوس في تبسة,,مسجد الفردوس في تبسة,12,1201,Tebessa,35.420593,8.075356,exact,wikidata,wikidata,"{""wikidata"":""Q137881464""}",
12-0223,Tebessa Algerie in Tébessa,Tebessa Algerie in Tébessa,,12,1201,Tebessa,35.426744,8.110543,exact,wikidata,wikidata,"{""wikidata"":""Q137881465""}",
12-0224,مسجد الامام علي في تبسة,,مسجد الامام علي في تبسة,12,1201,Tebessa,35.410641,8.111638,exact,wikidata,wikidata,"{""wikidata"":""Q137881466""}",
12-0225,مسجد في تبسة,,مسجد في تبسة,12,1201,Tebessa,35.406105,8.12575,exact,wikidata,wikidata,"{""wikidata"":""Q137881467""}",
12-0226,مقام ديني في تبسة,,مقام ديني في تبسة,12,1201,Tebessa,35.406637,8.107676,exact,wikidata,wikidata,"{""wikidata"":""Q137881468""}",
12-0227,Mosquée Al Ferdaws in Tébessa,Mosquée Al Ferdaws in Tébessa,,12,1201,Tebessa,35.423223,8.063726,exact,wikidata,wikidata,"{""wikidata"":""Q137881469""}",
12-0228,مسجد الاخلاص في تبسة,,مسجد الاخلاص في تبسة,12,1201,Tebessa,35.395578,8.110391,exact,wikidata,wikidata,"{""wikidata"":""Q137881470""}",
12-0229,مسجد الإمام البخاري في تبسة,,مسجد الإمام البخاري في تبسة,12,1201,Tebessa,35.38204,8.110841,exact,wikidata,wikidata,"{""wikidata"":""Q137881471""}",
12-0230,مسجد خالد بن الوليد في الشريعة,,مسجد خالد بن الوليد في الشريعة,12,1222,Telidjen,35.181853,7.716853,exact,wikidata,wikidata,"{""wikidata"":""Q137881522""}",
12-0231,الاخ يوسف سعدي في الشريعة,,الاخ يوسف سعدي في الشريعة,12,1203,Cheria,35.255686,7.757181,exact,wikidata,wikidata,"{""wikidata"":""Q137881523""}",
12-0232,مشروع بناء مسجد في الشريعة,,مشروع بناء مسجد في الشريعة,12,1203,Cheria,35.263479,7.759261,exact,wikidata,wikidata,"{""wikidata"":""Q137881524""}",
12-0233,مسجد أبو بكر الصديق الشريعة في الشريعة,,مسجد أبو بكر الصديق الشريعة في الشريعة,12,1203,Cheria,35.280183,7.764902,exact,wikidata,wikidata,"{""wikidata"":""Q137881525""}",
12-0234,مشروع مسجد الحارث بن العباس طريق تازبنت في الشريعة,,مشروع مسجد الحارث بن العباس طريق تازبنت في الشريعة,12,1203,Cheria,35.289375,7.783148,exact,wikidata,wikidata,"{""wikidata"":""Q137881526""}",
12-0235,مسجد الحارث ابن العباس 35/7,,مسجد الحارث ابن العباس 35/7,12,1203,Cheria,35.289411,7.783149,exact,wikidata,wikidata,"{""wikidata"":""Q137881527""}",
12-0236,مسجد ابو بكر الصديق رضي الله عنه 35/8,,مسجد ابو بكر الصديق رضي الله عنه 35/8,12,1223,Ain Zerga,35.648463,8.258851,exact,wikidata,wikidata,"{""wikidata"":""Q137881575""}",
12-0237,مسجد 35/8,,مسجد 35/8,12,1223,Ain Zerga,35.707372,8.262503,exact,wikidata,wikidata,"{""wikidata"":""Q137882162""}",
12-0238,,,,12,1205,El-Aouinet,35.859148,7.890866,approximate,osm_way,osm,"{""osm"":""way/1409149158""}",
12-0239,مسجد الزاوية,,مسجد الزاوية,12,1212,Morsott,35.672612,8.012911,approximate,osm_way,osm,"{""osm"":""way/1409420420""}",
12-0240,مقبرة الشهداء,,مقبرة الشهداء,12,1212,Morsott,35.673232,8.003289,approximate,osm_way,osm,"{""osm"":""way/1409420423""}",
12-0241,,,,12,1219,Ouenza,36.021807,8.116038,approximate,osm_way,osm,"{""osm"":""way/1443437361""}",
12-0242,مسجد النور,Masdjid,مسجد النور,12,1207,Saf Saf El Ouesra,35.010018,8.301153,approximate,osm_way,osm,"{""osm"":""way/801444070""}",sunni
13-0001,Sidi Yahia,Sidi Yahia,سيدي يحيى,13,1340,Nedroma,35.011062,-1.748485,exact,osm_node,osm,"{""osm"":""node/1001109801""}",
13-0002,Mosquée Tahar,Mosquée Tahar,,13,1340,Nedroma,35.042084,-1.805428,exact,osm_node,osm,"{""osm"":""node/1002506536""}",
13-0003,mosquée Ouled-Mhamed,mosquée Ouled-Mhamed,,13,1340,Nedroma,35.049069,-1.785542,exact,osm_node,osm,"{""osm"":""node/1012245063""}",
13-0004,,,,13,1340,Nedroma,35.037745,-1.776621,exact,osm_node,osm,"{""osm"":""node/1012245065""}",
13-0005,Haddadine,Haddadine,حدادين,13,1340,Nedroma,35.00931,-1.748219,exact,osm_node,osm,"{""osm"":""node/1013291668""}",
13-0006,,,,13,1304,Remchi,35.040529,-1.414502,exact,osm_node,osm,"{""osm"":""node/1954828315""}",
13-0007,Mosquée,Mosquée,,13,1304,Remchi,35.05103,-1.431437,exact,osm_node,osm,"{""osm"":""node/1954884846""}",
13-0008,,,,13,1327,Maghnia,34.857133,-1.710947,exact,osm_node,osm,"{""osm"":""node/3207947581""}",
13-0009,Mosquée de Mghagha,Mosquée de Mghagha,مسجد مغاغة,13,1308,Souani,34.887498,-1.905283,exact,osm_node,osm,"{""osm"":""node/3211305885""}",
13-0010,,,,13,1308,Souani,34.890873,-1.911004,exact,osm_node,osm,"{""osm"":""node/3211320399""}",
13-0011,,,,13,1330,M'sirda Fouaga,35.039894,-2.123579,exact,osm_node,osm,"{""osm"":""node/3217895593""}",
13-0012,,,,13,1330,M'sirda Fouaga,35.013807,-2.059288,exact,osm_node,osm,"{""osm"":""node/3217929352""}",
13-0013,Tazellalt,Tazellalt,,13,1318,Bab El Assa,34.993697,-1.996399,exact,osm_node,osm,"{""osm"":""node/3510276936""}",
13-0014,Sidi Ahmed Bou Zarzour,Sidi Ahmed Bou Zarzour,,13,1334,Sidi Abdelli,35.085739,-1.092682,exact,osm_node,osm,"{""osm"":""node/3931555879""}",
13-0015,Mosquée Bilal,Mosquée Bilal,مسجد بلال,13,1301,Tlemcen,34.875124,-1.323549,exact,osm_node,osm,"{""osm"":""node/4154471913""}",
13-0016,,,,13,1306,Sabra,34.820906,-1.528322,exact,osm_node,osm,"{""osm"":""node/4386167425""}",
13-0017,,,,13,1331,Ain Fetah,34.964082,-1.637453,exact,osm_node,osm,"{""osm"":""node/4751959359""}",
13-0018,,,,13,1340,Nedroma,35.005257,-1.751361,exact,osm_node,osm,"{""osm"":""node/5305676405""}",sunni
13-0019,,,,13,1353,Ain Kebira,35.035724,-1.655086,exact,osm_node,osm,"{""osm"":""node/5305681990""}",
13-0020,مصلى,Salle de prière,مصلى,13,1302,Beni Mester,34.859203,-1.404365,exact,osm_node,osm,"{""osm"":""node/5356244021""}",
13-0021,,,,13,1331,Ain Fetah,34.950398,-1.602052,exact,osm_node,osm,"{""osm"":""node/5584202202""}",
13-0022,,,,13,1346,Ouled Riyah,35.009639,-1.526836,exact,osm_node,osm,"{""osm"":""node/6366365833""}",
13-0023,Mosquée El Mafrouche,Mosquée El Mafrouche,مسجد المفروش,13,1301,Tlemcen,34.853898,-1.305255,exact,osm_node,osm,"{""osm"":""node/8873372766""}",
13-0024,mosque el mafrouche مسجد المفروش,,مسجد المفروش,13,1301,Tlemcen,34.852872,-1.291054,exact,osm_node,osm,"{""osm"":""node/8873373156""}",
13-0025,Mosque مسجد,,Mosque مسجد,13,1323,Terny Beni Hediel,34.807972,-1.334327,exact,osm_node,osm,"{""osm"":""node/8887448875""}",
13-0026,Mosquée Salem,Mosquée Salem,,13,1340,Nedroma,35.032401,-1.768021,exact,osm_node,osm,"{""osm"":""node/998009127""}",
13-0027,Mosquée de Sidi el-Haloui,Mosquée de Sidi el-Haloui,مسجد سيدي الحلوي,13,1301,Tlemcen,34.888056,-1.307944,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q107319831"",""osm"":""way/519772263""}",
13-0028,mosquée Bab Zir,mosquée Bab Zir,مسجد باب زير,13,1301,Tlemcen,34.886435,-1.306707,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q115388470"",""osm"":""way/1116650674""}",
13-0029,Dar el-Hadith,Dar el-Hadith,دار الحديث,13,1301,Tlemcen,34.885398,-1.311474,approximate,osm_way,osm,"{""wikidata"":""Q12211227"",""osm"":""way/481871578""}",
13-0030,mosquée des Ouled el-Imam,mosquée des Ouled el-Imam,مسجد أولاد الإمام,13,1301,Tlemcen,34.88126,-1.31338,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q12242685"",""osm"":""way/1099401134""}",
13-0031,mosquée de Mansourah,mosquée de Mansourah,مسجد المنصورة,13,1351,Mansourah,34.87092,-1.3389,exact,wikidata,wikidata,"{""wikidata"":""Q12242783""}",
13-0032,mosquée de Sidi Brahim El Masmoudi,mosquée de Sidi Brahim El Masmoudi,مسجد سيدي إبراهيم المصمودي,13,1301,Tlemcen,34.88154,-1.311342,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q124590725"",""osm"":""way/419530553""}",
13-0033,مسجد إبن أبي زيد القيرواني,Mosquée Bouhennak,مسجد إبن أبي زيد القيرواني,13,1351,Mansourah,34.875764,-1.35975,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q124815719"",""osm"":""way/257965573""}",sunni
13-0034,Abdelhamid Ben Badis Mosque (Marsa Ben M'Hidi),Abdelhamid Ben Badis Mosque (Marsa Ben M'Hidi),مسجد عبد الحميد بن باديس,13,1339,Marsa Ben M'hidi,35.082783,-2.20163,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q125020056"",""osm"":""way/87266733""}",sunni
13-0035,مسجد سيدي البنا,,مسجد سيدي البنا,13,1301,Tlemcen,34.88437,-1.308648,exact,wikidata,wikidata,"{""wikidata"":""Q130619289""}",
13-0036,mosquée de Lalla Ghriba,mosquée de Lalla Ghriba,مسجد لالة غريبة,13,1301,Tlemcen,34.88524,-1.307775,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q131350469"",""osm"":""way/529828980""}",sunni
13-0037,مسجد سيدي الوزان,,مسجد سيدي الوزان,13,1301,Tlemcen,34.882302,-1.306095,exact,wikidata,wikidata,"{""wikidata"":""Q131909870""}",
13-0038,mosquée de Sidi Bel Hassen Errachidi,mosquée de Sidi Bel Hassen Errachidi,مسجد سيدي بلحسن الراشدي,13,1301,Tlemcen,34.887057,-1.306054,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q133819557"",""osm"":""way/519772264""}",sunni
13-0039,مسجد لالة الرؤية,Mosquée Sidi El Kalai,مسجد لالة الرؤية,13,1301,Tlemcen,34.883854,-1.307051,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q135478793"",""osm"":""way/529829001""}",
13-0040,المجمع الديني,,المجمع الديني,13,1304,Remchi,35.056475,-1.438463,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137807163"",""osm"":""way/184546883""}",
13-0041,مسجد عقبة بن نافع في مغنية,mosquée Okba,مسجد عقبة بن نافع في مغنية,13,1327,Maghnia,34.85448,-1.742653,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137842806"",""osm"":""way/438257158""}",sunni
13-0042,mosquée sidi benchiha in Sidi Abdelli,mosquée sidi benchiha in Sidi Abdelli,,13,1334,Sidi Abdelli,35.063722,-1.128364,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137843485"",""osm"":""node/3325160480""}",
13-0043,Mosquée Ibnou Teymia in Aïn Kebira,Mosquée Ibnou Teymia in Aïn Kebira,,13,1353,Ain Kebira,35.030772,-1.676335,exact,wikidata,wikidata,"{""wikidata"":""Q137846046""}",
13-0044,مسجد الرحمة في أولاد ميمون,,مسجد الرحمة في أولاد ميمون,13,1313,Ouled Mimoun,34.898573,-1.047937,exact,wikidata,wikidata,"{""wikidata"":""Q137846178""}",
13-0045,Saad bin Abi Waqas mosque in Sebdou,Saad bin Abi Waqas mosque in Sebdou,مسجد سعد بن أبي وقاص,13,1335,Sebdou,34.644536,-1.325845,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137846213"",""osm"":""way/457242758""}",sunni
13-0046,مسجد خالد بن الوليد في أولاد ميمون,,مسجد خالد بن الوليد في أولاد ميمون,13,1313,Ouled Mimoun,34.901181,-1.037538,exact,wikidata,wikidata,"{""wikidata"":""Q137846596""}",
13-0047,Abdul Momin Mosque in Sebdou,Abdul Momin Mosque in Sebdou,مسجد عبد المؤمن بن علي,13,1335,Sebdou,34.649772,-1.325719,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137846617"",""osm"":""way/457242779""}",sunni
13-0048,مسجد اولاد بن دامو في مغنية,,مسجد اولاد بن دامو في مغنية,13,1327,Maghnia,34.852466,-1.710513,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137847043"",""osm"":""way/1148195474""}",
13-0049,Great Mosque of Nedroma,Great Mosque of Nedroma,,13,1340,Nedroma,35.008165,-1.747066,exact,wikidata,wikidata,"{""wikidata"":""Q137847067""}",
13-0050,مسجد الإمام علي بن أبي طالب في تلمسان,Mosquée Imam Ali,مسجد الإمام علي بن أبي طالب في تلمسان,13,1351,Mansourah,34.881592,-1.334345,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137847164"",""osm"":""way/1085596553""}",
13-0051,مسجد عقبة بن نافع 35/-1,,مسجد عقبة بن نافع 35/-1,13,1315,Ain Youcef,35.049223,-1.368737,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137847546"",""osm"":""way/1172744059""}",sunni
13-0052,مسجد عمر بن الخطاب في مغنية,,مسجد عمر بن الخطاب في مغنية,13,1327,Maghnia,34.853505,-1.719777,exact,wikidata,wikidata,"{""wikidata"":""Q137849416""}",
13-0053,مسجد الحسن بن علي في أولاد ميمون,Mosquée,مسجد الحسن بن علي في أولاد ميمون,13,1313,Ouled Mimoun,34.904139,-1.033256,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137849466"",""osm"":""node/2460240438""}",sunni
13-0054,لاللفتنة يامسلمين في سبدو,,لاللفتنة يامسلمين في سبدو,13,1335,Sebdou,34.631712,-1.335422,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137849520"",""osm"":""node/4736362385""}",
13-0055,مسجد النور في المنصورة,,مسجد النور في المنصورة,13,1351,Mansourah,34.890136,-1.338982,exact,wikidata,wikidata,"{""wikidata"":""Q137849871""}",
13-0056,مسجد البدر في المنصورة,,مسجد البدر في المنصورة,13,1351,Mansourah,34.885733,-1.359593,exact,osm_node,wikidata+osm,"{""wikidata"":""Q137849872"",""osm"":""node/8988290071""}",
13-0057,مسجد احمد اليبدري في الواد الأخضر,,مسجد احمد اليبدري في الواد الأخضر,13,1311,Oued Lakhdar,34.880074,-1.133899,exact,wikidata,wikidata,"{""wikidata"":""Q137849927""}",
13-0058,مسجد سعد بن عبادة في الواد الأخضر,,مسجد سعد بن عبادة في الواد الأخضر,13,1311,Oued Lakhdar,34.873961,-1.134328,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137849928"",""osm"":""way/1090308871""}",sunni
13-0059,مسجد بلال بن رباح في سبدو,,مسجد بلال بن رباح في سبدو,13,1335,Sebdou,34.634635,-1.326831,exact,wikidata,wikidata,"{""wikidata"":""Q137849992""}",
13-0060,مسجد هارون الرشيد في سيدي العبدلي,,مسجد هارون الرشيد في سيدي العبدلي,13,1334,Sidi Abdelli,34.995271,-1.095321,exact,wikidata,wikidata,"{""wikidata"":""Q137850003""}",
13-0061,مسجد سيدي السنوسي في تلمسان,Mosquée Sidi Es Senoussi,مسجد سيدي السنوسي في تلمسان,13,1301,Tlemcen,34.880044,-1.300314,approximate,osm_way,wikidata+osm,"{""wikidata"":""Q137850064"",""osm"":""way/1080303967""}",
13-0062,المسجد في العريشة,,المسجد في العريشة,13,1335,Sebdou,34.481707,-1.265452,exact,wikidata,wikidata,"{""wikidata"":""Q137850336""}",
