name,name_fr,name_ar,layer,lat,lng,wilaya_code,wilaya_name_fr,wilaya_name_ar,nid_fr,nid_ar,has_virtual_tour,source
Bibliothèque de la lecture publique martyr Guemaguema Lehbib Medaourouch,Bibliothèque de la lecture publique martyr Guemaguema Lehbib Medaourouch,مكتبة المطالعة العمومية الشهيد قماقمة لحبيب مداوروش,library,36.082195,7.823241,41,Souk Ahras,سوق أهراس,1371,473,false,patrimoineculturelalgerien.org
Bibliothèque du 3e Kilomètre – Jijel,Bibliothèque du 3e Kilomètre – Jijel,الكلومتر الثالث جيجل,library,36.802306,5.790917,18,Jijel,جيجل,,475,false,patrimoineculturelalgerien.org
Bibliothèque Centrale de Annaba,Bibliothèque Centrale de Annaba,"المكتبة الرئيسية للمطالعة العمومية ""بركات سليمان"" عنابة",library,36.902692,7.758492,23,Annaba,عنابة,91,476,false,patrimoineculturelalgerien.org
Hammam Essalihine (Aquae Flavianae),Hammam Essalihine (Aquae Flavianae),حمام الصالحين,protected-cultural-property,35.440528,7.084742,40,Khenchela,خنشلة,550,478,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique Abdelhamid Ben Badis,Bibliothèque principale de lecture publique Abdelhamid Ben Badis,"المكتبة الرئيسية للمطالعة العمومية ""عبد الحميد بن باديس""",library,33.270297,-0.31795,45,Naâma,النعامة,,479,false,patrimoineculturelalgerien.org
Ksar de Moghrar Foukani,Ksar de Moghrar Foukani,قصر مغرار الفوقاني,protected-cultural-property,32.51644,-0.58741,45,Naâma,النعامة,,480,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Idlès,Bibliothèque de lecture publique d'Idlès,مكتبة المطالعة العمومية إدلس,library,23.816729,5.933128,11,Tamanrasset,تمنراست,,482,false,patrimoineculturelalgerien.org
Mausolée Cédais (KSAR DJAZIA),Mausolée Cédais (KSAR DJAZIA),ضريح سيدياس,protected-cultural-property,35.322257,7.234933,40,Khenchela,خنشلة,1350,484,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Mécheria,Bibliothèque de lecture publique de Mécheria,مكتبة المطالعة العمومية  بالمشرية,protected-cultural-property,33.546444,-0.27239,45,Naâma,النعامة,,485,false,patrimoineculturelalgerien.org
Site archéologique de Boutakhmaten,Site archéologique de Boutakhmaten,الموقع الأثري بوتخماتن,protected-cultural-property,35.945597,6.187664,43,Mila,ميلة,1470,488,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'El Djezzar,Bibliothèque de lecture publique d'El Djezzar,مكتبة المطالعة العمومية الجزار,library,35.308722,5.264849,05,Batna,باتنة,,489,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique de la wilaya de Tébessa,Bibliothèque principale de lecture publique de la wilaya de Tébessa,المكتبة الرئيسية للمطالعة العمومية لولاية تبسة,library,35.424559,8.060949,12,Tébessa,تبسة,,490,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Chemora,Bibliothèque de lecture publique de Chemora,مكتبة المطالعة العمومية الشمرة,library,35.665471,6.642762,05,Batna,باتنة,,492,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Amdoukal,Bibliothèque de lecture publique d'Amdoukal,مكتبة المطالعة العمومية أمدوكال,library,35.120375,5.177497,05,Batna,باتنة,,494,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique de Constantine,Bibliothèque principale de lecture publique de Constantine,المكتبة الرئيسية للمطالعة العمومية قسنطينة,library,36.365682,6.616923,25,Constantine,قسنطينة,,495,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Ouled Sellam,Bibliothèque de lecture publique d'Ouled Sellam,مكتبة المطــالعة العموميــة أولاد سـلام,library,35.827722,5.885111,05,Batna,باتنة,,497,false,patrimoineculturelalgerien.org
Palais De Baghay,Palais De Baghay,قصر بغاي,protected-cultural-property,35.539661,7.120611,40,Khenchela,خنشلة,1349,498,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Frères martyrs Amghchouch – Bouzina,Bibliothèque de lecture publique Frères martyrs Amghchouch – Bouzina,مكتبة المطالعة العمومية الإخوة الشهداء أمغشوش بوزينة,library,35.265367,6.09865,05,Batna,باتنة,,500,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Tkout,Bibliothèque de lecture publique de Tkout,مكتبة المطالعة العمومية تكوت,library,35.147412,6.311029,05,Batna,باتنة,,503,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Moudjahid allama Saâd Hob Eddine,Bibliothèque de lecture publique Moudjahid allama Saâd Hob Eddine,مكتبة المطالعة العمومية المجاهد العلامة ساعد حب الدين,library,35.253138,6.19713,05,Batna,باتنة,,506,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Seriana,Bibliothèque de lecture publique de Seriana,مكتبة المطالعة العمومية سريانة,library,35.690912,6.18754,05,Batna,باتنة,,507,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Aïn Djasser,Bibliothèque de lecture publique d'Aïn Djasser,مكتبة المطالعة العمومية  عين جاسر,library,35.860611,5.997917,05,Batna,باتنة,,509,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Aïn Yagout,Bibliothèque de lecture publique d'Aïn Yagout,مكتبة المطالعة العمومية عين ياقوت,library,35.77709,6.418692,05,Batna,باتنة,,510,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de N'Gaous,Bibliothèque de lecture publique de N'Gaous,مكتبة المطالعة العمومية نقاوس,library,35.551158,5.614964,05,Batna,باتنة,,511,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique de Tébessa – annexe d'El Hammamet,Bibliothèque principale de lecture publique de Tébessa – annexe d'El Hammamet,المكتبة الرئيسية للمطالعة العمومية تبسة ملحقة الحمامات,library,35.456575,7.952608,12,Tébessa,تبسة,,512,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique de Tébessa (annexe d'El Aouinet),Bibliothèque principale de lecture publique de Tébessa (annexe d'El Aouinet),المكتبة الرئيسية للمطالعة العمومية تبسة ( ملحقة العوينات),library,35.867743,7.888072,12,Tébessa,تبسة,,513,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Oued El Ma,Bibliothèque de lecture publique d'Oued El Ma,مكتبة المطالعة العمومية وادي الماء.,library,35.640935,5.995339,05,Batna,باتنة,,514,false,patrimoineculturelalgerien.org
Grande Mosquée,Grande Mosquée,مسجد الاعظم,protected-cultural-property,35.195496,-0.630941,22,Sidi Bel Abbès,سيدي بلعباس,,515,false,patrimoineculturelalgerien.org
Palais Lommi,Palais Lommi,قصر لومي,protected-cultural-property,35.208382,-0.624164,22,Sidi Bel Abbès,سيدي بلعباس,,516,false,patrimoineculturelalgerien.org
Palais de la commune (hôtel de ville),Palais de la commune (hôtel de ville),قصر البلدية,protected-cultural-property,35.191245,-0.631442,22,Sidi Bel Abbès,سيدي بلعباس,,517,false,patrimoineculturelalgerien.org
Palais sous tutelle de l'association Tayebi El Arbi,Palais sous tutelle de l'association Tayebi El Arbi,قصر تحت وصاية جمعية الطيبي العربي,protected-cultural-property,35.194652,-0.63432,22,Sidi Bel Abbès,سيدي بلعباس,,518,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique – annexe de Tébessa,Bibliothèque principale de lecture publique – annexe de Tébessa,المكتبة الرئسية للمطالعة العمومية  - ملحقة تبسة -,library,35.403033,8.09294,12,Tébessa,تبسة,,519,false,patrimoineculturelalgerien.org
Palais des douanes de La Bastide,Palais des douanes de La Bastide,قصر الجمارك باستيد,protected-cultural-property,35.188141,-0.626823,22,Sidi Bel Abbès,سيدي بلعباس,,535,false,patrimoineculturelalgerien.org
Minaret de la Mosquée antique,Minaret de la Mosquée antique,منارة الجامع العتيق,protected-cultural-property,36.261858,2.74997,26,Médéa,المدية,,537,false,patrimoineculturelalgerien.org
Fort  de Surveillance,Fort  de Surveillance,برج المراقبة,protected-cultural-property,36.259898,2.764982,26,Médéa,المدية,540,539,false,patrimoineculturelalgerien.org
"Musée public national de l'Enluminure, de la Miniature et de la Calligraphie","Musée public national de l'Enluminure, de la Miniature et de la Calligraphie",المتحف العمومي الوطني للزخرفة والمنمنمات وفن الخط,museum,36.785672,3.060808,16,Alger,الجزائر,,541,false,patrimoineculturelalgerien.org
Mausolée Sidi Sahraoui,Mausolée Sidi Sahraoui,ضريح سيدي الصحراوي,protected-cultural-property,36.259703,2.749448,26,Médéa,المدية,543,542,false,patrimoineculturelalgerien.org
Ksar de Sidi Boutkhil – Aïn Sefra,Ksar de Sidi Boutkhil – Aïn Sefra,قصر سيدي بوتخيل بالعين الصفراء,protected-cultural-property,32.743917,-0.581306,45,Naâma,النعامة,,545,false,patrimoineculturelalgerien.org
Réservoirs d’Eau  de la Porte El Akwas,Réservoirs d’Eau  de la Porte El Akwas,الحنايا الرومانية,protected-cultural-property,36.264171,2.750352,26,Médéa,المدية,547,546,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Mansouri Mohamed Ali – Ankouf,Bibliothèque de lecture publique Mansouri Mohamed Ali – Ankouf,مكتبة المطالعة العمومية منصوري محمد علي - أنكوف,library,22.771891,5.541118,11,Tamanrasset,تمنراست,,552,false,patrimoineculturelalgerien.org
Île de Rachgoun,Île de Rachgoun,جزيرة رشقون,protected-cultural-property,35.323886,-1.479888,46,Aïn Témouchent,عين تموشنت,,553,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique martyre Fali Khamsa,Bibliothèque de lecture publique martyre Fali Khamsa,"مكتبة المطالعة العمومية الشهيدة "" فالي خامسة """,library,32.775066,-0.408643,45,Naâma,النعامة,,554,false,patrimoineculturelalgerien.org
"Le site archéologique des tombes funéraires Mégalithiques "" EL KETFE ""","Le site archéologique des tombes funéraires Mégalithiques "" EL KETFE """,الموقع الأثري الكتف,protected-cultural-property,35.490768,7.26538,40,Khenchela,خنشلة,1347,555,false,patrimoineculturelalgerien.org
Mausolée royal de Syphax,Mausolée royal de Syphax,الضريح الملكي سيفاكس,protected-cultural-property,35.261807,-1.434404,46,Aïn Témouchent,عين تموشنت,,556,false,patrimoineculturelalgerien.org
Ksar de Chellala,Ksar de Chellala,قصر الشلالة,protected-cultural-property,33.035889,0.059083,32,El Bayadh,البيض,,557,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique martyr Bensassi M'hamed,Bibliothèque de lecture publique martyr Bensassi M'hamed,"مكتبة المطالعة العمومية الشهيد""بن ساسي أمحمد""",library,33.004066,-0.077499,45,Naâma,النعامة,,558,false,patrimoineculturelalgerien.org
Sidi Yaâkoub,Sidi Yaâkoub,سيدي يعقوب,protected-cultural-property,35.255125,-1.548129,46,Aïn Témouchent,عين تموشنت,,559,false,patrimoineculturelalgerien.org
Les Monuments historiques et archéologique du village de taberdaga,Les Monuments historiques et archéologique du village de taberdaga,المعالم التاريخية الأثرية لقرية تابردقة,protected-cultural-property,35.022016,7.020253,40,Khenchela,خنشلة,1341,560,false,patrimoineculturelalgerien.org
Ksar de Bousemghoun,Ksar de Bousemghoun,قصر بوسمغون,protected-cultural-property,32.863389,0.019833,32,El Bayadh,البيض,,561,false,patrimoineculturelalgerien.org
Site d'Aïn El Kihal,Site d'Aïn El Kihal,موقع عين الكيحل,protected-cultural-property,35.202759,-1.195826,46,Aïn Témouchent,عين تموشنت,,562,false,patrimoineculturelalgerien.org
Ksar de Stitten,Ksar de Stitten,قصر استيتن,protected-cultural-property,33.758972,1.224222,32,El Bayadh,البيض,,563,false,patrimoineculturelalgerien.org
Site romain d'Aghbal,Site romain d'Aghbal,موقع الروماني أغبال,protected-cultural-property,35.457181,-0.618975,46,Aïn Témouchent,عين تموشنت,,564,false,patrimoineculturelalgerien.org
Fort de Bent El Khass,Fort de Bent El Khass,حصن بنت الخص,protected-cultural-property,33.059583,1.183167,32,El Bayadh,البيض,,565,false,patrimoineculturelalgerien.org
Siga,Siga,موقع سيقا الأثري,protected-cultural-property,35.265805,-1.448745,46,Aïn Témouchent,عين تموشنت,102,567,false,patrimoineculturelalgerien.org
Hosh du Bey,Hosh du Bey,حوش الباي,protected-cultural-property,36.258563,2.766407,26,Médéa,المدية,,568,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Moufdi Zakaria,Bibliothèque de lecture publique Moufdi Zakaria,"مكتبة المطالعة العمومية ""مفدي زكريا""",library,33.271128,-0.308588,45,Naâma,النعامة,,569,false,patrimoineculturelalgerien.org
Cité antique basse de Lambèse – Tazoult,Cité antique basse de Lambèse – Tazoult,المدينة الاثرية السفلى لامبيز تازولت,protected-cultural-property,35.490194,6.254682,05,Batna,باتنة,,570,false,patrimoineculturelalgerien.org
Musée public national des Frères martyrs Boulaziz,Musée public national des Frères martyrs Boulaziz,المتحف العمومي الوطني الإخوة الشهداء بولعزيز,museum,35.432286,7.136099,40,Khenchela,خنشلة,,576,false,patrimoineculturelalgerien.org
Musée public national,Musée public national,متحف عمومي وطني,museum,32.765278,-0.584611,45,Naâma,النعامة,,580,false,patrimoineculturelalgerien.org
Site de Diana Veteranorum – Zana,Site de Diana Veteranorum – Zana,موقع ديانا فيتيرانوروم – زانة,protected-cultural-property,35.774444,6.075556,05,Batna,باتنة,,581,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique d'Adrar – Moudjahid feu Hachemi Gueddour,Bibliothèque principale de lecture publique d'Adrar – Moudjahid feu Hachemi Gueddour,المكتبة الرئيسية للمطالعة العمومية لأدرار المجاهد المرحوم هاشمي قويدر,library,27.878204,-0.289199,01,Adrar,أدرار,,583,false,patrimoineculturelalgerien.org
Vieille ville de Médéa,Vieille ville de Médéa,المدينة العتيقة المدية,protected-cultural-property,36.262996,2.751596,26,Médéa,المدية,585,584,false,patrimoineculturelalgerien.org
Site Archéologique Saneg,Site Archéologique Saneg,الموقع الاثري سانق,protected-cultural-property,35.849715,2.88824,26,Médéa,المدية,587,586,false,patrimoineculturelalgerien.org
musée du Hodna a M’sila,musée du Hodna a M’sila,متحف الحضنة,museum,35.716942,4.546944,28,M'Sila,المسيلة,1503,592,false,patrimoineculturelalgerien.org
Théâtre régional d'El Alia Sud,Théâtre régional d'El Alia Sud,المسرح الجهوي العالية الجنوبية,theatre,34.851372,5.740804,07,Biskra,بسكرة,,595,false,patrimoineculturelalgerien.org
Musée Public National Nasr Eddine Dinet,Musée Public National Nasr Eddine Dinet,المتحف العمومي الوطني نصر الدين ديني,museum,35.216469,4.181199,28,M'Sila,المسيلة,99,596,false,patrimoineculturelalgerien.org
Zaouïa Tidjania de Guemar,Zaouïa Tidjania de Guemar,الزاوية التجانية بقمار,protected-cultural-property,33.490656,6.8049,39,El Oued,الوادي,,599,false,patrimoineculturelalgerien.org
Théâtre Régional de Skikda,Théâtre Régional de Skikda,المسرح الجهوي سكيكدة,theatre,36.881367,6.905839,21,Skikda,سكيكدة,46,600,false,patrimoineculturelalgerien.org
Quartier antique d'El Achach – El Messaaba,Quartier antique d'El Achach – El Messaaba,الحي العتيق الاعشاش - المصاعبة,protected-cultural-property,33.363681,6.862575,39,El Oued,الوادي,,601,false,patrimoineculturelalgerien.org
Kedia d'Ethaâloub,Kedia d'Ethaâloub,كدية الثعلوب,protected-cultural-property,35.614285,4.600417,28,M'Sila,المسيلة,,602,false,patrimoineculturelalgerien.org
Musée public national des Arts et Traditions populaires de Médéa,Musée public national des Arts et Traditions populaires de Médéa,المتحف العمومي الوطني للفنون والتقاليد الشعبية بالمدية,museum,36.261715,2.751449,26,Médéa,المدية,,603,false,patrimoineculturelalgerien.org
Musée d'El Oued,Musée d'El Oued,متحف الوادي,museum,33.361717,6.861039,39,El Oued,الوادي,,605,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Bouhraoua Abdelhafid,Bibliothèque de lecture publique Bouhraoua Abdelhafid,مكتبة المطالعة العمومية بوهراوة عبد الحفيظ,library,35.665833,7.510833,04,Oum El Bouaghi,أم البواقي,,607,false,patrimoineculturelalgerien.org
Théâtre régional (500 places),Théâtre régional (500 places),المسرح الجهوي 500 مقعد,theatre,31.620327,-2.225078,08,Bechar,بشار,,610,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique Mohamed Tahar El Adouani,Bibliothèque principale de lecture publique Mohamed Tahar El Adouani,المكتبة الرئيسية للمطالعة محمد الطاهر العدواني,library,33.481225,6.902787,39,El Oued,الوادي,,611,false,patrimoineculturelalgerien.org
Théâtre de plein air,Théâtre de plein air,مسرح هواء الطلق,theatre,31.589803,-2.236762,08,Bechar,بشار,,612,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Kenadsa,Bibliothèque de lecture publique de Kenadsa,مكتبة المطالعة القنادسة,library,31.55413,-2.416565,08,Bechar,بشار,,613,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Taghit,Bibliothèque de lecture publique de Taghit,مكتبة المطالعة تاغيت,library,30.918049,-2.028791,08,Bechar,بشار,,614,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Abadla,Bibliothèque de lecture publique d'Abadla,مكتبة المطالعة العبادلة,library,31.0269,-2.709125,08,Bechar,بشار,,615,false,patrimoineculturelalgerien.org
Monument du Collège,Monument du Collège,معلم الكوليج,protected-cultural-property,36.269112,4.845676,34,Bordj Bou Arreridj,برج بوعريريج,,616,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Tabelbala,Bibliothèque de lecture publique de Tabelbala,مكتبة المطالعة تبلبالة,library,29.408006,-3.261803,08,Bechar,بشار,,617,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'El Ouata,Bibliothèque de lecture publique d'El Ouata,مكتبة المطالعة الواتة,library,29.857982,-1.854095,08,Bechar,بشار,,619,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Igli,Bibliothèque de lecture publique d'Igli,مكتبة المطالعة إڨلي,library,30.451444,-2.288583,08,Bechar,بشار,,620,false,patrimoineculturelalgerien.org
Village d'El Guelaâ,Village d'El Guelaâ,قرية القليعة,protected-cultural-property,36.269711,4.823029,34,Bordj Bou Arreridj,برج بوعريريج,,621,false,patrimoineculturelalgerien.org
Nécropole d'El Djer et Safiet El Anchach,Nécropole d'El Djer et Safiet El Anchach,مقبرة الجر وصفية الأنشاش,protected-cultural-property,35.816398,4.807545,28,M'Sila,المسيلة,,622,false,patrimoineculturelalgerien.org
Bibliothèque de la lecture publique martyr Goubach Omar Ben Outman Tareguelt,Bibliothèque de la lecture publique martyr Goubach Omar Ben Outman Tareguelt,مكتبة المطالعة العمومية الشهيد غوباش عومار بن عثمان تارقالت,library,35.88775,7.594972,41,Souk Ahras,سوق أهراس,1366,623,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique – annexe de Timimoun,Bibliothèque de lecture publique – annexe de Timimoun,مكتبة المطالعة العمومية ملحقة تيميمون,library,29.254944,0.226889,01,Adrar,أدرار,,625,false,patrimoineculturelalgerien.org
Henchir El Remada,Henchir El Remada,هنشير الرمادة,protected-cultural-property,35.618679,5.091944,28,M'Sila,المسيلة,,628,false,patrimoineculturelalgerien.org
Le mur bizantin,Le mur bizantin,السور البيزنطي,protected-cultural-property,36.45,6.271056,43,Mila,ميلة,1469,629,false,patrimoineculturelalgerien.org
Khirbet Errsas,Khirbet Errsas,خربة الرصاص,protected-cultural-property,35.552983,4.662736,28,M'Sila,المسيلة,,630,false,patrimoineculturelalgerien.org
musée de site de la Kal’aa des Beni Hammad,musée de site de la Kal’aa des Beni Hammad,متحف موقع قلعة بني حماد,museum,35.817278,4.797056,28,M'Sila,المسيلة,1502,631,false,patrimoineculturelalgerien.org
Station de gravures rupestres (Hassi El Bachir),Station de gravures rupestres (Hassi El Bachir),محطة النقوش الحجرية (حاسي البشير),protected-cultural-property,32.52367,-0.49495,45,Naâma,النعامة,,634,false,patrimoineculturelalgerien.org
Moulin Ferrero,Moulin Ferrero,طاحونة فيريرو,protected-cultural-property,35.191942,4.165453,28,M'Sila,المسيلة,,635,false,patrimoineculturelalgerien.org
Escargotière d'El Djefine,Escargotière d'El Djefine,حلزونيات الجفين,protected-cultural-property,35.838182,4.793989,28,M'Sila,المسيلة,,638,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique de la wilaya de Ghardaïa,Bibliothèque principale de lecture publique de la wilaya de Ghardaïa,المكتبة الرئيسية للمطالعة العمومية لولاية غارداية,library,32.262122,3.619976,47,Ghardaïa,غرداية,,640,false,patrimoineculturelalgerien.org
Camp d'internement d'El Djorf,Camp d'internement d'El Djorf,معتقل الجرف,protected-cultural-property,35.683921,4.742504,28,M'Sila,المسيلة,,644,false,patrimoineculturelalgerien.org
El Qahira,El Qahira,القاهرة,protected-cultural-property,34.875607,4.434024,28,M'Sila,المسيلة,,646,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique de Tébessa – annexe de Ras El Aïoun,Bibliothèque principale de lecture publique de Tébessa – annexe de Ras El Aïoun,المكتبة الرئيسية للمطالعة العمومية تبسة ملحقة رأس العيون,library,35.515665,8.30292,12,Tébessa,تبسة,,648,false,patrimoineculturelalgerien.org
Musée public national Abdelmadjid Meziane,Musée public national Abdelmadjid Meziane,المتحف العمومي الوطني عبد المجيد مزيان,museum,36.161013,1.333597,02,Chlef,الشلف,,649,false,patrimoineculturelalgerien.org
Théâtre romain,Théâtre romain,المسرح الروماني,protected-cultural-property,36.467194,7.430194,24,Guelma,قالمة,,654,false,patrimoineculturelalgerien.org
Thermes romains,Thermes romains,حمامات رومانية,protected-cultural-property,36.462892,7.430708,24,Guelma,قالمة,,657,false,patrimoineculturelalgerien.org
Piscine romaine,Piscine romaine,المسبح الروماني,protected-cultural-property,36.521047,7.449022,24,Guelma,قالمة,,659,false,patrimoineculturelalgerien.org
Site de Tibilis à Sellaoua Announa,Site de Tibilis à Sellaoua Announa,موقع تيبيليس بسلاوة عنونة,protected-cultural-property,36.393386,7.258906,24,Guelma,قالمة,,660,false,patrimoineculturelalgerien.org
Nécropole mégalithique de Roknia,Nécropole mégalithique de Roknia,المقبرة الميقاليتية بالركنية,protected-cultural-property,36.514679,7.214572,24,Guelma,قالمة,,661,false,patrimoineculturelalgerien.org
Aïn Nechma,Aïn Nechma,عين النشمة,protected-cultural-property,36.439869,7.393094,24,Guelma,قالمة,,663,false,patrimoineculturelalgerien.org
Grotte d'El Djemaâ,Grotte d'El Djemaâ,غار الجماعة,protected-cultural-property,36.507842,7.119491,24,Guelma,قالمة,,664,false,patrimoineculturelalgerien.org
Hammam Debagh,Hammam Debagh,حمام الدباغ,protected-cultural-property,36.460078,7.269316,24,Guelma,قالمة,,665,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique de la wilaya de Ouargla,Bibliothèque principale de lecture publique de la wilaya de Ouargla,المكتبة الرئيسية للمطالعة العمومية لولاية ورقلة,library,31.941806,5.302472,30,Ouargla,ورقلة,,666,false,patrimoineculturelalgerien.org
Jardin archéologique,Jardin archéologique,الحديقة الاثرية,protected-cultural-property,36.466583,7.430389,24,Guelma,قالمة,,667,false,patrimoineculturelalgerien.org
Zaouïa Cheikh El Hefnaoui,Zaouïa Cheikh El Hefnaoui,زاوية الشيخ الحفناوي,protected-cultural-property,36.417919,7.633447,24,Guelma,قالمة,,668,false,patrimoineculturelalgerien.org
Théâtre régional Mahmoud Triki,Théâtre régional Mahmoud Triki,المسرح الجهوي محمود تريكي,theatre,36.464806,7.43175,24,Guelma,قالمة,,671,false,patrimoineculturelalgerien.org
Musée Public National d’El Meniâa,Musée Public National d’El Meniâa,المتحف العمومي الوطني بالمنيعة,museum,30.583611,2.884444,47,Ghardaïa,غرداية,197,672,false,patrimoineculturelalgerien.org
Ksar antique d'El Menia,Ksar antique d'El Menia,القصر القديم بالمنيعة,protected-cultural-property,30.582778,2.893333,47,Ghardaïa,غرداية,,673,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique Moudjahid Mohamed Issami,Bibliothèque principale de lecture publique Moudjahid Mohamed Issami,المكتبة الرئيسية للمطالعة العمومية المجاهد محمد عصامي,library,34.859038,5.710413,07,Biskra,بسكرة,,674,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique martyr Achour Abderrahmane – commune d'El Hadjeb,Bibliothèque de lecture publique martyr Achour Abderrahmane – commune d'El Hadjeb,مكتبة المطالعة العمومية الشهيد عاشور عبد الرحمان لبلدية الحاجب,library,34.789846,5.593046,07,Biskra,بسكرة,,675,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Reggane,Bibliothèque de lecture publique de Reggane,مكتبة المطالعة العمومية برقان,library,26.730194,0.163806,01,Adrar,أدرار,,680,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique d'Aoulef,Bibliothèque de lecture publique d'Aoulef,مكتبة المطالعة العمومية بأولف,library,26.974444,1.086833,01,Adrar,أدرار,,682,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique de Tsabit,Bibliothèque de lecture publique de Tsabit,مكتبة المطالعة العمومية بتسابيت,library,28.395778,-0.232028,01,Adrar,أدرار,,683,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique – annexe de Charouine,Bibliothèque de lecture publique – annexe de Charouine,مكتبة المطالعة العمومية ملحقة شروين,library,29.021528,-0.253361,01,Adrar,أدرار,,684,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique – annexe d'Ouled Saïd,Bibliothèque de lecture publique – annexe d'Ouled Saïd,مكتبة المطالعة العمومية  ملحقة أولاد سعيد,library,29.411167,0.243861,01,Adrar,أدرار,,685,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique El Guebbati Mohamed,Bibliothèque principale de lecture publique El Guebbati Mohamed,المكتبة الرئيسية للمطالعة العمومية القباطي محمد,library,35.198447,-0.635413,22,Sidi Bel Abbès,سيدي بلعباس,,687,false,patrimoineculturelalgerien.org
Théâtre de plein air de Tissemsilt,Théâtre de plein air de Tissemsilt,مسرح الهواء الطلق لولاية تيسمسيلت,theatre,35.594071,1.815218,38,Tissemsilt,تيسمسيلت,,689,false,patrimoineculturelalgerien.org
Théâtre Régional de Saïda,Théâtre Régional de Saïda,بابي معسكر و تيارت,protected-cultural-property,34.83002,0.155092,20,Saïda,سعيدة,79,690,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique de Skikda,Bibliothèque principale de lecture publique de Skikda,المكتبة الرئيسية للمطالعة العمومية سكيكدة,library,36.874039,6.91058,21,Skikda,سكيكدة,,692,false,patrimoineculturelalgerien.org
Khalwa d'Ibn Khaldoun,Khalwa d'Ibn Khaldoun,خلوة ابن خلدون,protected-cultural-property,35.018738,1.067439,14,Tiaret,تيارت,,694,false,patrimoineculturelalgerien.org
Mosquée antique,Mosquée antique,المسجد العتيق,protected-cultural-property,34.832874,0.152333,20,Saïda,سعيدة,,703,false,patrimoineculturelalgerien.org
Théâtre régional Serrat Boumediene,Théâtre régional Serrat Boumediene,المسرح الجهوي صراط بومدين,theatre,34.829151,0.149825,20,Saïda,سعيدة,,708,false,patrimoineculturelalgerien.org
Théâtre de plein air d'Adrar,Théâtre de plein air d'Adrar,مسرح الهواء الطلق أدرار,theatre,27.894952,-0.285635,01,Adrar,أدرار,,709,false,patrimoineculturelalgerien.org
Théâtre de plein air de Timimoun,Théâtre de plein air de Timimoun,مسرح الهواء الطلق تيميمون,theatre,29.254309,0.226413,01,Adrar,أدرار,,710,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique martyr Brahim El Aïdi,Bibliothèque de lecture publique martyr Brahim El Aïdi,مكتبة المطالعة العمومية الشهيد ابراهيم العيدي,library,34.740855,5.485678,07,Biskra,بسكرة,,711,false,patrimoineculturelalgerien.org
Le Minaret de Mansourah,Le Minaret de Mansourah,آثار منصورة,protected-cultural-property,34.870768,-1.338939,13,Tlemcen,تلمسان,103,714,false,patrimoineculturelalgerien.org
